t_s,state,copter_n,copter_e,copter_d,rover_n,rover_e,in_fov,occluded,bbox_cx,bbox_cy,px_err,vx_cmd,vy_cmd,loop_ms,dist_n,dist_e,d_true_px,d_dist_px
26.37,CARRY,5.36,-0.01,-9.57,7.1,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,49.0,13.26,-0.01,94.8,451.4
26.42,CARRY,5.36,-0.01,-9.57,7.12,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,50.7,13.26,-0.01,95.5,451.4
26.47,CARRY,5.38,-0.01,-9.57,7.13,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,49.0,13.26,-0.01,95.6,450.7
26.52,CARRY,5.38,-0.01,-9.57,7.14,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,52.1,13.26,-0.01,96.3,450.7
26.57,CARRY,5.39,-0.01,-9.57,7.16,-0.01,1,0,320.5,234.5,5.5,0.11,0.01,49.3,13.26,-0.01,96.8,450.5
26.62,CARRY,5.39,-0.01,-9.57,7.17,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,51.0,13.26,-0.01,97.0,450.0
26.67,CARRY,5.4,-0.01,-9.57,7.18,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,50.3,13.26,-0.01,97.1,449.3
26.73,CARRY,5.4,-0.01,-9.57,7.19,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,49.8,13.26,-0.01,97.3,448.8
26.78,CARRY,5.41,-0.01,-9.57,7.21,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,48.7,13.26,-0.01,97.8,448.5
26.83,CARRY,5.41,-0.01,-9.57,7.22,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,51.0,13.26,-0.01,98.5,448.5
26.88,CARRY,5.43,-0.01,-9.57,7.23,-0.01,1,0,320.0,234.5,5.5,0.11,0.0,51.2,13.26,-0.01,99.1,448.4
26.93,CARRY,5.43,-0.01,-9.57,7.25,-0.01,1,0,320.0,234.0,6.0,0.12,0.0,48.2,13.26,-0.01,99.4,447.9
26.98,CARRY,5.44,-0.01,-9.57,7.26,-0.01,1,0,320.0,234.5,5.5,0.11,0.0,49.3,13.26,-0.01,99.9,447.7
27.03,CARRY,5.44,-0.01,-9.57,7.27,-0.01,1,0,320.0,234.0,6.0,0.12,0.0,51.6,13.26,-0.01,100.1,447.2
27.08,CARRY,5.45,-0.01,-9.57,7.28,-0.01,1,0,320.0,234.0,6.0,0.12,0.0,49.6,13.26,-0.01,100.2,446.5
27.13,CARRY,5.45,-0.01,-9.57,7.3,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,49.2,13.26,-0.01,100.9,446.4
27.18,CARRY,5.46,-0.01,-9.57,7.31,-0.01,1,0,320.5,234.5,5.5,0.11,0.01,50.0,13.26,-0.01,101.4,446.2
27.23,CARRY,5.46,-0.01,-9.57,7.32,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,49.7,13.26,-0.01,101.1,445.1
27.29,CARRY,5.48,-0.01,-9.57,7.33,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,50.6,13.26,-0.01,101.1,444.5
27.34,CARRY,5.48,-0.01,-9.57,7.35,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,50.1,13.26,-0.01,101.8,444.5
27.39,CARRY,5.49,-0.01,-9.57,7.36,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,50.9,13.26,-0.01,102.4,444.3
27.44,CARRY,5.49,-0.01,-9.57,7.37,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,48.0,13.26,-0.01,102.7,443.8
27.49,CARRY,5.5,-0.01,-9.57,7.39,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,47.8,13.26,-0.01,102.7,443.1
27.54,CARRY,5.5,-0.01,-9.57,7.4,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,51.4,13.26,-0.01,103.5,443.1
27.59,CARRY,5.51,-0.01,-9.57,7.41,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,51.5,13.26,-0.01,103.5,442.5
27.65,CARRY,5.52,-0.01,-9.57,7.42,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,49.5,13.26,-0.01,104.1,442.3
27.7,CARRY,5.52,-0.01,-9.57,7.44,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,48.9,13.26,-0.01,104.3,441.8
27.75,CARRY,5.53,-0.01,-9.57,7.45,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,51.1,13.26,-0.01,104.8,441.5
27.8,CARRY,5.53,-0.01,-9.57,7.46,-0.01,1,0,320.5,233.0,7.0,0.14,0.01,50.6,13.26,-0.01,104.6,440.5
27.85,CARRY,5.55,-0.01,-9.57,7.47,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,49.9,13.26,-0.01,105.1,440.3
27.9,CARRY,5.55,-0.01,-9.57,7.49,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,50.1,13.26,-0.01,105.9,440.3
27.95,CARRY,5.56,-0.01,-9.57,7.5,-0.01,1,0,320.5,234.0,6.0,0.12,0.01,49.7,13.26,-0.01,106.4,440.1
28.0,CARRY,5.56,-0.01,-9.57,7.51,-0.01,1,0,320.0,233.5,6.5,0.13,0.0,51.0,13.26,-0.01,106.7,439.6
28.05,CARRY,5.57,-0.01,-9.57,7.53,-0.01,1,0,320.0,233.5,6.5,0.13,0.0,49.8,13.26,-0.01,106.7,438.9
28.1,CARRY,5.57,-0.01,-9.57,7.54,-0.01,1,0,320.0,233.0,7.0,0.14,0.0,50.2,13.26,-0.01,106.9,438.4
28.15,CARRY,5.58,-0.01,-9.57,7.55,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,51.1,13.26,-0.01,107.4,438.1
28.21,CARRY,5.58,-0.01,-9.57,7.56,-0.01,1,0,321.0,233.0,7.1,0.14,0.02,50.2,13.26,-0.01,107.6,437.5
28.26,CARRY,5.6,-0.01,-9.57,7.58,-0.01,1,0,321.5,234.0,6.2,0.12,0.03,51.5,13.26,-0.01,108.5,437.7
28.31,CARRY,5.6,-0.01,-9.57,7.59,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,50.5,13.26,-0.01,108.8,437.3
28.36,CARRY,5.61,-0.01,-9.57,7.6,-0.01,1,0,321.0,234.0,6.1,0.12,0.02,51.1,13.26,-0.01,109.3,437.1
28.41,CARRY,5.61,-0.01,-9.57,7.62,-0.01,1,0,321.0,233.0,7.1,0.14,0.02,51.2,13.26,-0.01,109.1,436.1
28.47,CARRY,5.62,-0.01,-9.57,7.63,-0.01,1,0,321.0,233.0,7.1,0.14,0.02,50.5,13.26,-0.01,109.1,435.3
28.52,CARRY,5.62,-0.01,-9.57,7.64,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,51.0,13.26,-0.01,110.4,435.9
28.57,CARRY,5.64,-0.01,-9.57,7.66,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,50.4,13.26,-0.01,110.4,435.1
28.62,CARRY,5.64,-0.01,-9.57,7.67,-0.01,1,0,320.5,232.5,7.5,0.15,0.01,51.5,13.26,-0.01,110.2,434.1
28.67,CARRY,5.65,-0.01,-9.57,7.68,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,51.8,13.26,-0.01,111.2,434.4
28.73,CARRY,5.65,-0.01,-9.57,7.69,-0.01,1,0,320.5,233.0,7.0,0.14,0.01,50.9,13.26,-0.01,111.4,433.9
28.78,CARRY,5.66,-0.01,-9.57,7.71,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,51.7,13.26,-0.01,111.9,433.6
28.83,CARRY,5.66,-0.01,-9.57,7.72,-0.01,1,0,321.0,233.0,7.1,0.14,0.02,50.1,13.26,-0.01,112.1,433.0
28.88,CARRY,5.68,-0.01,-9.57,7.73,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,51.4,13.26,-0.01,112.5,432.7
28.93,CARRY,5.68,-0.01,-9.57,7.75,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,50.5,13.26,-0.01,113.4,432.8
28.99,CARRY,5.69,-0.02,-9.57,7.76,-0.01,1,0,321.0,234.0,6.1,0.12,0.02,51.4,13.26,-0.01,113.8,432.4
29.04,CARRY,5.69,-0.02,-9.57,7.77,-0.01,1,0,321.5,233.5,6.7,0.13,0.03,50.5,13.26,-0.01,114.0,431.9
29.09,CARRY,5.7,-0.02,-9.57,7.78,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,50.9,13.26,-0.01,114.0,431.2
29.14,CARRY,5.7,-0.02,-9.57,7.8,-0.01,1,0,321.0,233.0,7.1,0.14,0.02,49.9,13.26,-0.01,114.2,430.7
29.19,CARRY,5.72,-0.02,-9.57,7.81,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,50.0,13.26,-0.01,114.7,430.4
29.24,CARRY,5.72,-0.02,-9.57,7.82,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,52.2,13.26,-0.01,115.4,430.4
29.3,CARRY,5.73,-0.02,-9.57,7.84,-0.01,1,0,321.0,234.0,6.1,0.12,0.02,50.1,13.26,-0.01,115.9,430.1
29.35,CARRY,5.74,-0.02,-9.57,7.85,-0.01,1,0,321.0,234.0,6.1,0.12,0.02,50.9,13.26,-0.01,115.9,429.3
29.4,CARRY,5.74,-0.02,-9.57,7.86,-0.01,1,0,321.0,233.5,6.6,0.13,0.02,50.9,13.26,-0.01,116.1,428.8
29.45,CARRY,5.76,-0.02,-9.57,7.88,-0.01,1,0,,,,0.247,0.02,50.2,13.26,-0.01,,
29.5,CARRY,5.76,-0.02,-9.57,7.89,-0.01,1,0,,,,0.247,0.02,51.8,13.26,-0.01,,
29.55,CARRY,5.77,-0.02,-9.57,7.9,-0.01,1,0,,,,0.247,0.02,50.8,13.26,-0.01,,
29.61,CARRY,5.77,-0.02,-9.57,7.91,-0.01,1,0,,,,0.247,0.02,51.5,13.26,-0.01,,
29.66,CARRY,5.78,-0.02,-9.57,7.93,-0.01,1,0,,,,0.247,0.02,52.1,13.26,-0.01,,
29.71,CARRY,5.78,-0.02,-9.57,7.94,-0.01,1,0,,,,0.247,0.02,50.2,13.26,-0.01,,
29.76,CARRY,5.8,-0.02,-9.57,7.95,-0.01,1,0,,,,0.247,0.02,50.9,13.26,-0.01,,
29.81,CARRY,5.8,-0.02,-9.57,7.97,-0.01,1,0,,,,0.247,0.02,50.2,13.26,-0.01,,
29.87,CARRY,5.81,-0.02,-9.57,7.98,-0.01,1,0,,,,0.247,0.02,51.4,13.26,-0.01,,
29.92,CARRY,5.81,-0.02,-9.57,7.99,-0.01,1,0,,,,0.247,0.02,49.6,13.26,-0.01,,
29.97,CARRY,5.83,-0.02,-9.57,8.0,-0.01,1,0,,,,0.247,0.02,50.9,13.26,-0.01,,
30.02,CARRY,5.83,-0.02,-9.57,8.02,-0.01,1,1,,,,0.247,0.02,51.0,13.26,-0.01,,
30.07,CARRY,5.85,-0.02,-9.57,8.03,-0.01,1,1,,,,0.247,0.02,52.3,13.26,-0.01,,
30.13,CARRY,5.85,-0.02,-9.57,8.04,-0.01,1,1,,,,0.247,0.02,50.5,13.26,-0.01,,
30.18,CARRY,5.87,-0.02,-9.57,8.06,-0.01,1,1,,,,0.247,0.02,51.1,13.26,-0.01,,
30.23,CARRY,5.87,-0.02,-9.57,8.07,-0.01,1,1,,,,0.247,0.02,51.7,13.26,-0.01,,
30.28,CARRY,5.89,-0.02,-9.57,8.08,-0.01,1,1,,,,0.247,0.02,51.5,13.26,-0.01,,
30.33,CARRY,5.89,-0.02,-9.57,8.1,-0.01,1,1,,,,0.247,0.02,50.4,13.26,-0.01,,
30.38,CARRY,5.92,-0.02,-9.57,8.11,-0.01,1,1,,,,0.247,0.02,50.9,13.26,-0.01,,
30.44,CARRY,5.92,-0.02,-9.57,8.12,-0.01,1,1,,,,0.247,0.02,51.0,13.26,-0.01,,
30.49,CARRY,5.94,-0.02,-9.57,8.13,-0.01,1,1,,,,0.247,0.02,51.5,13.26,-0.01,,
30.54,CARRY,5.94,-0.02,-9.57,8.15,-0.01,1,1,,,,0.247,0.02,49.4,13.26,-0.01,,
30.59,CARRY,5.96,-0.02,-9.57,8.16,-0.01,1,1,,,,0.247,0.02,51.1,13.26,-0.01,,
30.64,CARRY,5.99,-0.02,-9.57,8.17,-0.01,1,1,,,,0.247,0.02,51.2,13.26,-0.01,,
30.7,CARRY,5.99,-0.02,-9.57,8.19,-0.01,1,1,,,,0.247,0.02,50.5,13.26,-0.01,,
30.75,CARRY,6.01,-0.02,-9.57,8.2,-0.01,1,1,,,,0.247,0.02,50.7,13.26,-0.01,,
30.8,CARRY,6.01,-0.02,-9.57,8.21,-0.01,1,1,,,,0.247,0.02,49.5,13.26,-0.01,,
30.85,CARRY,6.03,-0.03,-9.57,8.22,-0.01,1,1,,,,0.247,0.02,50.8,13.26,-0.01,,
30.9,CARRY,6.03,-0.03,-9.57,8.24,-0.01,1,1,,,,0.247,0.02,51.9,13.26,-0.01,,
30.95,CARRY,6.06,-0.03,-9.57,8.25,-0.01,1,1,,,,0.247,0.02,51.2,13.26,-0.01,,
31.01,CARRY,6.06,-0.03,-9.57,8.26,-0.01,1,1,,,,0.247,0.02,50.6,13.26,-0.01,,
31.06,CARRY,6.08,-0.03,-9.57,8.28,-0.01,1,1,,,,0.247,0.02,51.4,13.26,-0.01,,
31.11,CARRY,6.08,-0.03,-9.57,8.29,-0.01,1,1,,,,0.247,0.02,50.4,13.26,-0.01,,
31.16,CARRY,6.11,-0.03,-9.57,8.3,-0.01,1,1,,,,0.247,0.02,51.7,13.26,-0.01,,
31.21,CARRY,6.11,-0.03,-9.57,8.32,-0.01,1,1,,,,0.247,0.02,50.5,13.26,-0.01,,
31.26,CARRY,6.13,-0.03,-9.57,8.33,-0.01,1,1,,,,0.247,0.02,51.2,13.26,-0.01,,
31.32,CARRY,6.13,-0.03,-9.57,8.34,-0.01,1,1,,,,0.247,0.02,51.0,13.26,-0.01,,
31.37,CARRY,6.16,-0.03,-9.57,8.35,-0.01,1,1,,,,0.247,0.02,51.7,13.26,-0.01,,
31.42,CARRY,6.16,-0.03,-9.57,8.37,-0.01,1,1,,,,0.247,0.02,50.6,13.26,-0.01,,
31.47,CARRY,6.18,-0.04,-9.57,8.38,-0.01,1,1,,,,0.247,0.02,51.8,13.26,-0.01,,
31.53,CARRY,6.18,-0.04,-9.57,8.39,-0.01,1,1,,,,0.247,0.02,49.8,13.26,-0.01,,
31.58,CARRY,6.2,-0.04,-9.57,8.41,-0.01,1,1,,,,0.247,0.02,50.7,13.26,-0.01,,
31.63,CARRY,6.2,-0.04,-9.57,8.42,-0.01,1,1,,,,0.247,0.02,49.5,13.26,-0.01,,
31.68,CARRY,6.23,-0.04,-9.57,8.43,-0.01,1,1,,,,0.247,0.02,51.8,13.26,-0.01,,
31.73,CARRY,6.23,-0.04,-9.57,8.45,-0.01,1,1,,,,0.247,0.02,50.3,13.26,-0.01,,
31.78,CARRY,6.25,-0.04,-9.57,8.46,-0.01,1,1,,,,0.247,0.02,48.5,13.26,-0.01,,
31.83,CARRY,6.25,-0.04,-9.57,8.47,-0.01,1,1,,,,0.247,0.02,51.0,13.26,-0.01,,
31.88,CARRY,6.28,-0.04,-9.57,8.48,-0.01,1,1,,,,0.247,0.02,49.6,13.26,-0.01,,
31.93,CARRY,6.28,-0.04,-9.57,8.5,-0.01,1,1,,,,0.247,0.02,48.8,13.26,-0.01,,
31.98,CARRY,6.3,-0.04,-9.57,8.51,-0.01,1,1,,,,0.247,0.02,51.1,13.26,-0.01,,
32.04,CARRY,6.3,-0.04,-9.57,8.52,-0.01,1,1,,,,0.247,0.02,49.7,13.26,-0.01,,
32.09,CARRY,6.33,-0.04,-9.57,8.53,-0.01,1,1,,,,0.247,0.02,48.9,13.26,-0.01,,
32.14,CARRY,6.33,-0.04,-9.57,8.55,-0.01,1,1,,,,0.247,0.02,49.7,13.26,-0.01,,
32.19,CARRY,6.35,-0.04,-9.57,8.56,-0.01,1,1,,,,0.247,0.02,50.2,13.26,-0.01,,
32.24,CARRY,6.35,-0.04,-9.57,8.57,-0.01,1,1,,,,0.247,0.02,51.8,13.26,-0.01,,
32.29,CARRY,6.37,-0.05,-9.57,8.59,-0.01,1,1,,,,0.247,0.02,48.6,13.26,-0.01,,
32.34,CARRY,6.37,-0.05,-9.57,8.6,-0.01,1,1,,,,0.247,0.02,48.2,13.26,-0.01,,
32.39,CARRY,6.4,-0.05,-9.57,8.61,-0.01,1,1,,,,0.247,0.02,51.4,13.26,-0.01,,
32.44,REGROUND,6.42,-0.05,-9.57,8.62,-0.01,1,1,,,,0.247,0.02,158.7,13.26,-0.01,,
32.61,REGROUND,6.45,-0.05,-9.57,8.67,-0.01,1,1,,,,0.247,0.02,3.8,13.26,-0.01,,
32.66,REGROUND,6.47,-0.05,-9.57,8.68,-0.01,1,1,,,,0.247,0.02,1.7,13.26,-0.01,,
32.71,REGROUND,6.47,-0.05,-9.57,8.69,-0.01,1,1,,,,0.247,0.02,0.8,13.26,-0.01,,
32.76,REGROUND,6.5,-0.05,-9.57,8.7,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
32.81,REGROUND,6.5,-0.05,-9.57,8.72,-0.01,1,1,,,,0.247,0.02,1.0,13.26,-0.01,,
32.86,REGROUND,6.52,-0.05,-9.57,8.73,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
32.91,REGROUND,6.52,-0.05,-9.57,8.74,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
32.96,REGROUND,6.55,-0.05,-9.57,8.75,-0.01,1,1,,,,0.247,0.02,1.4,13.26,-0.01,,
33.01,REGROUND,6.55,-0.05,-9.57,8.77,-0.01,1,1,,,,0.247,0.02,0.8,13.26,-0.01,,
33.06,REGROUND,6.57,-0.05,-9.57,8.78,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
33.11,REGROUND,6.57,-0.05,-9.57,8.79,-0.01,1,1,,,,0.247,0.02,0.8,13.26,-0.01,,
33.16,REGROUND,6.6,-0.05,-9.57,8.8,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
33.21,REGROUND,6.6,-0.05,-9.57,8.82,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
33.26,REGROUND,6.62,-0.05,-9.57,8.83,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
33.31,REGROUND,6.62,-0.05,-9.57,8.84,-0.01,1,1,,,,0.247,0.02,1.0,13.26,-0.01,,
33.36,REGROUND,6.65,-0.05,-9.57,8.85,-0.01,1,1,,,,0.247,0.02,1.7,13.26,-0.01,,
33.41,REGROUND,6.65,-0.05,-9.57,8.87,-0.01,1,1,,,,0.247,0.02,1.0,13.26,-0.01,,
33.46,REGROUND,6.67,-0.06,-9.57,8.88,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
33.51,REGROUND,6.67,-0.06,-9.57,8.89,-0.01,1,1,,,,0.247,0.02,0.8,13.26,-0.01,,
33.56,REGROUND,6.7,-0.06,-9.57,8.9,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
33.61,REGROUND,6.7,-0.06,-9.57,8.92,-0.01,1,1,,,,0.247,0.02,1.0,13.26,-0.01,,
33.66,REGROUND,6.72,-0.06,-9.57,8.93,-0.01,1,1,,,,0.247,0.02,1.4,13.26,-0.01,,
33.71,REGROUND,6.72,-0.06,-9.57,8.94,-0.01,1,1,,,,0.247,0.02,0.8,13.26,-0.01,,
33.76,REGROUND,6.75,-0.06,-9.57,8.95,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
33.81,REGROUND,6.75,-0.06,-9.57,8.97,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
33.86,REGROUND,6.77,-0.06,-9.57,8.98,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
33.91,REGROUND,6.77,-0.06,-9.57,8.99,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
33.96,REGROUND,6.8,-0.06,-9.57,9.0,-0.01,1,1,,,,0.247,0.02,1.5,13.26,-0.01,,
34.01,REGROUND,6.8,-0.06,-9.57,9.02,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
34.06,REGROUND,6.82,-0.06,-9.57,9.03,-0.01,1,1,,,,0.247,0.02,1.4,13.26,-0.01,,
34.11,REGROUND,6.82,-0.06,-9.57,9.04,-0.01,1,1,,,,0.247,0.02,1.0,13.26,-0.01,,
34.16,REGROUND,6.85,-0.06,-9.57,9.05,-0.01,1,1,,,,0.247,0.02,1.5,13.26,-0.01,,
34.21,REGROUND,6.85,-0.06,-9.57,9.07,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
34.26,REGROUND,6.87,-0.06,-9.57,9.08,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
34.31,REGROUND,6.87,-0.06,-9.57,9.09,-0.01,1,1,,,,0.247,0.02,1.1,13.26,-0.01,,
34.36,REGROUND,6.9,-0.07,-9.57,9.1,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
34.41,REGROUND,6.9,-0.07,-9.57,9.12,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
34.46,REGROUND,6.92,-0.07,-9.57,9.13,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
34.51,REGROUND,6.92,-0.07,-9.57,9.14,-0.01,1,1,,,,0.247,0.02,1.0,13.26,-0.01,,
34.56,REGROUND,6.95,-0.07,-9.57,9.15,-0.01,1,1,,,,0.247,0.02,1.5,13.26,-0.01,,
34.61,REGROUND,6.95,-0.07,-9.57,9.17,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
34.66,REGROUND,6.97,-0.07,-9.57,9.18,-0.01,1,1,,,,0.247,0.02,1.7,13.26,-0.01,,
34.71,REGROUND,6.97,-0.07,-9.57,9.19,-0.01,1,1,,,,0.247,0.02,0.7,13.26,-0.01,,
34.76,REGROUND,7.0,-0.07,-9.57,9.2,-0.01,1,1,,,,0.247,0.02,1.5,13.26,-0.01,,
34.81,REGROUND,7.0,-0.07,-9.57,9.22,-0.01,1,1,,,,0.247,0.02,0.9,13.26,-0.01,,
34.86,REGROUND,7.02,-0.07,-9.57,9.23,-0.01,1,1,,,,0.247,0.02,1.6,13.26,-0.01,,
34.91,REGROUND,7.02,-0.07,-9.57,9.24,-0.01,1,1,,,,0.247,0.02,1.2,13.26,-0.01,,
34.96,REGROUND,7.05,-0.08,-9.57,9.25,-0.01,1,1,,,,0.247,0.02,3.7,13.26,-0.01,,
35.01,REGROUND,7.05,-0.08,-9.57,9.27,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
35.06,REGROUND,7.07,-0.08,-9.57,9.28,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
35.11,REGROUND,7.07,-0.08,-9.57,9.29,-0.01,1,0,,,,0.247,0.02,0.8,13.26,-0.01,,
35.16,REGROUND,7.1,-0.08,-9.57,9.3,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
35.21,REGROUND,7.1,-0.08,-9.57,9.32,-0.01,1,0,,,,0.247,0.02,1.0,13.26,-0.01,,
35.26,REGROUND,7.12,-0.08,-9.57,9.33,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
35.31,REGROUND,7.12,-0.08,-9.57,9.34,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
35.36,REGROUND,7.15,-0.08,-9.57,9.35,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
35.41,REGROUND,7.15,-0.08,-9.57,9.37,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
35.46,REGROUND,7.17,-0.08,-9.57,9.38,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
35.51,REGROUND,7.17,-0.08,-9.57,9.39,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
35.57,REGROUND,7.2,-0.08,-9.57,9.4,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
35.62,REGROUND,7.2,-0.08,-9.57,9.42,-0.01,1,0,,,,0.247,0.02,0.7,13.26,-0.01,,
35.67,REGROUND,7.22,-0.08,-9.57,9.43,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
35.72,REGROUND,7.22,-0.08,-9.57,9.44,-0.01,1,0,,,,0.247,0.02,0.8,13.26,-0.01,,
35.77,REGROUND,7.25,-0.09,-9.57,9.45,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
35.82,REGROUND,7.25,-0.09,-9.57,9.47,-0.01,1,0,,,,0.247,0.02,1.0,13.26,-0.01,,
35.87,REGROUND,7.27,-0.09,-9.57,9.48,-0.01,1,0,,,,0.247,0.02,1.4,13.26,-0.01,,
35.92,REGROUND,7.27,-0.09,-9.57,9.49,-0.01,1,0,,,,0.247,0.02,1.0,13.26,-0.01,,
35.97,REGROUND,7.3,-0.09,-9.57,9.5,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
36.02,REGROUND,7.3,-0.09,-9.57,9.52,-0.01,1,0,,,,0.247,0.02,1.0,13.26,-0.01,,
36.07,REGROUND,7.32,-0.09,-9.57,9.53,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
36.12,REGROUND,7.32,-0.09,-9.57,9.54,-0.01,1,0,,,,0.247,0.02,0.8,13.26,-0.01,,
36.17,REGROUND,7.35,-0.09,-9.57,9.55,-0.01,1,0,,,,0.247,0.02,1.4,13.26,-0.01,,
36.22,REGROUND,7.35,-0.09,-9.57,9.57,-0.01,1,0,,,,0.247,0.02,0.8,13.26,-0.01,,
36.27,REGROUND,7.37,-0.09,-9.57,9.58,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
36.32,REGROUND,7.37,-0.09,-9.57,9.59,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
36.37,REGROUND,7.4,-0.09,-9.57,9.6,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
36.42,REGROUND,7.4,-0.09,-9.57,9.62,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
36.47,REGROUND,7.42,-0.09,-9.57,9.63,-0.01,1,0,,,,0.247,0.02,1.5,13.26,-0.01,,
36.52,REGROUND,7.42,-0.09,-9.57,9.64,-0.01,1,0,,,,0.247,0.02,1.1,13.26,-0.01,,
36.57,REGROUND,7.45,-0.09,-9.57,9.65,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
36.62,REGROUND,7.45,-0.09,-9.57,9.67,-0.01,1,0,,,,0.247,0.02,1.0,13.26,-0.01,,
36.67,REGROUND,7.47,-0.09,-9.57,9.68,-0.01,1,0,,,,0.247,0.02,1.7,13.26,-0.01,,
36.72,REGROUND,7.47,-0.09,-9.57,9.69,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
36.77,REGROUND,7.49,-0.09,-9.57,9.7,-0.01,1,0,,,,0.247,0.02,1.8,13.26,-0.01,,
36.82,REGROUND,7.49,-0.09,-9.57,9.72,-0.01,1,0,,,,0.247,0.02,1.0,13.26,-0.01,,
36.87,REGROUND,7.52,-0.09,-9.57,9.73,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
36.92,REGROUND,7.52,-0.09,-9.57,9.74,-0.01,1,0,,,,0.247,0.02,1.1,13.26,-0.01,,
36.97,REGROUND,7.54,-0.09,-9.57,9.75,-0.01,1,0,,,,0.247,0.02,1.6,13.26,-0.01,,
37.02,REGROUND,7.54,-0.09,-9.57,9.77,-0.01,1,0,,,,0.247,0.02,0.9,13.26,-0.01,,
