seq,tid,n_frames,n_labeled,mean_iou,iou_at_25,iou_at_50,id_consistency,pred_absent_frac,n_gaps,n_recovered,wall_s,fps
M0203,51,300,269,0.8051375996732747,0.9962825278810409,0.9888475836431226,1.0,0.0,1,1,8.61,34.82
M0203,35,300,300,0.8144432319269415,1.0,0.9866666666666667,1.0,0.0,0,0,8.24,36.4
M0205,20,300,300,0.8071142215686777,1.0,1.0,1.0,0.0,0,0,8.34,35.96
M0205,6,300,261,0.8245878683394126,0.9808429118773946,0.9808429118773946,0.9846153846153847,0.0,1,1,8.26,36.32
M0209,46,300,300,0.8367338279786003,1.0,1.0,1.0,0.0,0,0,8.35,35.93
M0209,20,300,300,0.7475192713496611,1.0,1.0,1.0,0.0,0,0,8.43,35.6
M0403,3,300,300,0.8132093173129571,1.0,0.9933333333333333,1.0,0.0,0,0,8.39,35.74
M0403,43,300,286,0.8045287541019405,1.0,1.0,1.0,0.0,1,1,8.29,36.2
M0701,7,300,300,0.6634628179769082,1.0,1.0,1.0,0.0,0,0,8.34,35.96
M0701,3,300,300,0.5310294250892941,0.7066666666666667,0.6066666666666667,0.8398576512455516,0.0,0,0,8.3,36.15
M0801,7,298,298,0.7351909864582094,0.9731543624161074,0.8456375838926175,1.0,0.0,0,0,8.22,36.26
M0801,22,260,250,0.6822048118967884,0.9,0.868,0.988,0.0,1,1,7.2,36.13
M1001,55,300,300,0.7888051487737132,0.9866666666666667,0.9866666666666667,1.0,0.0,0,0,8.28,36.24
M1001,16,300,300,0.6384287845154278,1.0,0.95,1.0,0.0,0,0,8.26,36.34
M1004,35,269,235,0.2967619473722505,0.425531914893617,0.1829787234042553,0.7336448598130841,0.0,0,0,7.29,36.92
M1004,36,269,216,0.4025730416516134,0.7129629629629629,0.32407407407407407,1.0,0.0,0,0,7.35,36.58
M1007,8,300,300,0.7244804410468768,1.0,1.0,1.0,0.0,0,0,8.09,37.08
M1007,35,300,300,0.754202811925079,1.0,1.0,1.0,0.0,0,0,8.19,36.61
M1101,13,300,300,0.7195261944832186,1.0,0.9133333333333333,1.0,0.0,0,0,8.22,36.49
M1101,39,300,259,0.8205450566920008,1.0,1.0,1.0,0.0,1,1,8.25,36.35
M1301,15,300,300,0.06565738182142593,0.13,0.04666666666666667,0.48936170212765956,0.01,0,0,8.49,35.34
M1301,98,300,300,0.03706585954749577,0.03,0.0033333333333333335,0.016666666666666666,0.0,0,0,8.44,35.53
M1302,18,300,300,0.7214261809077236,1.0,0.9866666666666667,1.0,0.0,0,0,8.14,36.83
M1302,19,300,296,0.7751612456890221,1.0,0.9966216216216216,1.0,0.0,1,1,8.34,35.96
M1401,62,300,300,0.8302059754989045,1.0,1.0,1.0,0.0,0,0,8.31,36.09
M1401,21,300,300,0.6830228033939775,0.9566666666666667,0.8733333333333333,1.0,0.0,0,0,8.24,36.42
uav0000009_03358_v,29,195,186,0.7717189545994242,1.0,1.0,1.0,0.0,0,0,10.39,18.77
uav0000009_03358_v,77,198,177,0.5564145475477852,0.9887005649717514,0.7231638418079096,1.0,0.005649717514124294,1,0,10.5,18.86
uav0000013_00000_v,0,269,269,0.6999996060042133,1.0,1.0,1.0,0.0,0,0,14.21,18.93
uav0000013_00000_v,23,269,216,0.6957046376551008,0.9814814814814815,0.9537037037037037,0.9768518518518519,0.0,1,0,14.08,19.11
uav0000013_01073_v,0,58,58,0.436871131382518,1.0,0.1896551724137931,1.0,0.0,0,0,3.02,19.23
uav0000013_01073_v,8,58,58,0.8330678640410156,1.0,1.0,1.0,0.0,0,0,3.02,19.19
uav0000013_01392_v,2,118,118,0.3695814192546037,1.0,0.00847457627118644,1.0,0.0,0,0,6.07,19.45
uav0000013_01392_v,21,118,111,0.5297582084298461,1.0,0.5765765765765766,0.8828828828828829,0.0,1,1,6.12,19.29
