seq,tid,n_frames,n_labeled,mean_iou,iou_at_25,iou_at_50,id_consistency,pred_absent_frac,n_gaps,n_recovered,wall_s,fps
uav0000020_00406_v,9,300,300,0.7275075607176252,1.0,0.9533333333333334,0.94,0.0,0,0,15.38,19.51
uav0000020_00406_v,36,300,278,0.6830838378036554,1.0,0.9748201438848921,0.9748201438848921,0.0,1,1,15.58,19.26
uav0000071_03240_v,9,181,181,0.6563975814370342,1.0,0.9281767955801105,0.994475138121547,0.0,0,0,9.43,19.2
uav0000071_03240_v,11,181,181,0.6921391705618736,1.0,0.8839779005524862,1.0,0.0,0,0,9.51,19.04
uav0000072_04488_v,1,85,85,0.398244619950055,0.6,0.4470588235294118,0.9315068493150684,0.0,0,0,4.5,18.9
uav0000072_04488_v,0,85,59,0.21522649178519257,0.3050847457627119,0.3050847457627119,0.75,0.5084745762711864,1,0,4.46,19.05
uav0000072_05448_v,92,217,217,0.8849880179629098,1.0,1.0,1.0,0.0,0,0,11.15,19.46
uav0000072_05448_v,122,210,210,0.6316269835257188,0.9428571428571428,0.8095238095238095,1.0,0.0,0,0,10.95,19.18
uav0000072_06432_v,22,97,97,0.6497530233738981,0.9484536082474226,0.9484536082474226,0.35051546391752575,0.0,0,0,5.09,19.07
uav0000072_06432_v,117,97,73,0.09411864180756609,0.1780821917808219,0.1232876712328767,0.9285714285714286,0.0,1,1,5.09,19.07
uav0000073_00600_v,2,300,300,0.02042069187252748,0.03,0.023333333333333334,0.375,0.44333333333333336,0,0,14.55,20.62
uav0000073_00600_v,48,300,295,0.015845065184438706,0.02711864406779661,0.013559322033898305,0.39285714285714285,0.15254237288135594,1,0,14.45,20.76
uav0000073_04464_v,0,300,300,0.5712856820499924,1.0,0.6933333333333334,1.0,0.0,0,0,13.21,22.71
uav0000073_04464_v,1,300,300,0.04236877817106159,0.05,0.04666666666666667,0.06796116504854369,0.24,0,0,12.64,23.73
uav0000076_00720_v,22,259,259,0.7487287032163699,0.9498069498069498,0.9498069498069498,0.9880478087649402,0.0,0,0,11.27,22.97
uav0000076_00720_v,54,277,216,0.17834786926973295,0.2037037037037037,0.004629629629629629,1.0,0.027777777777777776,1,0,11.98,23.12
uav0000077_00720_v,46,300,300,0.8292592208712564,1.0,1.0,1.0,0.0,0,0,13.49,22.24
uav0000077_00720_v,43,300,300,0.7649282327184543,1.0,1.0,1.0,0.0,0,0,13.54,22.16
uav0000079_00480_v,15,300,300,0.4276156414990823,0.88,0.3466666666666667,1.0,0.0,0,0,13.64,21.99
uav0000079_00480_v,10,300,300,0.46896675094106066,0.88,0.4066666666666667,1.0,0.0,0,0,13.61,22.04
uav0000084_00000_v,27,300,300,0.6565129184872883,0.9033333333333333,0.8666666666666667,0.992831541218638,0.0,0,0,13.23,22.68
uav0000084_00000_v,59,300,257,0.5972196165000537,1.0,0.8404669260700389,0.9688715953307393,0.0,1,1,13.22,22.7
uav0000086_00000_v,11,300,300,0.6095574966830317,0.91,0.7466666666666667,0.9530201342281879,0.0,0,0,13.45,22.3
uav0000086_00000_v,55,300,300,0.5116982029191475,0.99,0.5166666666666667,1.0,0.0,0,0,13.45,22.3
uav0000088_00290_v,0,296,296,0.6018996015510139,0.9763513513513513,0.8412162162162162,0.9256756756756757,0.0,0,0,12.99,22.8
uav0000088_00290_v,92,296,242,0.4198470018760825,0.5950413223140496,0.5619834710743802,0.9863945578231292,0.3884297520661157,1,0,12.88,22.98
uav0000099_02109_v,9,300,300,0.8092231801229627,1.0,1.0,1.0,0.0,0,0,13.22,22.69
uav0000099_02109_v,4,300,300,0.46284452259528336,0.7066666666666667,0.5966666666666667,0.6218181818181818,0.06,0,0,13.15,22.81
uav0000117_02622_v,0,300,300,0.0993538919263707,0.16666666666666666,0.06666666666666667,0.10702341137123746,0.0,0,0,13.21,22.72
uav0000117_02622_v,21,156,140,0.7073264753345352,1.0,0.9642857142857143,1.0,0.0,1,1,6.95,22.46
uav0000119_02301_v,0,179,179,0.4352405001570176,0.8100558659217877,0.4245810055865922,1.0,0.0,0,0,9.35,19.15
uav0000119_02301_v,38,140,113,0.2926756628805614,0.5486725663716814,0.05309734513274336,1.0,0.0,1,0,7.33,19.11
uav0000120_04775_v,274,300,300,0.09836491531619387,0.14,0.056666666666666664,0.48760330578512395,0.5266666666666666,0,0,15.53,19.32
uav0000120_04775_v,136,300,254,0.07860563185807812,0.11023622047244094,0.051181102362204724,0.33112582781456956,0.0,1,0,15.48,19.38
uav0000124_00944_v,0,300,300,0.737036022714049,1.0,1.0,1.0,0.0,0,0,13.97,21.47
uav0000124_00944_v,41,300,258,0.0014470469801952848,0.003875968992248062,0.0,1.0,0.0,1,0,13.22,22.69
uav0000126_00001_v,8,300,300,0.021802787359664524,0.043333333333333335,0.0033333333333333335,0.6153846153846154,0.11666666666666667,0,0,13.63,22.01
uav0000126_00001_v,62,300,229,0.2375243759115536,0.4672489082969432,0.24017467248908297,0.5119617224880383,0.0,2,0,13.69,21.91
uav0000137_00458_v,13,233,233,0.9080693795291767,0.9957081545064378,0.9957081545064378,0.9957081545064378,0.0,0,0,10.42,22.36
uav0000137_00458_v,107,233,215,0.011741670395051125,0.018604651162790697,0.009302325581395349,0.023255813953488372,0.0,1,0,10.44,22.31
uav0000138_00000_v,1,213,213,0.8270054211829225,1.0,1.0,1.0,0.0,0,0,9.84,21.66
uav0000138_00000_v,24,213,203,0.5426178861261823,0.9064039408866995,0.7832512315270936,0.9408866995073891,0.0,1,1,9.82,21.69
uav0000140_01590_v,25,256,256,0.23196819531799345,0.4453125,0.23046875,1.0,0.421875,0,0,11.63,22.01
uav0000140_01590_v,61,207,196,0.12704627673779592,0.1989795918367347,0.1836734693877551,1.0,0.8010204081632653,1,0,9.4,22.02
uav0000143_02250_v,1,261,261,0.8815374724931911,1.0,1.0,1.0,0.0,0,0,14.3,18.25
uav0000143_02250_v,93,261,252,0.2677707195357906,0.4444444444444444,0.31746031746031744,0.6560509554140127,0.3373015873015873,1,0,14.13,18.47
uav0000145_00000_v,15,300,300,0.06896038115095991,0.16333333333333333,0.0033333333333333335,0.1906474820143885,0.02666666666666667,0,0,16.29,18.41
uav0000145_00000_v,17,300,300,0.09318868397661688,0.17666666666666667,0.07333333333333333,0.2158273381294964,0.02666666666666667,0,0,16.16,18.56
uav0000150_02310_v,9,300,300,0.06650598171148374,0.11333333333333333,0.056666666666666664,0.09,0.0,0,0,16.1,18.64
uav0000150_02310_v,103,300,298,0.022318604409009343,0.053691275167785234,0.003355704697986577,1.0,0.0,1,0,16.0,18.75
uav0000161_00000_v,0,300,300,0.7083886610711283,1.0,0.9966666666666667,1.0,0.0,0,0,13.78,21.76
uav0000161_00000_v,211,300,237,0.6041361544572097,1.0,0.8607594936708861,1.0,0.0,1,0,13.09,22.91
uav0000182_00000_v,127,300,300,0.6082196548350117,0.9533333333333334,0.84,0.9732441471571907,0.0,0,0,13.31,22.55
uav0000182_00000_v,113,266,217,0.7902110712252572,1.0,1.0,1.0,0.0,1,1,11.81,22.52
uav0000188_00000_v,3,260,260,0.6736341323606658,1.0,0.9846153846153847,1.0,0.0,0,0,11.1,23.42
uav0000188_00000_v,68,260,140,0.20672442005568564,0.5142857142857142,0.03571428571428571,0.7662337662337663,0.32857142857142857,1,0,11.29,23.04
uav0000201_00000_v,1,300,300,0.4955337111260466,0.8933333333333333,0.55,0.9598540145985401,0.08,0,0,13.14,22.83
uav0000201_00000_v,73,300,226,0.4871359613140453,0.8495575221238938,0.6415929203539823,0.9948186528497409,0.1415929203539823,2,0,13.01,23.06
uav0000218_00001_v,14,220,220,0.6482134192329265,1.0,1.0,1.0,0.0,0,0,9.72,22.63
uav0000218_00001_v,13,203,136,0.8373760781257101,0.9852941176470589,0.9705882352941176,1.0,0.0,1,1,9.1,22.3
uav0000222_03150_v,30,300,300,0.7055100529422988,0.95,0.94,0.9965277777777778,0.0,0,0,13.68,21.93
uav0000222_03150_v,26,300,202,0.7397098787604602,0.9306930693069307,0.8712871287128713,1.0,0.009900990099009901,1,1,13.79,21.76
uav0000239_03720_v,71,300,300,0.8386843626017924,1.0,1.0,1.0,0.0,0,0,13.23,22.68
uav0000239_03720_v,75,300,69,0.7574340116102475,0.9710144927536232,0.8840579710144928,0.9264705882352942,0.0,1,0,13.17,22.79
uav0000239_12336_v,72,300,300,0.7914707038173189,1.0,1.0,1.0,0.0,0,0,13.32,22.53
uav0000239_12336_v,87,157,95,0.11671863648491218,0.18947368421052632,0.18947368421052632,0.2465753424657534,0.2,1,0,7.1,22.1
uav0000243_00001_v,25,300,300,0.7045984572372639,0.9566666666666667,0.8966666666666666,0.9666666666666667,0.0,0,0,13.25,22.65
uav0000243_00001_v,158,300,300,0.7815888832068367,0.9666666666666667,0.95,1.0,0.0,0,0,13.28,22.6
uav0000244_01440_v,125,300,300,0.7205742388107251,1.0,1.0,1.0,0.0,0,0,16.11,18.62
uav0000244_01440_v,100,300,259,0.3221802638680572,0.4555984555984556,0.42857142857142855,0.6336206896551724,0.0,1,0,15.96,18.8
uav0000248_00001_v,2,300,300,0.7764364830668906,1.0,1.0,1.0,0.0,0,0,15.82,18.96
uav0000248_00001_v,91,300,300,0.795207291517969,1.0,1.0,1.0,0.0,0,0,15.95,18.81
uav0000249_00001_v,145,300,300,0.6441404521388111,1.0,0.9233333333333333,1.0,0.0,0,0,15.33,19.57
uav0000249_00001_v,125,300,294,0.34426258267573695,0.5476190476190477,0.3673469387755102,0.6712328767123288,0.0,1,0,13.17,22.78
uav0000249_02688_v,13,244,244,0.7466163624186779,1.0,0.9713114754098361,1.0,0.0,0,0,10.46,23.33
uav0000249_02688_v,14,210,202,0.6825508550148243,1.0,0.9455445544554455,1.0,0.0,1,1,9.08,23.12
uav0000263_03289_v,37,300,300,0.8578265410601977,0.9966666666666667,0.9933333333333333,1.0,0.0,0,0,13.2,22.73
uav0000263_03289_v,17,300,300,0.6616969730445812,1.0,0.88,1.0,0.0,0,0,13.37,22.44
uav0000264_02760_v,4,300,300,0.6861318639940144,1.0,0.98,1.0,0.0,0,0,13.63,22.01
uav0000264_02760_v,39,300,292,0.028222729937777982,0.0410958904109589,0.0,0.05,0.0273972602739726,1,0,13.66,21.96
uav0000266_03598_v,13,300,300,0.8001706328433901,1.0,1.0,1.0,0.0,0,0,13.91,21.57
uav0000266_03598_v,18,300,161,2.2183077707976807e-05,0.0,0.0,,0.9937888198757764,1,0,13.91,21.57
uav0000266_04830_v,0,116,116,0.5360725061715006,0.7931034482758621,0.6551724137931034,1.0,0.0,0,0,5.45,21.27
uav0000266_04830_v,3,116,116,0.6384517558071036,1.0,0.9137931034482759,0.7672413793103449,0.0,0,0,5.41,21.46
uav0000268_05773_v,8,300,300,0.611353928936312,1.0,0.95,0.9733333333333334,0.0,0,0,13.61,22.04
uav0000268_05773_v,31,300,149,0.000801003616663586,0.0,0.0,0.0,0.013422818791946308,1,0,13.68,21.93
uav0000270_00001_v,9,300,300,0.6307785072514759,1.0,0.9566666666666667,1.0,0.0,0,0,13.62,22.02
uav0000270_00001_v,35,300,288,0.7660216509091113,0.9965277777777778,0.9930555555555556,1.0,0.0,1,1,13.56,22.12
uav0000273_00001_v,35,300,300,0.0771171343989882,0.14333333333333334,0.06,0.19491525423728814,0.0,0,0,13.32,22.52
uav0000273_00001_v,18,300,56,0.6480692311478826,0.9464285714285714,0.8571428571428571,1.0,0.0,1,0,13.48,22.25
uav0000278_00001_v,203,300,300,0.24746545913111107,0.39666666666666667,0.22333333333333333,0.5752508361204013,0.0,0,0,15.92,18.85
uav0000278_00001_v,184,300,280,0.7295038958194033,1.0,0.9857142857142858,1.0,0.0,1,1,15.92,18.84
uav0000279_00001_v,22,300,300,0.06124826842710944,0.09,0.07,0.09666666666666666,0.0,0,0,16.07,18.66
uav0000279_00001_v,167,300,242,0.26744322591090347,0.45041322314049587,0.33884297520661155,0.44214876033057854,0.0,1,0,15.97,18.79
uav0000281_00460_v,10,300,300,0.7183168910825519,1.0,0.9933333333333333,1.0,0.0,0,0,15.77,19.03
uav0000281_00460_v,76,300,223,0.7586912006441876,1.0,0.9730941704035875,0.9955156950672646,0.0,1,1,15.73,19.07
uav0000288_00001_v,32,300,300,0.7987055415192423,1.0,0.96,1.0,0.0,0,0,15.85,18.92
uav0000288_00001_v,29,300,300,0.19741243389669344,0.36,0.14333333333333334,0.3333333333333333,0.0,0,0,15.95,18.81
uav0000289_00001_v,25,300,286,0.2766161251926739,0.38461538461538464,0.23076923076923078,0.656140350877193,0.0,2,0,15.92,18.84
uav0000289_00001_v,61,300,300,0.23101852685971005,0.3333333333333333,0.13,0.9753694581280788,0.0,0,0,15.86,18.91
uav0000289_06922_v,73,196,161,0.39546706627350414,0.6956521739130435,0.515527950310559,1.0,0.30434782608695654,1,0,9.92,19.75
uav0000289_06922_v,40,179,142,0.37396431423377274,0.5,0.45774647887323944,1.0,0.5,1,0,8.82,20.3
uav0000295_02300_v,407,300,300,0.8092745984185898,1.0,1.0,1.0,0.0,0,0,16.94,17.71
uav0000295_02300_v,509,300,288,0.37185964270583743,0.6666666666666666,0.4479166666666667,0.8369098712446352,0.013888888888888888,1,0,16.12,18.61
uav0000297_00000_v,1,146,146,0.716938084603105,1.0,0.952054794520548,1.0,0.0,0,0,8.03,18.18
uav0000297_00000_v,189,146,115,0.6902610470591133,0.8695652173913043,0.8347826086956521,0.8695652173913043,0.0,1,0,7.63,19.15
uav0000297_02761_v,33,300,300,0.6281745532152188,0.9633333333333334,0.9,0.9466666666666667,0.0,0,0,14.54,20.64
uav0000297_02761_v,113,300,216,0.8320569692373995,1.0,1.0,1.0,0.0,1,0,13.16,22.8
uav0000300_00000_v,33,300,300,0.5475061271129247,0.9366666666666666,0.6866666666666666,0.5288135593220339,0.013333333333333334,0,0,13.8,21.74
uav0000300_00000_v,125,300,296,0.5521121517985319,0.847972972972973,0.7263513513513513,0.9006849315068494,0.013513513513513514,1,0,13.82,21.71
uav0000305_00000_v,21,184,184,0.5391867047967064,1.0,0.6521739130434783,1.0,0.0,0,0,8.21,22.4
uav0000305_00000_v,69,184,177,0.8000956356363635,0.9943502824858758,0.9943502824858758,1.0,0.0,1,0,8.18,22.5
uav0000306_00230_v,72,300,300,0.5283297893782352,0.9766666666666667,0.65,1.0,0.0,0,0,13.21,22.71
uav0000306_00230_v,99,300,100,0.7564941439266099,1.0,1.0,1.0,0.0,1,0,13.25,22.64
uav0000307_00000_v,48,300,300,0.5425895214344462,1.0,0.63,1.0,0.0,0,0,13.86,21.65
uav0000307_00000_v,4,300,115,0.7442690550958837,1.0,1.0,1.0,0.0,1,0,13.96,21.5
uav0000308_00000_v,2,230,230,0.012927374957296676,0.021739130434782608,0.013043478260869565,1.0,0.5478260869565217,0,0,10.36,22.2
uav0000308_00000_v,25,230,230,0.8822836078762865,0.9956521739130435,0.9956521739130435,1.0,0.0,0,0,10.47,21.98
uav0000308_01380_v,8,185,185,0.6190015991212637,1.0,0.9027027027027027,1.0,0.0,0,0,8.25,22.41
uav0000308_01380_v,32,185,175,0.38527001156312596,0.8571428571428571,0.2857142857142857,0.43023255813953487,0.005714285714285714,1,0,8.27,22.37
uav0000309_00000_v,24,300,300,0.47542404659634985,0.9166666666666666,0.5133333333333333,0.6245733788395904,0.023333333333333334,0,0,13.61,22.04
uav0000309_00000_v,191,300,244,0.604112413653651,0.9590163934426229,0.7540983606557377,1.0,0.0,1,0,13.71,21.88
uav0000315_00000_v,124,300,300,0.6172769509135714,0.9833333333333333,0.88,1.0,0.0,0,0,13.6,22.06
uav0000315_00000_v,123,300,245,0.35270478520757553,0.4530612244897959,0.4489795918367347,1.0,0.5428571428571428,1,0,13.74,21.83
uav0000316_01288_v,3,127,127,0.5906571651646061,1.0,0.9133858267716536,0.4251968503937008,0.0,0,0,5.75,22.11
uav0000316_01288_v,4,127,127,0.3586638524843971,0.5590551181102362,0.33858267716535434,0.25196850393700787,0.0,0,0,5.72,22.19
uav0000323_01173_v,38,300,300,0.6746827137045678,1.0,0.9933333333333333,1.0,0.0,0,0,16.16,18.56
uav0000323_01173_v,9,300,272,0.4534621145398668,0.7573529411764706,0.5477941176470589,0.524,0.003676470588235294,1,0,16.25,18.46
uav0000326_01035_v,32,300,300,0.8002526499494823,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.0,0,0,16.27,18.44
uav0000326_01035_v,16,300,300,0.4209348938973962,0.9533333333333334,0.22666666666666666,1.0,0.0,0,0,16.28,18.43
uav0000329_04715_v,11,196,196,0.8582624504966796,1.0,1.0,1.0,0.0,0,0,10.25,19.12
uav0000329_04715_v,14,196,196,0.8385759601947006,1.0,1.0,1.0,0.0,0,0,10.28,19.07
uav0000339_00001_v,4,275,275,0.7594552792816117,0.9890909090909091,0.8872727272727273,1.0,0.0,0,0,14.55,18.9
uav0000339_00001_v,49,275,272,0.49560121328538287,0.9963235294117647,0.4742647058823529,1.0,0.0,1,0,14.34,19.18
uav0000342_04692_v,2,277,277,0.8183388857117389,0.8953068592057761,0.8736462093862816,0.9889705882352942,0.0,0,0,14.56,19.03
uav0000342_04692_v,0,277,210,0.9232056498135375,0.9809523809523809,0.9809523809523809,0.9952153110047847,0.0,1,1,14.67,18.88
uav0000352_05980_v,9,196,196,0.9257959343341791,0.9897959183673469,0.9897959183673469,1.0,0.0,0,0,10.24,19.14
uav0000352_05980_v,47,196,191,0.11714228622154846,0.2094240837696335,0.13612565445026178,0.33884297520661155,0.3507853403141361,1,0,10.26,19.11
uav0000355_00001_v,46,300,300,0.2471497768563856,0.4533333333333333,0.22,0.4633333333333333,0.0,0,0,15.24,19.69
uav0000355_00001_v,58,300,264,0.6309576620101206,0.9621212121212122,0.8371212121212122,0.8863636363636364,0.0,1,1,16.05,18.69
uav0000357_00920_v,99,300,300,0.9318796533042899,1.0,1.0,1.0,0.0,0,0,15.98,18.78
uav0000357_00920_v,156,300,261,0.8090055934900481,1.0,0.9501915708812261,1.0,0.0,1,0,15.94,18.82
uav0000360_00001_v,89,300,300,0.719435470089965,0.9233333333333333,0.8833333333333333,1.0,0.0,0,0,16.03,18.71
uav0000360_00001_v,102,300,295,0.6370090858515214,1.0,0.864406779661017,0.8983050847457628,0.0,1,1,15.9,18.87
uav0000361_02323_v,4,219,219,0.6223168101484535,0.9954337899543378,0.821917808219178,0.8127853881278538,0.0,0,0,12.14,18.04
uav0000361_02323_v,48,219,192,0.5872513177652063,0.9635416666666666,0.828125,0.9895287958115183,0.005208333333333333,1,0,11.5,19.04
uav0000363_00001_v,23,300,300,0.5430615003193334,0.99,0.64,0.98,0.0,0,0,14.94,20.08
uav0000363_00001_v,40,300,300,0.6769098578493407,1.0,0.9933333333333333,1.0,0.0,0,0,15.61,19.22
uav0000366_00001_v,0,296,296,0.6611913799794785,1.0,0.8716216216216216,0.9256756756756757,0.0,0,0,15.76,18.78
uav0000366_00001_v,39,296,224,0.5360111516028837,0.8526785714285714,0.7008928571428571,0.9488372093023256,0.004464285714285714,1,0,15.53,19.07
uav0000370_00001_v,0,265,265,0.4042712278429976,0.5811320754716981,0.539622641509434,1.0,0.3660377358490566,0,0,11.19,23.67
uav0000370_00001_v,4,265,265,0.6235949064819697,0.9584905660377359,0.8905660377358491,1.0,0.026415094339622643,0,0,11.19,23.69
