epoch,global_step,loss,lr,elapsed_s
1,1,2.121834,1.00e-04,2.7
1,51,2.017975,1.00e-04,81.9
1,101,1.382223,9.99e-05,162.1
1,151,1.411521,9.99e-05,242.5
1,201,1.421805,9.97e-05,325.0
1,251,1.335056,9.96e-05,406.1
1,301,1.124342,9.94e-05,489.8
1,351,1.190094,9.92e-05,572.6
1,401,1.169282,9.90e-05,655.3
1,451,1.427570,9.87e-05,739.4
1,501,1.248473,9.84e-05,821.3
1,551,1.326991,9.81e-05,902.3
1,601,1.018728,9.77e-05,983.3
1,651,1.252326,9.73e-05,1064.9
1,701,1.114519,9.69e-05,1145.9
1,751,1.271175,9.64e-05,1227.1
1,801,1.199522,9.59e-05,1307.8
1,851,1.227068,9.54e-05,1388.8
1,901,1.046453,9.49e-05,1469.8
1,951,1.250868,9.43e-05,1551.2
1,1001,1.122589,9.36e-05,1632.6
1,1051,1.330875,9.30e-05,1713.7
1,1101,1.381824,9.24e-05,1794.3
1,1151,1.082649,9.17e-05,1874.9
1,1201,0.907240,9.09e-05,1955.6
1,1251,1.084272,9.02e-05,2036.7
1,1301,1.229413,8.94e-05,2117.5
1,1351,1.129074,8.87e-05,2198.3
1,1401,1.173065,8.78e-05,2279.0
1,1451,1.201522,8.69e-05,2360.1
1,1501,1.140728,8.61e-05,2440.8
1,1551,1.186557,8.52e-05,2521.8
1,1601,0.997850,8.42e-05,2602.5
1,1651,1.046098,8.33e-05,2683.4
1,1701,1.305317,8.24e-05,2764.0
1,1751,0.985068,8.14e-05,2845.0
1,1801,1.475048,8.03e-05,2925.9
1,1851,1.180643,7.93e-05,3007.1
1,1901,0.869093,7.83e-05,3087.9
1,1951,0.987035,7.73e-05,3168.4
1,2001,1.100826,7.61e-05,3249.3
1,2051,1.105193,7.49e-05,3328.4
2,2052,0.952284,7.49e-05,3515.2
2,2102,0.941365,7.38e-05,3597.2
2,2152,0.741664,7.27e-05,3678.6
2,2202,1.166335,7.16e-05,3760.0
2,2252,0.858203,7.03e-05,3841.3
2,2302,1.047340,6.92e-05,3922.7
2,2352,1.087649,6.81e-05,4004.2
2,2402,0.985537,6.69e-05,4086.3
2,2452,0.916453,6.56e-05,4167.8
2,2502,1.012350,6.44e-05,4249.2
2,2552,1.052255,6.32e-05,4330.5
2,2602,1.581184,6.20e-05,4411.8
2,2652,0.954210,6.06e-05,4493.3
2,2702,1.085595,5.94e-05,4575.1
2,2752,1.001851,5.82e-05,4656.8
2,2802,0.999737,5.70e-05,4738.4
2,2852,0.982484,5.56e-05,4819.9
2,2902,0.992542,5.44e-05,4901.5
2,2952,1.080130,5.32e-05,4983.4
2,3002,0.908896,5.19e-05,5065.0
2,3052,0.978953,5.05e-05,5146.5
2,3102,0.900560,4.93e-05,5227.1
2,3152,0.993040,4.81e-05,5308.2
2,3202,0.982993,4.68e-05,5389.3
2,3252,1.154910,4.54e-05,5470.3
2,3302,0.984083,4.42e-05,5552.3
2,3352,0.908454,4.30e-05,5633.8
2,3402,1.014205,4.18e-05,5715.4
2,3452,0.926526,4.04e-05,5797.0
2,3502,0.944694,3.92e-05,5878.8
2,3552,0.928719,3.80e-05,5960.2
2,3602,1.017580,3.68e-05,6041.8
2,3652,0.760018,3.54e-05,6123.2
2,3702,0.978555,3.42e-05,6204.6
2,3752,0.851339,3.31e-05,6285.8
2,3802,0.946519,3.19e-05,6367.1
2,3852,0.963160,3.06e-05,6448.6
2,3902,1.072220,2.95e-05,6530.5
2,3952,0.850410,2.84e-05,6611.7
2,4002,0.902170,2.73e-05,6692.9
2,4052,0.959283,2.60e-05,6774.5
2,4102,0.746014,2.48e-05,6854.2
3,4103,0.795002,2.48e-05,7038.7
3,4153,0.870572,2.37e-05,7120.3
3,4203,0.827693,2.27e-05,7201.6
3,4253,0.836844,2.17e-05,7283.1
3,4303,0.850295,2.05e-05,7364.8
3,4353,1.031605,1.95e-05,7446.2
3,4403,1.023011,1.86e-05,7527.7
3,4453,0.915981,1.76e-05,7609.7
3,4503,0.934925,1.65e-05,7691.0
3,4553,1.159319,1.56e-05,7772.0
3,4603,0.895204,1.48e-05,7852.9
3,4653,1.120853,1.39e-05,7933.7
3,4703,1.221859,1.29e-05,8014.7
3,4753,0.973301,1.21e-05,8096.1
3,4803,1.218498,1.13e-05,8177.2
3,4853,0.941920,1.06e-05,8257.9
3,4903,0.713646,9.69e-06,8338.9
3,4953,0.944920,8.98e-06,8420.0
3,5003,0.979894,8.29e-06,8501.0
3,5053,1.055339,7.63e-06,8582.6
3,5103,1.038646,6.89e-06,8663.8
3,5153,0.875616,6.28e-06,8745.0
3,5203,0.961026,5.70e-06,8826.1
3,5253,0.729100,5.14e-06,8907.2
3,5303,1.004826,4.53e-06,8988.2
3,5353,0.945375,4.03e-06,9069.8
3,5403,0.999979,3.57e-06,9150.7
3,5453,0.888822,3.12e-06,9232.3
3,5503,1.177037,2.65e-06,9313.6
3,5553,0.986901,2.27e-06,9394.7
3,5603,0.903094,1.92e-06,9476.3
3,5653,0.947541,1.60e-06,9557.7
3,5703,0.790446,1.26e-06,9639.2
3,5753,0.882642,9.98e-07,9720.5
3,5803,0.738612,7.69e-07,9801.9
3,5853,1.186358,5.70e-07,9883.3
3,5903,1.124000,3.75e-07,9964.6
3,5953,1.194518,2.40e-07,10046.6
3,6003,0.973460,1.35e-07,10127.7
3,6053,0.951463,6.01e-08,10209.0
3,6103,0.782511,1.04e-08,10290.2
3,6153,0.903142,1.67e-09,10369.9
