epoch,global_step,loss,lr,elapsed_s
1,1,2.908196,4.00e-04,2.0
1,51,0.901253,4.00e-04,98.8
1,101,1.433384,4.00e-04,192.5
1,151,1.124507,3.99e-04,287.6
1,201,0.888255,3.99e-04,383.5
1,251,0.886170,3.98e-04,478.1
1,301,1.304541,3.98e-04,574.4
1,351,0.628039,3.97e-04,671.1
1,401,0.922386,3.96e-04,767.8
1,451,0.771812,3.95e-04,864.9
1,501,0.701724,3.94e-04,959.3
1,551,0.766560,3.92e-04,1056.1
1,601,0.545452,3.91e-04,1151.7
1,651,0.343413,3.89e-04,1247.5
1,701,0.795668,3.88e-04,1343.3
1,751,0.595874,3.86e-04,1440.0
1,801,0.766779,3.84e-04,1536.5
1,851,0.918057,3.82e-04,1630.1
1,901,0.560921,3.79e-04,1726.4
1,951,0.845330,3.77e-04,1823.5
1,1001,0.882029,3.74e-04,1918.8
1,1051,0.481123,3.72e-04,2014.8
1,1101,0.543989,3.69e-04,2109.6
1,1151,0.707609,3.67e-04,2204.5
1,1201,1.131273,3.64e-04,2300.3
1,1251,0.270921,3.61e-04,2397.6
1,1301,0.331269,3.58e-04,2494.9
1,1351,0.961685,3.55e-04,2588.9
1,1401,0.329767,3.51e-04,2681.3
1,1451,0.639095,3.48e-04,2775.2
1,1501,0.680668,3.44e-04,2872.3
1,1551,0.550523,3.41e-04,2968.5
1,1601,0.381218,3.37e-04,3064.1
1,1651,0.350662,3.33e-04,3161.2
1,1701,0.338211,3.30e-04,3258.6
1,1751,0.921679,3.26e-04,3353.3
1,1801,1.523269,3.21e-04,3449.1
1,1851,0.481859,3.17e-04,3546.6
1,1901,0.290637,3.13e-04,3643.4
1,1951,0.538473,3.09e-04,3738.6
1,2001,0.373951,3.04e-04,3835.1
1,2051,0.771308,3.00e-04,3931.0
2,2052,0.411977,3.00e-04,4128.9
2,2102,0.861700,2.95e-04,4227.1
2,2152,0.243679,2.91e-04,4322.3
2,2202,0.823092,2.87e-04,4419.7
2,2252,0.782616,2.81e-04,4516.4
2,2302,0.613801,2.77e-04,4612.4
2,2352,0.357725,2.72e-04,4710.0
2,2402,0.256052,2.68e-04,4806.9
2,2452,0.692889,2.62e-04,4903.5
2,2502,0.746892,2.58e-04,4998.5
2,2552,0.369316,2.53e-04,5095.2
2,2602,0.169508,2.48e-04,5191.0
2,2652,0.260634,2.43e-04,5288.7
2,2702,0.219023,2.38e-04,5387.9
2,2752,0.131275,2.33e-04,5484.0
2,2802,0.545582,2.28e-04,5580.2
2,2852,0.437029,2.22e-04,5676.6
2,2902,0.334391,2.18e-04,5774.0
2,2952,0.908892,2.13e-04,5869.4
2,3002,0.440896,2.08e-04,5965.5
2,3052,0.322990,2.02e-04,6062.8
2,3102,0.341083,1.97e-04,6160.4
2,3152,0.567880,1.92e-04,6257.2
2,3202,0.348188,1.87e-04,6352.7
2,3252,0.496750,1.82e-04,6448.4
2,3302,0.327483,1.77e-04,6544.6
2,3352,0.201425,1.72e-04,6642.2
2,3402,0.369672,1.67e-04,6737.1
2,3452,0.188181,1.61e-04,6833.5
2,3502,0.473926,1.57e-04,6928.3
2,3552,0.174443,1.52e-04,7026.5
2,3602,0.676564,1.47e-04,7121.9
2,3652,0.208398,1.42e-04,7216.7
2,3702,0.338559,1.37e-04,7312.7
2,3752,0.258187,1.32e-04,7409.3
2,3802,0.670319,1.28e-04,7504.3
2,3852,0.621010,1.22e-04,7599.4
2,3902,0.453307,1.18e-04,7695.0
2,3952,0.934101,1.13e-04,7791.3
2,4002,0.455487,1.09e-04,7888.2
2,4052,0.270886,1.04e-04,7983.9
2,4102,0.177053,9.91e-05,8080.1
3,4103,0.746172,9.91e-05,8277.8
3,4153,0.062171,9.49e-05,8373.1
3,4203,0.224577,9.07e-05,8468.3
3,4253,0.077608,8.66e-05,8564.7
3,4303,0.159398,8.20e-05,8660.7
3,4353,0.080227,7.81e-05,8756.9
3,4403,0.298691,7.42e-05,8852.2
3,4453,0.233022,7.04e-05,8950.0
3,4503,0.083731,6.61e-05,9046.5
3,4553,0.429115,6.25e-05,9143.8
3,4603,0.144798,5.90e-05,9240.5
3,4653,0.171770,5.56e-05,9338.1
3,4703,0.308180,5.17e-05,9434.1
3,4753,0.161991,4.84e-05,9530.4
3,4803,0.166807,4.53e-05,9627.2
3,4853,0.025276,4.22e-05,9721.6
3,4903,0.083882,3.88e-05,9815.7
3,4953,1.084429,3.59e-05,9911.1
3,5003,0.851726,3.32e-05,10006.1
3,5053,0.214394,3.05e-05,10102.7
3,5103,0.048080,2.75e-05,10197.6
3,5153,0.373122,2.51e-05,10294.5
3,5203,0.072233,2.28e-05,10389.9
3,5253,0.042296,2.06e-05,10487.1
3,5303,0.171734,1.81e-05,10585.2
3,5353,0.151649,1.61e-05,10682.9
3,5403,0.180209,1.43e-05,10778.3
3,5453,0.073029,1.25e-05,10870.1
3,5503,0.355298,1.06e-05,10963.6
3,5553,0.119481,9.07e-06,11059.2
3,5603,0.035290,7.67e-06,11154.1
3,5653,0.090725,6.38e-06,11249.4
3,5703,0.179279,5.03e-06,11346.2
3,5753,0.012103,3.99e-06,11440.0
3,5803,0.384025,3.08e-06,11534.7
3,5853,0.165929,2.28e-06,11630.2
3,5903,0.121526,1.50e-06,11725.5
3,5953,0.103291,9.61e-07,11819.3
3,6003,0.123989,5.41e-07,11915.4
3,6053,0.444891,2.40e-07,12020.6
3,6103,0.122422,4.17e-08,12114.9
3,6153,0.420085,6.68e-09,12209.0
