epoch,global_step,loss,lr,elapsed_s
1,1,3.009333,4.00e-04,1.4
1,51,1.291917,4.00e-04,73.4
1,101,1.267546,4.00e-04,143.3
1,151,1.179712,3.99e-04,213.7
1,201,1.264462,3.99e-04,284.0
1,251,1.291053,3.98e-04,354.1
1,301,1.144521,3.98e-04,424.6
1,351,1.346803,3.97e-04,495.3
1,401,1.026481,3.96e-04,565.5
1,451,1.240850,3.95e-04,635.9
1,501,1.268137,3.94e-04,706.3
1,551,1.065230,3.92e-04,776.6
1,601,1.260343,3.91e-04,846.9
1,651,1.165731,3.89e-04,917.7
1,701,1.209739,3.88e-04,987.9
1,751,1.303662,3.86e-04,1058.2
1,801,1.122953,3.84e-04,1128.4
1,851,1.471016,3.82e-04,1198.7
1,901,1.233998,3.79e-04,1269.1
1,951,1.127567,3.77e-04,1339.5
1,1001,1.244547,3.74e-04,1409.8
1,1051,1.209389,3.72e-04,1480.0
1,1101,1.310752,3.69e-04,1550.5
1,1151,1.227545,3.67e-04,1620.9
1,1201,0.981846,3.64e-04,1691.2
1,1251,1.403336,3.61e-04,1761.9
1,1301,1.079288,3.58e-04,1832.4
1,1351,1.141954,3.55e-04,1902.8
1,1401,1.276938,3.51e-04,1973.1
1,1451,1.067443,3.48e-04,2043.1
1,1501,0.999412,3.44e-04,2113.3
1,1551,0.887422,3.41e-04,2184.0
1,1601,1.228418,3.37e-04,2254.1
1,1651,1.186970,3.33e-04,2324.2
1,1701,0.982210,3.30e-04,2394.3
1,1751,1.043360,3.26e-04,2464.3
1,1801,1.061030,3.21e-04,2534.4
1,1851,1.191946,3.17e-04,2604.8
1,1901,0.982220,3.13e-04,2674.8
1,1951,1.149794,3.09e-04,2745.0
1,2001,1.475908,3.04e-04,2815.2
1,2051,1.118431,3.00e-04,2884.6
2,2052,0.788412,3.00e-04,3033.8
2,2102,1.034059,2.95e-04,3105.2
2,2152,1.014650,2.91e-04,3174.6
2,2202,0.997872,2.87e-04,3244.7
2,2252,1.096915,2.81e-04,3314.8
2,2302,1.085709,2.77e-04,3384.8
2,2352,1.126633,2.72e-04,3454.9
2,2402,0.980805,2.68e-04,3525.2
2,2452,1.025820,2.62e-04,3595.3
2,2502,1.411782,2.58e-04,3665.3
2,2552,0.947944,2.53e-04,3735.5
2,2602,0.983228,2.48e-04,3806.7
2,2652,1.197617,2.43e-04,3878.1
2,2702,1.130547,2.38e-04,3949.7
2,2752,0.904472,2.33e-04,4021.2
2,2802,1.117055,2.28e-04,4092.8
2,2852,0.973033,2.22e-04,4164.3
2,2902,1.134098,2.18e-04,4235.8
2,2952,1.312867,2.13e-04,4307.4
2,3002,0.942251,2.08e-04,4379.2
2,3052,0.893682,2.02e-04,4451.0
2,3102,1.071897,1.97e-04,4523.0
2,3152,1.156729,1.92e-04,4594.8
2,3202,0.940266,1.87e-04,4666.5
2,3252,0.995799,1.82e-04,4738.4
2,3302,0.703381,1.77e-04,4810.6
2,3352,0.919732,1.72e-04,4882.3
2,3402,0.861427,1.67e-04,4954.0
2,3452,1.031746,1.61e-04,5025.7
2,3502,0.843735,1.57e-04,5097.7
2,3552,1.238996,1.52e-04,5169.7
2,3602,0.739296,1.47e-04,5241.9
2,3652,0.977290,1.42e-04,5313.8
2,3702,1.092196,1.37e-04,5385.9
2,3752,0.798533,1.32e-04,5457.8
2,3802,0.830751,1.28e-04,5529.5
2,3852,0.729819,1.22e-04,5601.6
2,3902,0.777939,1.18e-04,5673.9
2,3952,0.905572,1.13e-04,5746.0
2,4002,0.823182,1.09e-04,5818.0
2,4052,0.768307,1.04e-04,5890.0
2,4102,0.736938,9.91e-05,5961.5
3,4103,1.203899,9.91e-05,6111.0
3,4153,0.630592,9.49e-05,6186.0
3,4203,0.708566,9.07e-05,6258.2
3,4253,0.580135,8.66e-05,6330.0
3,4303,0.586130,8.20e-05,6402.3
3,4353,0.846929,7.81e-05,6474.4
3,4403,0.708642,7.42e-05,6546.4
3,4453,0.559962,7.04e-05,6618.9
3,4503,0.964884,6.61e-05,6691.0
3,4553,0.534179,6.25e-05,6763.2
3,4603,0.981559,5.90e-05,6835.3
3,4653,0.690099,5.56e-05,6907.2
3,4703,0.477658,5.17e-05,6979.4
3,4753,0.631047,4.84e-05,7051.8
3,4803,0.833459,4.53e-05,7123.9
3,4853,0.535961,4.22e-05,7195.9
3,4903,0.887989,3.88e-05,7267.9
3,4953,0.714253,3.59e-05,7340.0
3,5003,0.868662,3.32e-05,7412.1
3,5053,0.941442,3.05e-05,7484.5
3,5103,0.769591,2.75e-05,7556.6
3,5153,0.811873,2.51e-05,7628.8
3,5203,0.552310,2.28e-05,7700.9
3,5253,0.684012,2.06e-05,7773.0
3,5303,0.483257,1.81e-05,7844.9
3,5353,1.171848,1.61e-05,7917.2
3,5403,1.033538,1.43e-05,7989.3
3,5453,0.756002,1.25e-05,8061.4
3,5503,1.021678,1.06e-05,8133.5
3,5553,0.541435,9.07e-06,8205.7
3,5603,0.821341,7.67e-06,8277.7
3,5653,0.479606,6.38e-06,8350.0
3,5703,0.867400,5.03e-06,8421.9
3,5753,0.606703,3.99e-06,8493.9
3,5803,0.689767,3.08e-06,8565.7
3,5853,0.939497,2.28e-06,8637.7
3,5903,0.635812,1.50e-06,8709.7
3,5953,0.732392,9.61e-07,8782.0
3,6003,0.455512,5.41e-07,8853.9
3,6053,0.699807,2.40e-07,8926.2
3,6103,0.489444,4.17e-08,8998.4
3,6153,0.352641,6.68e-09,9069.9
