epoch,global_step,loss,lr,elapsed_s
1,1,2.263708,2.00e-04,0.5
1,51,1.508892,2.00e-04,53.2
1,101,1.135683,2.00e-04,107.5
1,151,0.986582,2.00e-04,153.0
1,201,1.279917,2.00e-04,195.1
1,251,0.976136,2.00e-04,241.9
1,301,0.939295,2.00e-04,292.8
1,351,0.860130,2.00e-04,345.2
1,401,1.090213,1.99e-04,394.0
1,451,1.144017,1.99e-04,438.5
1,501,0.889519,1.99e-04,489.5
1,551,1.016744,1.99e-04,540.5
1,601,1.001319,1.99e-04,589.4
1,651,1.167773,1.99e-04,635.2
1,701,0.971613,1.98e-04,678.6
1,751,0.952177,1.98e-04,725.1
1,801,1.063641,1.98e-04,777.5
1,851,1.140777,1.98e-04,822.2
1,901,0.950603,1.97e-04,873.5
1,951,1.043712,1.97e-04,921.4
1,1001,0.942571,1.97e-04,963.5
1,1051,0.734471,1.96e-04,1010.5
1,1101,0.874536,1.96e-04,1056.2
1,1151,0.758178,1.96e-04,1105.1
1,1201,0.858754,1.95e-04,1151.7
1,1251,0.797443,1.95e-04,1204.2
1,1301,1.016303,1.95e-04,1254.5
1,1351,0.745803,1.94e-04,1303.3
1,1401,1.436447,1.94e-04,1345.6
1,1451,1.135230,1.93e-04,1387.8
1,1501,0.960932,1.93e-04,1434.8
1,1551,0.806619,1.92e-04,1479.4
1,1601,0.963145,1.92e-04,1535.1
1,1651,0.571664,1.91e-04,1584.9
1,1701,0.710771,1.91e-04,1623.9
1,1751,0.735306,1.90e-04,1670.7
1,1801,0.641108,1.90e-04,1719.7
1,1851,0.876898,1.89e-04,1769.1
1,1901,1.166354,1.89e-04,1821.4
1,1951,0.798031,1.88e-04,1869.2
1,2001,0.819009,1.87e-04,1913.6
1,2051,0.750072,1.87e-04,1955.7
1,2101,0.848358,1.86e-04,2003.6
1,2151,0.736836,1.85e-04,2050.6
1,2201,0.835795,1.85e-04,2098.6
1,2251,1.006639,1.84e-04,2143.0
1,2301,0.806828,1.83e-04,2187.5
1,2351,0.867161,1.83e-04,2237.7
1,2401,0.842715,1.82e-04,2291.3
1,2451,0.668958,1.81e-04,2331.6
1,2501,0.780080,1.80e-04,2377.2
1,2551,0.925783,1.80e-04,2421.9
1,2601,0.901451,1.79e-04,2464.1
1,2651,1.028097,1.78e-04,2515.5
1,2701,1.201521,1.77e-04,2561.0
1,2751,0.955630,1.77e-04,2609.4
1,2801,0.704648,1.75e-04,2657.2
1,2851,0.888791,1.75e-04,2700.6
1,2901,1.158765,1.74e-04,2745.3
1,2951,0.850330,1.73e-04,2797.9
1,3001,1.121437,1.72e-04,2842.5
1,3051,0.957489,1.71e-04,2893.1
1,3101,0.954892,1.70e-04,2943.5
1,3151,1.032098,1.70e-04,2984.5
1,3201,0.930902,1.68e-04,3032.5
1,3251,0.898580,1.67e-04,3078.3
1,3301,1.184572,1.67e-04,3120.8
1,3351,0.851569,1.66e-04,3166.8
1,3401,0.830236,1.65e-04,3220.5
1,3451,0.921253,1.64e-04,3269.6
1,3501,0.770493,1.63e-04,3317.7
1,3551,0.754931,1.62e-04,3368.0
1,3601,0.777909,1.61e-04,3412.6
1,3651,0.616039,1.60e-04,3464.2
1,3701,0.703373,1.59e-04,3512.3
1,3751,0.840802,1.58e-04,3558.0
1,3801,0.986293,1.57e-04,3599.2
1,3851,0.929783,1.56e-04,3649.7
1,3901,0.742668,1.55e-04,3708.9
1,3951,1.020594,1.53e-04,3751.8
1,4001,0.658675,1.52e-04,3797.6
1,4051,0.743547,1.51e-04,3837.9
1,4101,1.045930,1.50e-04,3891.6
2,4102,0.778476,1.50e-04,4017.6
2,4152,0.557462,1.49e-04,4070.9
2,4202,0.685093,1.48e-04,4118.0
2,4252,0.810824,1.46e-04,4164.9
2,4302,0.607069,1.45e-04,4208.2
2,4352,1.949791,1.44e-04,4257.0
2,4402,0.719932,1.43e-04,4297.0
2,4452,0.672688,1.42e-04,4348.6
2,4502,0.716997,1.41e-04,4392.1
2,4552,0.485713,1.39e-04,4439.8
2,4602,0.926943,1.38e-04,4487.5
2,4652,1.081751,1.37e-04,4533.4
2,4702,0.670825,1.36e-04,4577.9
2,4752,0.370343,1.35e-04,4631.9
2,4802,0.817399,1.34e-04,4681.0
2,4852,0.486567,1.33e-04,4730.0
2,4902,0.625728,1.31e-04,4774.7
2,4952,0.709744,1.30e-04,4826.2
2,5002,0.799804,1.29e-04,4873.0
2,5052,0.959812,1.27e-04,4917.8
2,5102,0.606577,1.26e-04,4957.0
2,5152,0.748123,1.25e-04,5014.1
2,5202,0.897150,1.24e-04,5059.9
2,5252,0.579672,1.23e-04,5110.2
2,5302,0.679649,1.21e-04,5151.7
2,5352,0.667921,1.20e-04,5199.0
2,5402,0.775954,1.19e-04,5247.1
2,5452,0.931190,1.17e-04,5284.9
2,5502,0.382034,1.16e-04,5339.7
2,5552,1.026275,1.15e-04,5388.7
2,5602,0.765042,1.14e-04,5435.5
2,5652,0.762843,1.13e-04,5487.2
2,5702,0.600440,1.11e-04,5531.9
2,5752,0.834902,1.10e-04,5580.1
2,5802,1.015483,1.09e-04,5632.6
2,5852,1.208936,1.07e-04,5678.5
2,5902,1.341374,1.06e-04,5723.3
2,5952,0.514661,1.05e-04,5769.3
2,6002,0.909281,1.04e-04,5814.8
2,6052,0.564141,1.02e-04,5861.7
2,6102,0.660644,1.01e-04,5910.7
2,6152,0.836089,9.96e-05,5950.9
2,6202,0.551556,9.84e-05,5997.6
2,6252,0.804536,9.71e-05,6043.6
2,6302,0.713053,9.59e-05,6090.6
2,6352,0.884496,9.47e-05,6137.5
2,6402,1.061269,9.35e-05,6184.5
2,6452,0.692250,9.22e-05,6236.2
2,6502,0.566178,9.06e-05,6285.5
2,6552,0.627289,8.94e-05,6329.1
2,6602,0.876692,8.82e-05,6372.5
2,6652,1.098534,8.69e-05,6421.7
2,6702,1.091646,8.57e-05,6469.7
2,6752,0.876791,8.45e-05,6512.9
2,6802,0.697768,8.33e-05,6565.4
2,6852,0.691716,8.21e-05,6614.6
2,6902,1.172617,8.05e-05,6661.5
2,6952,0.746649,7.93e-05,6705.1
2,7002,1.357479,7.81e-05,6750.8
2,7052,0.764828,7.69e-05,6793.1
2,7102,1.037013,7.57e-05,6845.6
2,7152,0.961865,7.45e-05,6896.2
2,7202,0.710242,7.33e-05,6951.2
2,7252,0.581572,7.21e-05,7002.8
2,7302,0.845733,7.06e-05,7047.5
2,7352,1.190168,6.94e-05,7096.6
2,7402,0.642167,6.82e-05,7143.3
2,7452,0.933407,6.71e-05,7191.8
2,7502,0.623268,6.59e-05,7235.6
2,7552,0.594017,6.48e-05,7289.2
2,7602,0.444916,6.36e-05,7333.9
2,7652,0.680953,6.25e-05,7383.0
2,7702,0.908173,6.10e-05,7435.8
2,7752,0.778197,5.99e-05,7481.6
2,7802,0.653513,5.87e-05,7528.4
2,7852,0.561729,5.76e-05,7585.6
2,7902,0.922830,5.65e-05,7635.0
2,7952,0.555369,5.54e-05,7685.5
2,8002,0.764843,5.43e-05,7733.6
2,8052,0.531813,5.32e-05,7778.7
2,8102,0.572246,5.18e-05,7825.5
2,8152,0.686561,5.07e-05,7869.9
2,8202,1.139288,4.93e-05,7918.1
3,8203,0.885092,4.93e-05,8044.7
3,8253,0.563726,4.82e-05,8085.7
3,8303,0.828549,4.72e-05,8130.1
3,8353,0.726407,4.62e-05,8181.5
3,8403,0.718185,4.51e-05,8231.6
3,8453,0.745356,4.41e-05,8274.0
3,8503,0.691675,4.31e-05,8323.0
3,8553,0.638680,4.21e-05,8366.8
3,8603,0.431849,4.08e-05,8418.1
3,8653,0.574375,3.98e-05,8460.7
3,8703,0.738759,3.88e-05,8506.3
3,8753,1.456269,3.78e-05,8558.7
3,8803,0.669411,3.69e-05,8604.4
3,8853,0.480638,3.59e-05,8650.8
3,8903,0.304876,3.50e-05,8699.3
3,8953,1.125810,3.41e-05,8743.1
3,9003,0.341925,3.28e-05,8788.1
3,9053,0.834617,3.19e-05,8835.2
3,9103,0.866243,3.10e-05,8881.1
3,9153,1.279934,3.02e-05,8928.2
3,9203,0.924870,2.93e-05,8975.2
3,9253,0.824804,2.84e-05,9019.2
3,9303,0.568909,2.76e-05,9068.3
3,9353,0.637847,2.67e-05,9116.7
3,9403,0.359495,2.56e-05,9169.3
3,9453,0.458190,2.48e-05,9215.4
3,9503,0.358691,2.40e-05,9263.7
3,9553,0.903989,2.32e-05,9312.2
3,9603,0.661738,2.24e-05,9367.3
3,9653,1.012208,2.17e-05,9416.9
3,9703,0.410468,2.09e-05,9471.1
3,9753,1.035290,2.02e-05,9518.3
3,9803,1.183560,1.92e-05,9572.6
3,9853,0.549311,1.85e-05,9621.9
3,9903,0.402862,1.78e-05,9669.1
3,9953,0.444101,1.71e-05,9717.6
3,10003,0.639292,1.64e-05,9755.5
3,10053,0.482691,1.57e-05,9797.4
3,10103,0.886171,1.51e-05,9845.5
3,10153,0.561132,1.44e-05,9897.2
3,10203,1.006171,1.36e-05,9951.2
3,10253,0.558694,1.30e-05,9994.9
3,10303,0.451986,1.24e-05,10041.0
3,10353,0.555732,1.18e-05,10093.3
3,10403,0.597227,1.12e-05,10148.5
3,10453,0.751233,1.07e-05,10188.8
3,10503,0.392729,1.01e-05,10234.6
3,10553,0.384016,9.60e-06,10279.7
3,10603,0.485628,8.91e-06,10325.8
3,10653,0.519847,8.41e-06,10371.1
3,10703,0.485294,7.93e-06,10425.1
3,10753,0.369256,7.46e-06,10474.9
3,10803,0.418548,7.00e-06,10520.0
3,10853,0.953772,6.55e-06,10568.1
3,10903,0.704587,6.12e-06,10616.6
3,10953,0.627323,5.71e-06,10668.4
3,11003,0.345249,5.18e-06,10715.9
3,11053,1.264242,4.79e-06,10761.9
3,11103,0.880420,4.43e-06,10803.7
3,11153,0.745645,4.07e-06,10855.4
3,11203,1.104990,3.73e-06,10897.0
3,11253,0.176229,3.41e-06,10943.2
3,11303,0.643437,3.10e-06,10994.9
3,11353,0.671550,2.80e-06,11040.5
3,11403,1.018590,2.43e-06,11090.4
3,11453,0.539093,2.17e-06,11143.4
3,11503,0.378109,1.92e-06,11187.2
3,11553,0.833389,1.69e-06,11232.2
3,11603,0.461605,1.47e-06,11285.8
3,11653,0.435072,1.27e-06,11329.5
3,11703,0.679335,1.08e-06,11375.2
3,11753,1.210588,9.10e-07,11423.4
3,11803,0.531871,7.03e-07,11479.5
3,11853,0.664438,5.65e-07,11528.2
3,11903,0.739907,4.42e-07,11578.4
3,11953,1.441337,3.34e-07,11627.0
3,12003,0.474360,2.42e-07,11676.3
3,12053,0.802391,1.64e-07,11721.9
3,12103,0.636155,1.01e-07,11767.5
3,12153,0.720554,5.35e-08,11818.0
3,12203,0.655129,1.34e-08,11864.2
3,12253,0.411011,8.37e-10,11919.0
3,12303,1.261624,7.53e-09,11962.6
