t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,oracle_cx,oracle_cy,oracle_w,oracle_h,det_bbox_cx,det_bbox_cy,det_new,track_cx,track_cy,track_w,track_h,track_id,pix_err_vs_oracle,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.01,-0.01,-8.69,0.51,-0.01,0.00,320.0,208.1,127.6,255.2,320.0,208.1,1,320.0,208.1,127.6,255.2,1,0.0,0.638,0.000,0.0000,0.0
0.102,0.01,-0.01,-8.81,0.54,-0.01,0.00,324.1,207.1,125.9,251.7,320.0,208.1,0,320.0,208.1,127.6,255.2,1,4.2,0.638,0.000,0.0000,102.4
0.152,0.01,-0.01,-8.81,0.55,-0.01,0.00,324.2,206.3,125.9,251.7,320.0,208.1,0,320.0,208.1,127.6,255.2,1,4.6,0.638,0.000,0.0000,50.1
0.203,0.01,-0.01,-8.81,0.56,-0.01,0.00,324.3,205.5,125.9,251.7,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.0,0.638,0.000,0.0000,50.1
0.253,0.01,-0.01,-8.92,0.58,-0.01,0.00,324.3,205.1,124.2,248.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.2,0.638,0.000,0.0000,50.1
0.303,0.01,-0.01,-9.03,0.59,-0.01,0.00,324.3,204.7,122.8,245.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.4,0.638,0.000,0.0000,50.1
0.353,0.01,-0.01,-9.03,0.60,-0.01,0.00,324.4,204.0,122.8,245.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.0,0.638,0.000,0.0000,50.1
0.403,0.01,-0.01,-9.13,0.61,-0.01,0.00,324.4,203.9,121.5,242.9,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.1,0.638,0.000,0.0000,50.1
0.453,0.01,-0.01,-9.13,0.63,-0.01,0.00,324.5,203.1,121.5,242.9,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.7,0.638,0.000,0.0000,50.1
0.503,0.03,-0.01,-9.21,0.64,-0.01,0.00,324.5,203.4,120.3,240.6,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.5,0.638,0.000,0.0000,50.1
0.553,0.03,-0.01,-9.21,0.65,-0.01,0.00,324.6,202.7,120.3,240.6,320.0,208.1,0,320.0,208.1,127.6,255.2,1,7.1,0.638,0.000,0.0000,50.1
0.603,0.05,-0.01,-9.29,0.66,-0.01,0.00,324.6,203.5,119.3,238.6,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.5,0.638,0.000,0.0000,50.1
0.653,0.05,-0.01,-9.29,0.68,-0.01,0.00,324.7,202.8,119.3,238.6,320.0,208.1,0,320.0,208.1,127.6,255.2,1,7.1,0.638,0.000,0.0000,50.1
0.703,0.08,-0.02,-9.36,0.69,-0.01,0.00,324.8,204.0,118.4,236.8,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.3,0.638,0.000,0.0000,50.1
0.753,0.08,-0.02,-9.36,0.70,-0.01,0.00,324.8,203.3,118.4,236.8,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.8,0.638,0.000,0.0000,50.1
0.803,0.11,-0.02,-9.42,0.71,-0.01,0.00,324.9,204.9,117.7,235.4,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.9,0.638,0.000,0.0000,50.1
0.853,0.11,-0.02,-9.42,0.73,-0.01,0.00,325.0,204.2,117.7,235.4,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.4,0.638,0.000,0.0000,50.1
0.903,0.15,-0.03,-9.47,0.74,-0.01,0.00,325.1,206.0,117.1,234.2,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.5,0.638,0.000,0.0000,50.1
0.953,0.15,-0.03,-9.47,0.75,-0.01,0.00,325.2,205.3,117.1,234.2,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.9,0.638,0.000,0.0000,50.1
1.003,0.20,-0.03,-9.50,0.76,-0.01,0.00,325.2,207.4,116.7,233.3,325.3,204.6,1,325.3,204.6,117.1,234.2,2,2.8,0.707,0.105,0.0000,50.1
1.054,0.20,-0.03,-9.50,0.78,-0.01,0.00,325.3,206.7,116.7,233.3,325.3,204.6,0,320.0,208.1,127.6,255.2,1,5.5,0.638,0.000,0.0000,50.1
1.104,0.25,-0.04,-9.53,0.79,-0.01,0.00,325.4,209.0,116.3,232.7,325.3,204.6,0,320.0,208.1,127.6,255.2,1,5.5,0.638,0.000,0.0000,50.1
1.154,0.25,-0.04,-9.53,0.80,-0.01,0.00,325.5,208.3,116.3,232.7,325.3,204.6,0,320.0,208.1,127.6,255.2,1,5.5,0.638,0.000,0.0000,50.1
1.204,0.30,-0.04,-9.54,0.81,-0.01,0.00,325.6,210.7,116.2,232.3,325.3,204.6,0,320.0,208.1,127.6,255.2,1,6.2,0.638,0.000,0.0000,50.1
1.254,0.30,-0.04,-9.54,0.83,-0.01,0.00,325.7,210.0,116.2,232.3,325.3,204.6,0,320.0,208.1,127.6,255.2,1,6.0,0.638,0.000,0.0000,50.1
1.304,0.36,-0.05,-9.55,0.84,-0.01,0.00,325.7,212.6,116.1,232.1,325.3,204.6,0,320.0,208.1,127.6,255.2,1,7.2,0.638,0.000,0.0000,50.1
1.354,0.36,-0.05,-9.55,0.85,-0.01,0.00,325.8,211.8,116.1,232.1,325.3,204.6,0,320.0,208.1,127.6,255.2,1,6.9,0.638,0.000,0.0000,50.1
1.404,0.41,-0.06,-9.55,0.86,-0.01,0.00,325.8,214.5,116.1,232.1,325.3,204.6,0,320.0,208.1,127.6,255.2,1,8.7,0.638,0.000,0.0000,50.1
