t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,oracle_cx,oracle_cy,oracle_w,oracle_h,det_bbox_cx,det_bbox_cy,det_new,track_cx,track_cy,track_w,track_h,track_id,pix_err_vs_oracle,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.01,-0.01,-8.69,0.51,-0.01,0.00,320.0,208.1,127.6,255.2,320.0,208.1,1,320.0,208.1,127.6,255.2,1,0.0,0.638,0.000,0.0000,0.0
0.102,0.01,-0.01,-8.81,0.54,-0.01,0.00,324.1,207.1,125.8,251.7,320.0,208.1,0,320.0,208.1,127.6,255.2,1,4.2,0.638,0.000,0.0000,102.3
0.152,0.01,-0.01,-8.81,0.55,-0.01,0.00,324.2,206.3,125.8,251.7,320.0,208.1,0,320.0,208.1,127.6,255.2,1,4.6,0.638,0.000,0.0000,50.1
0.202,0.01,-0.01,-8.92,0.56,-0.01,0.00,324.2,205.9,124.2,248.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,4.7,0.638,0.000,0.0000,50.1
0.253,0.01,-0.01,-8.92,0.58,-0.01,0.00,324.3,205.1,124.2,248.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.2,0.638,0.000,0.0000,50.1
0.303,0.01,-0.01,-9.03,0.59,-0.01,0.00,324.3,204.8,122.8,245.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.4,0.638,0.000,0.0000,50.1
0.353,0.01,-0.01,-9.03,0.60,-0.01,0.00,324.4,204.0,122.8,245.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.0,0.638,0.000,0.0000,50.1
0.403,0.02,-0.01,-9.13,0.61,-0.01,0.00,324.3,203.9,121.4,242.9,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.1,0.638,0.000,0.0000,50.1
0.453,0.02,-0.01,-9.13,0.63,-0.01,0.00,324.4,203.1,121.4,242.9,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.7,0.638,0.000,0.0000,50.1
0.503,0.03,-0.01,-9.22,0.64,-0.01,0.00,324.4,203.4,120.3,240.6,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.4,0.638,0.000,0.0000,50.1
0.553,0.03,-0.01,-9.22,0.65,-0.01,0.00,324.5,202.7,120.3,240.6,320.0,208.1,0,320.0,208.1,127.6,255.2,1,7.1,0.638,0.000,0.0000,50.1
0.603,0.05,-0.01,-9.29,0.66,-0.01,0.00,324.6,203.5,119.3,238.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.5,0.638,0.000,0.0000,50.1
0.653,0.05,-0.01,-9.29,0.68,-0.01,0.00,324.6,202.7,119.3,238.5,320.0,208.1,0,320.0,208.1,127.6,255.2,1,7.1,0.638,0.000,0.0000,50.1
0.703,0.08,-0.02,-9.36,0.69,-0.01,0.00,324.7,203.9,118.4,236.8,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.3,0.638,0.000,0.0000,50.1
0.753,0.08,-0.02,-9.36,0.70,-0.01,0.00,324.8,203.2,118.4,236.8,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.8,0.638,0.000,0.0000,50.1
0.803,0.11,-0.02,-9.42,0.71,-0.01,0.00,324.8,204.8,117.7,235.4,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.8,0.638,0.000,0.0000,50.1
0.853,0.11,-0.02,-9.42,0.73,-0.01,0.00,324.9,204.1,117.7,235.4,320.0,208.1,0,320.0,208.1,127.6,255.2,1,6.4,0.638,0.000,0.0000,50.1
0.904,0.15,-0.03,-9.47,0.74,-0.01,0.00,325.0,205.9,117.1,234.2,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.4,0.638,0.000,0.0000,50.1
0.954,0.15,-0.03,-9.47,0.75,-0.01,0.00,325.1,205.2,117.1,234.2,320.0,208.1,0,320.0,208.1,127.6,255.2,1,5.8,0.638,0.000,0.0000,50.1
1.004,0.20,-0.03,-9.50,0.77,-0.01,0.00,325.1,207.3,116.6,233.3,325.2,204.5,1,325.1,204.5,117.1,234.2,1,2.8,0.709,0.103,0.0000,50.1
1.054,0.20,-0.03,-9.50,0.78,-0.01,0.00,325.2,206.6,116.6,233.3,325.2,204.5,0,325.4,204.4,116.6,233.1,1,2.2,0.713,0.108,0.0000,50.1
1.104,0.25,-0.04,-9.53,0.79,-0.01,0.00,325.3,208.9,116.3,232.6,325.2,204.5,0,325.7,204.2,116.0,232.0,1,4.7,0.717,0.114,0.0000,50.1
1.154,0.25,-0.04,-9.53,0.80,-0.01,0.00,325.4,208.1,116.3,232.6,325.2,204.5,0,326.0,204.0,115.5,230.9,1,4.2,0.720,0.119,0.0000,50.1
1.204,0.30,-0.04,-9.54,0.82,-0.01,0.00,325.4,210.5,116.1,232.3,325.2,204.5,0,326.2,203.8,114.9,229.8,1,6.8,0.724,0.124,0.0000,50.1
1.254,0.30,-0.04,-9.54,0.83,-0.01,0.00,325.5,209.8,116.1,232.3,325.2,204.5,0,326.5,203.6,114.4,228.8,1,6.3,0.728,0.130,0.0000,50.1
1.304,0.36,-0.05,-9.55,0.84,-0.01,0.00,325.5,212.4,116.1,232.1,325.2,204.5,0,326.8,203.4,113.8,227.7,1,9.1,0.732,0.135,0.0000,50.1
1.354,0.36,-0.05,-9.55,0.85,-0.01,0.00,325.6,211.7,116.1,232.1,325.2,204.5,0,327.0,203.2,113.3,226.6,1,8.6,0.735,0.140,0.0000,50.1
1.404,0.42,-0.05,-9.55,0.87,-0.01,0.00,325.5,214.4,116.0,232.1,325.2,204.5,0,327.3,203.0,112.7,225.5,1,11.5,0.739,0.146,0.0000,50.1
1.454,0.42,-0.05,-9.55,0.88,-0.01,0.00,325.6,213.7,116.0,232.1,325.2,204.5,0,327.6,202.9,112.2,224.4,1,11.0,0.743,0.151,0.0000,50.1
1.505,0.48,-0.06,-9.55,0.89,-0.01,0.00,325.3,216.6,116.1,232.1,325.2,204.5,0,327.8,202.7,111.6,223.3,1,14.1,0.747,0.157,0.0000,50.1
1.555,0.48,-0.06,-9.55,0.90,-0.01,0.00,325.4,215.9,116.1,232.1,325.2,204.5,0,328.1,202.5,111.1,222.2,1,13.6,0.750,0.162,0.0000,51.0
1.606,0.54,-0.06,-9.54,0.92,-0.01,0.00,325.1,218.9,116.1,232.3,325.2,204.5,0,328.4,202.3,110.6,221.1,1,16.9,0.754,0.167,0.0000,50.1
1.656,0.54,-0.06,-9.54,0.93,-0.01,0.00,325.2,218.2,116.1,232.3,325.2,204.5,0,328.6,202.1,110.0,220.0,1,16.5,0.758,0.173,0.0000,50.1
1.706,0.61,-0.06,-9.54,0.94,-0.01,0.00,324.8,221.4,116.2,232.4,325.2,204.5,0,328.9,201.9,109.5,218.9,1,19.9,0.761,0.178,0.0000,50.1
1.756,0.61,-0.06,-9.54,0.95,-0.01,0.00,324.9,220.7,116.2,232.4,325.2,204.5,0,329.2,201.7,108.9,217.8,1,19.4,0.765,0.183,0.0000,50.1
1.806,0.68,-0.05,-9.53,0.97,-0.01,0.00,324.4,224.0,116.3,232.6,325.2,204.5,0,329.4,201.6,108.4,216.7,1,23.0,0.769,0.189,0.0000,50.1
1.856,0.68,-0.05,-9.53,0.98,-0.01,0.00,324.5,223.3,116.3,232.6,325.2,204.5,0,329.7,201.4,107.8,215.6,1,22.5,0.773,0.194,0.0000,50.1
1.906,0.76,-0.05,-9.52,0.99,-0.01,0.00,323.9,226.8,116.4,232.8,325.2,204.5,0,330.0,201.2,107.3,214.5,1,26.3,0.776,0.200,0.0000,50.1
1.956,0.76,-0.05,-9.52,1.00,-0.01,0.00,324.0,226.0,116.4,232.8,325.2,204.5,0,330.2,201.0,106.7,213.5,1,25.8,0.780,0.205,0.0000,50.1
2.006,0.83,-0.05,-9.52,1.02,-0.01,0.00,323.3,229.6,116.5,233.0,324.0,225.4,1,324.1,225.2,116.3,232.7,1,4.4,0.296,0.082,0.0000,50.1
2.056,0.83,-0.05,-9.52,1.03,-0.01,0.00,323.4,228.8,116.5,233.0,324.0,225.4,0,324.0,226.2,116.3,232.6,1,2.7,0.275,0.081,0.0000,50.1
2.106,0.91,-0.04,-9.51,1.04,-0.01,0.00,322.6,232.6,116.5,233.1,324.0,225.4,0,324.0,227.3,116.2,232.5,1,5.5,0.255,0.080,0.0000,50.1
2.156,0.91,-0.04,-9.51,1.05,-0.01,0.00,322.7,231.8,116.5,233.1,324.0,225.4,0,323.9,228.3,116.2,232.4,1,3.8,0.234,0.079,0.0000,50.1
2.206,0.98,-0.04,-9.51,1.07,-0.01,0.00,321.9,235.4,116.6,233.2,324.0,225.4,0,323.9,229.3,116.2,232.3,1,6.5,0.214,0.078,0.0000,50.1
2.257,0.98,-0.04,-9.51,1.08,-0.01,0.00,322.0,234.7,116.6,233.2,324.0,225.4,0,323.8,230.3,116.1,232.2,1,4.8,0.193,0.077,0.0000,50.1
2.307,1.06,-0.03,-9.50,1.09,-0.01,0.00,321.1,238.2,116.6,233.3,324.0,225.4,0,323.8,231.4,116.1,232.1,1,7.3,0.173,0.076,0.0000,50.1
2.357,1.06,-0.03,-9.50,1.10,-0.01,0.00,321.2,237.4,116.6,233.3,324.0,225.4,0,323.7,232.4,116.0,232.0,1,5.6,0.152,0.075,0.0000,50.1
2.407,1.12,-0.02,-9.50,1.12,-0.01,0.00,320.5,240.5,116.7,233.3,324.0,225.4,0,323.7,233.4,116.0,232.0,1,7.8,0.132,0.074,0.0000,50.1
2.457,1.12,-0.02,-9.50,1.13,-0.01,0.00,320.6,239.8,116.7,233.3,324.0,225.4,0,323.6,234.4,115.9,231.9,1,6.2,0.111,0.073,0.0000,50.1
2.507,1.18,-0.02,-9.50,1.14,-0.01,0.00,319.9,242.4,116.7,233.4,324.0,225.4,0,323.6,235.5,115.9,231.8,1,7.8,0.091,0.072,0.0000,50.1
2.557,1.18,-0.02,-9.50,1.15,-0.01,0.00,320.0,241.6,116.7,233.4,324.0,225.4,0,323.5,236.5,115.9,231.7,1,6.3,0.070,0.071,0.0000,50.1
2.607,1.23,-0.01,-9.50,1.17,-0.01,0.00,319.4,243.8,116.7,233.4,324.0,225.4,0,323.5,237.5,115.8,231.6,1,7.5,0.050,0.070,0.0000,50.1
2.657,1.23,-0.01,-9.50,1.18,-0.01,0.00,319.5,243.1,116.7,233.4,324.0,225.4,0,323.4,238.5,115.8,231.5,1,6.0,0.029,0.069,0.0000,50.1
2.707,1.27,-0.01,-9.50,1.19,-0.01,0.00,318.9,244.8,116.7,233.4,324.0,225.4,0,323.4,239.5,115.7,231.4,1,6.9,0.009,0.068,0.0000,50.1
2.757,1.27,-0.01,-9.50,1.20,-0.01,0.00,319.0,244.0,116.7,233.4,324.0,225.4,0,323.3,240.6,115.7,231.4,1,5.5,-0.011,0.067,0.0000,50.1
2.807,1.31,-0.00,-9.50,1.22,-0.01,0.00,318.5,245.3,116.7,233.3,324.0,225.4,0,323.3,241.6,115.6,231.3,1,6.1,-0.032,0.066,0.0000,50.1
2.858,1.31,-0.00,-9.50,1.23,-0.01,0.00,318.6,244.6,116.7,233.3,324.0,225.4,0,323.2,242.6,115.6,231.2,1,5.0,-0.052,0.065,0.0000,50.1
2.908,1.34,0.00,-9.50,1.24,-0.01,0.00,318.2,245.5,116.6,233.3,324.0,225.4,0,323.2,243.6,115.5,231.1,1,5.4,-0.073,0.064,0.0000,50.1
2.958,1.34,0.00,-9.50,1.25,-0.01,0.00,318.3,244.8,116.6,233.3,324.0,225.4,0,323.1,244.7,115.5,231.0,1,4.9,-0.093,0.063,0.0000,50.1
3.008,1.36,0.01,-9.50,1.27,-0.01,0.00,317.9,245.4,116.6,233.3,318.3,244.2,1,318.4,244.2,116.6,233.3,1,1.3,-0.084,-0.032,-0.0000,50.1
3.058,1.36,0.01,-9.50,1.28,-0.01,0.00,317.9,244.7,116.6,233.3,318.3,244.2,0,318.1,245.2,116.7,233.3,1,0.5,-0.103,-0.038,-0.0000,50.1
3.108,1.38,0.02,-9.51,1.29,-0.01,0.00,317.6,245.0,116.6,233.2,318.3,244.2,0,317.8,246.1,116.7,233.3,1,1.1,-0.122,-0.044,-0.0000,50.1
3.158,1.38,0.02,-9.51,1.30,-0.01,0.00,317.7,244.3,116.6,233.2,318.3,244.2,0,317.5,247.1,116.7,233.4,1,2.8,-0.141,-0.049,-0.0000,50.1
3.208,1.39,0.02,-9.51,1.32,-0.01,0.00,317.3,244.3,116.6,233.1,318.3,244.2,0,317.2,248.0,116.7,233.4,1,3.7,-0.160,-0.055,-0.0000,50.1
3.258,1.39,0.02,-9.51,1.33,-0.01,0.00,317.4,243.6,116.6,233.1,318.3,244.2,0,317.0,249.0,116.7,233.4,1,5.4,-0.179,-0.061,-0.0000,50.1
3.308,1.40,0.03,-9.51,1.34,-0.01,0.00,317.2,243.3,116.5,233.1,318.3,244.2,0,316.7,249.9,116.7,233.5,1,6.6,-0.198,-0.066,-0.0000,50.1
3.358,1.40,0.03,-9.51,1.35,-0.01,0.00,317.3,242.6,116.5,233.1,318.3,244.2,0,316.4,250.9,116.7,233.5,1,8.3,-0.217,-0.072,-0.0000,50.1
3.408,1.41,0.03,-9.51,1.37,-0.01,0.00,317.2,242.1,116.5,233.0,318.3,244.2,0,316.1,251.8,116.8,233.5,1,9.8,-0.236,-0.078,-0.0000,50.1
3.458,1.41,0.03,-9.51,1.38,-0.01,0.00,317.3,241.4,116.5,233.0,318.3,244.2,0,315.8,252.8,116.8,233.5,1,11.5,-0.255,-0.083,-0.0000,50.1
3.509,1.41,0.03,-9.52,1.39,-0.01,0.00,317.3,240.6,116.5,233.0,318.3,244.2,0,315.5,253.7,116.8,233.6,1,13.2,-0.274,-0.089,-0.0000,50.1
3.559,1.41,0.03,-9.52,1.40,-0.01,0.00,317.4,239.9,116.5,233.0,318.3,244.2,0,315.3,254.7,116.8,233.6,1,14.9,-0.293,-0.095,-0.0000,50.0
3.609,1.40,0.03,-9.52,1.42,-0.01,0.00,317.5,238.9,116.5,232.9,318.3,244.2,0,315.0,255.6,116.8,233.6,1,16.9,-0.312,-0.100,-0.0000,50.1
3.659,1.40,0.03,-9.52,1.43,-0.01,0.00,317.6,238.2,116.5,232.9,318.3,244.2,0,314.7,256.6,116.8,233.7,1,18.6,-0.331,-0.106,-0.0000,50.1
3.709,1.39,0.03,-9.52,1.44,-0.01,0.00,317.8,237.0,116.5,232.9,318.3,244.2,0,314.4,257.5,116.8,233.7,1,20.8,-0.350,-0.112,-0.0000,50.1
3.759,1.39,0.03,-9.52,1.45,-0.01,0.00,317.9,236.3,116.5,232.9,318.3,244.2,0,314.1,258.5,116.9,233.7,1,22.5,-0.369,-0.117,-0.0000,50.1
3.809,1.38,0.03,-9.52,1.47,-0.01,0.00,318.2,234.8,116.4,232.9,318.3,244.2,0,313.8,259.4,116.9,233.8,1,25.0,-0.388,-0.123,-0.0000,50.1
3.859,1.38,0.03,-9.52,1.48,-0.01,0.00,318.3,234.1,116.4,232.9,318.3,244.2,0,313.6,260.4,116.9,233.8,1,26.7,-0.407,-0.129,-0.0000,50.1
3.909,1.36,0.02,-9.52,1.49,-0.01,0.00,318.7,232.4,116.4,232.8,318.3,244.2,0,313.3,261.3,116.9,233.8,1,29.5,-0.426,-0.134,-0.0000,50.1
3.959,1.36,0.02,-9.52,1.50,-0.01,0.00,318.8,231.7,116.4,232.8,318.3,244.2,0,313.0,262.3,116.9,233.8,1,31.2,-0.445,-0.140,-0.0000,50.1
4.009,1.34,0.02,-9.52,1.52,-0.01,0.00,319.3,229.7,116.4,232.8,318.9,231.0,1,318.8,231.3,116.4,232.8,1,1.6,0.174,-0.023,-0.0000,50.1
4.059,1.34,0.02,-9.52,1.53,-0.01,0.00,319.4,229.0,116.4,232.8,318.9,231.0,0,318.9,230.7,116.4,232.8,1,1.7,0.187,-0.023,-0.0000,50.1
4.109,1.32,0.01,-9.53,1.54,-0.01,0.00,320.0,226.9,116.4,232.8,318.9,231.0,0,318.9,230.0,116.4,232.8,1,3.3,0.199,-0.022,-0.0000,50.1
4.159,1.32,0.01,-9.53,1.55,-0.01,0.00,320.0,226.2,116.4,232.8,318.9,231.0,0,318.9,229.4,116.4,232.8,1,3.4,0.212,-0.022,-0.0000,50.1
4.210,1.29,0.01,-9.53,1.57,-0.01,0.00,320.7,223.8,116.4,232.7,318.9,231.0,0,318.9,228.8,116.4,232.7,1,5.2,0.225,-0.022,-0.0000,50.1
4.260,1.29,0.01,-9.53,1.58,-0.01,0.00,320.8,223.1,116.4,232.7,318.9,231.0,0,318.9,228.1,116.4,232.7,1,5.4,0.237,-0.021,-0.0000,50.1
4.310,1.26,0.00,-9.53,1.59,-0.01,0.00,321.4,220.8,116.4,232.7,318.9,231.0,0,319.0,227.5,116.3,232.7,1,7.1,0.250,-0.021,-0.0000,50.1
4.360,1.26,0.00,-9.53,1.60,-0.01,0.00,321.5,220.1,116.4,232.7,318.9,231.0,0,319.0,226.9,116.3,232.7,1,7.2,0.262,-0.020,-0.0000,50.1
