seq,tid,n_frames,n_labeled,mean_iou,iou_at_25,iou_at_50,id_consistency,pred_absent_frac,n_gaps,n_recovered,wall_s,fps
uav0000352_05980_v,47,196,191,0.1156993154762737,0.2094240837696335,0.1256544502617801,0.40384615384615385,0.41361256544502617,1,0,12.55,15.62
uav0000355_00001_v,46,300,300,0.10103039385514866,0.20333333333333334,0.08666666666666667,0.2345679012345679,0.0,0,0,15.11,19.85
uav0000355_00001_v,58,300,264,0.6796009252078985,1.0,0.9772727272727273,1.0,0.0,1,1,15.68,19.13
uav0000357_00920_v,99,300,300,0.9284071689630334,1.0,1.0,1.0,0.0,0,0,15.9,18.87
uav0000357_00920_v,156,300,261,0.8207963821091383,0.9961685823754789,0.9770114942528736,1.0,0.0,1,0,15.78,19.01
uav0000360_00001_v,89,300,300,0.8003123831916055,1.0,1.0,1.0,0.0,0,0,18.07,16.6
uav0000360_00001_v,102,300,295,0.6917709444588177,1.0,1.0,1.0,0.0,1,1,17.96,16.71
uav0000361_02323_v,4,219,219,0.6747808064628572,1.0,0.9178082191780822,0.8493150684931506,0.0,0,0,13.19,16.61
uav0000361_02323_v,48,219,192,0.5842026555514214,0.953125,0.8125,0.9947643979057592,0.005208333333333333,1,0,13.63,16.07
uav0000363_00001_v,23,300,300,0.6050559536101177,0.9966666666666667,0.8533333333333334,0.99,0.0,0,0,18.77,15.99
uav0000363_00001_v,40,300,300,0.6682828547341324,1.0,0.97,1.0,0.0,0,0,15.68,19.13
uav0000366_00001_v,0,296,296,0.6935030477734105,1.0,0.918918918918919,0.9425675675675675,0.0,0,0,15.14,19.56
uav0000366_00001_v,39,296,224,0.5368522437680119,0.8794642857142857,0.7098214285714286,0.9447004608294931,0.004464285714285714,1,0,19.34,15.3
uav0000370_00001_v,0,265,265,0.40247578407969653,0.6,0.5660377358490566,1.0,0.39245283018867927,0,0,13.33,19.88
uav0000370_00001_v,4,265,265,0.6239466814497349,0.9622641509433962,0.9169811320754717,1.0,0.0,0,0,13.34,19.86
