t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.01,-0.02,-9.97,3.00,0.00,0.00,344.6,94.4,111.0,188.8,1,147.6,2.912,0.492,0.0738,0.0
0.050,0.01,-0.02,-9.97,3.03,0.00,0.00,344.8,93.8,111.0,187.6,1,148.3,2.924,0.495,0.0743,50.1
0.100,0.01,-0.02,-9.97,3.05,0.00,0.00,344.9,93.2,111.0,186.4,1,148.9,2.936,0.499,0.0748,50.1
0.150,0.01,-0.02,-9.97,3.08,0.00,0.00,345.5,91.3,111.2,182.5,1,150.9,2.975,0.511,0.0766,50.1
0.200,0.02,-0.02,-9.97,3.10,0.00,0.00,347.9,83.6,112.1,167.3,1,158.8,3.000,0.559,0.0838,50.1
0.250,0.02,-0.02,-9.97,3.13,0.00,0.00,348.7,81.0,112.3,161.9,1,161.6,3.000,0.575,0.0862,50.1
0.300,0.02,-0.02,-9.97,3.15,0.00,0.00,352.2,68.9,114.0,137.7,1,174.1,3.000,0.643,0.0965,50.1
0.350,0.02,-0.02,-9.97,3.18,0.00,0.00,353.2,65.2,114.5,130.3,1,178.0,3.000,0.664,0.0995,50.1
0.401,0.04,-0.02,-9.97,3.20,0.00,0.00,357.5,50.0,117.0,99.9,1,193.7,3.000,0.751,0.1126,50.1
0.451,0.04,-0.02,-9.97,3.23,0.00,0.00,358.7,45.9,117.6,91.8,1,197.9,3.000,0.774,0.1161,50.1
0.501,0.06,-0.02,-9.97,3.25,0.00,0.00,364.5,29.6,120.8,59.2,1,215.1,3.000,0.891,0.1336,50.1
0.551,0.06,-0.02,-9.97,3.28,0.00,0.00,365.8,25.9,121.4,51.9,1,218.9,3.000,0.915,0.1373,50.1
0.601,0.11,-0.02,-9.97,3.30,0.00,0.00,376.0,10.8,125.0,21.5,1,236.0,3.000,1.120,0.1680,50.1
0.651,0.11,-0.02,-9.97,3.33,0.00,0.00,376.6,9.5,125.2,19.0,2,237.3,3.000,1.132,0.1698,50.1
0.701,0.18,-0.01,-9.97,3.35,0.00,0.00,388.4,0.7,127.6,1.4,3,248.8,3.000,1.367,0.2051,50.1
0.751,0.18,-0.01,-9.97,3.38,0.00,0.00,390.4,-18.0,130.8,1.0,1,267.4,3.000,1.407,0.2111,50.1
0.801,0.27,-0.00,-9.97,3.40,0.00,0.00,395.2,-27.6,132.7,1.0,1,278.0,3.000,1.503,0.2255,50.1
0.851,0.27,-0.00,-9.97,3.43,0.00,0.00,399.9,-37.2,134.7,1.0,1,288.5,3.000,1.599,0.2398,50.1
0.901,0.39,0.02,-9.97,3.45,0.00,0.00,409.7,3.0,128.2,5.9,4,253.4,3.000,1.794,0.2691,50.1
0.951,0.39,0.02,-9.97,3.48,0.00,0.00,409.8,2.2,128.2,4.3,4,254.2,3.000,1.796,0.2693,50.1
1.002,0.54,0.05,-9.97,3.50,0.00,0.00,417.8,9.8,127.2,19.7,5,250.1,3.000,1.955,0.2933,50.3
1.052,0.54,0.05,-9.97,3.53,0.00,0.00,417.8,9.1,127.3,18.2,5,250.8,3.000,1.956,0.2934,50.1
1.102,0.70,0.10,-9.97,3.55,0.00,0.00,420.2,13.4,126.7,26.8,5,247.8,3.000,2.004,0.3007,50.3
1.152,0.70,0.10,-9.97,3.58,0.00,0.00,422.3,16.6,126.2,33.2,5,245.7,3.000,2.046,0.3069,50.1
