epoch,global_step,loss,lr,elapsed_s
3,9103,0.476037,6.21e-05,8867.1
3,9153,0.568628,6.03e-05,8915.4
3,9203,0.714130,5.86e-05,8969.6
3,9253,1.133330,5.69e-05,9015.0
3,9303,0.498945,5.52e-05,9061.5
3,9353,0.728921,5.35e-05,9107.7
3,9403,0.699260,5.13e-05,9154.4
3,9453,0.226731,4.96e-05,9199.1
3,9503,0.553718,4.80e-05,9242.2
3,9553,0.502445,4.64e-05,9281.8
3,9603,0.836943,4.49e-05,9328.1
3,9653,0.427672,4.33e-05,9373.6
3,9703,0.569178,4.18e-05,9419.2
3,9753,0.421771,4.03e-05,9463.6
3,9803,0.529644,3.84e-05,9506.6
3,9853,0.795088,3.70e-05,9549.2
3,9903,0.983128,3.55e-05,9595.7
3,9953,0.509861,3.42e-05,9646.7
3,10003,0.191839,3.28e-05,9694.3
3,10053,0.853538,3.15e-05,9748.8
3,10103,0.518636,3.02e-05,9792.0
3,10153,0.659831,2.89e-05,9835.3
3,10203,0.486582,2.72e-05,9885.0
3,10253,0.463656,2.60e-05,9929.3
3,10303,0.922862,2.48e-05,9974.7
3,10353,0.610850,2.36e-05,10022.7
3,10403,0.521699,2.25e-05,10066.1
3,10453,0.432339,2.14e-05,10112.8
3,10503,0.418412,2.03e-05,10163.9
3,10553,0.586286,1.92e-05,10208.0
3,10603,1.100000,1.78e-05,10249.8
3,10653,0.536254,1.68e-05,10298.6
3,10703,0.606121,1.59e-05,10348.4
3,10753,0.656539,1.49e-05,10395.8
3,10803,0.882566,1.40e-05,10437.5
3,10853,0.433251,1.31e-05,10482.9
3,10903,0.840327,1.22e-05,10533.8
3,10953,0.736341,1.14e-05,10580.8
3,11003,0.471181,1.04e-05,10633.2
3,11053,0.359554,9.59e-06,10680.7
3,11103,0.395631,8.85e-06,10728.6
3,11153,0.974631,8.14e-06,10770.7
3,11203,0.396814,7.46e-06,10822.9
3,11253,0.358071,6.81e-06,10871.9
3,11303,0.510123,6.19e-06,10917.5
3,11353,0.825883,5.60e-06,10967.4
3,11403,0.296617,4.86e-06,11016.5
3,11453,0.284201,4.34e-06,11069.7
3,11503,0.577875,3.84e-06,11123.2
3,11553,0.467214,3.38e-06,11173.3
3,11603,0.459703,2.94e-06,11225.3
3,11653,0.415148,2.54e-06,11266.5
3,11703,0.302737,2.16e-06,11307.6
3,11753,0.500054,1.82e-06,11354.1
3,11803,0.429981,1.41e-06,11401.9
3,11853,0.419217,1.13e-06,11455.2
3,11903,0.949730,8.85e-07,11498.1
3,11953,0.651397,6.69e-07,11545.7
3,12003,0.537014,4.83e-07,11590.8
3,12053,0.769764,3.28e-07,11633.7
3,12103,0.567579,2.02e-07,11679.0
3,12153,0.691835,1.07e-07,11727.6
3,12203,0.465157,2.68e-08,11776.3
3,12253,0.470745,1.67e-09,11821.3
3,12303,0.589026,1.51e-08,11872.5
