epoch,global_step,loss,lr,elapsed_s
1,1,1.819399,4.00e-04,1.5
1,51,1.493039,4.00e-04,52.2
1,101,0.994892,4.00e-04,95.3
1,151,0.967173,4.00e-04,134.9
1,201,0.983720,4.00e-04,183.4
1,251,0.957441,4.00e-04,235.1
1,301,1.088837,3.99e-04,278.3
1,351,1.160816,3.99e-04,328.5
1,401,1.051603,3.99e-04,371.4
1,451,0.960640,3.99e-04,410.0
1,501,1.094865,3.98e-04,457.5
1,551,0.731521,3.98e-04,499.6
1,601,1.115635,3.98e-04,550.8
1,651,1.534280,3.97e-04,603.8
1,701,1.060197,3.97e-04,660.2
1,751,1.303684,3.96e-04,700.0
1,801,0.991808,3.96e-04,749.0
1,851,0.971271,3.95e-04,799.4
1,901,0.941486,3.95e-04,850.0
1,951,1.008907,3.94e-04,900.1
1,1001,1.106713,3.94e-04,946.9
1,1051,0.724896,3.93e-04,999.8
1,1101,0.768578,3.92e-04,1048.6
1,1151,0.883624,3.92e-04,1099.5
1,1201,0.959433,3.91e-04,1145.8
1,1251,0.888096,3.90e-04,1194.7
1,1301,0.906308,3.89e-04,1240.2
1,1351,1.099692,3.88e-04,1287.6
1,1401,0.911867,3.87e-04,1334.8
1,1451,0.821009,3.87e-04,1381.3
1,1501,0.918486,3.86e-04,1421.3
1,1551,0.901611,3.85e-04,1464.9
1,1601,1.009842,3.83e-04,1508.9
1,1651,0.976266,3.83e-04,1551.3
1,1701,0.911090,3.81e-04,1599.1
1,1751,0.858935,3.80e-04,1643.4
1,1801,1.122016,3.79e-04,1687.7
1,1851,0.686284,3.78e-04,1730.0
1,1901,0.947181,3.77e-04,1782.3
1,1951,1.254117,3.76e-04,1829.6
1,2001,0.695082,3.74e-04,1877.3
1,2051,0.963509,3.73e-04,1927.8
1,2101,1.367796,3.72e-04,1980.7
1,2151,1.344121,3.71e-04,2035.5
1,2201,1.087860,3.69e-04,2078.8
1,2251,0.704814,3.68e-04,2129.9
1,2301,0.868313,3.67e-04,2176.4
1,2351,0.811344,3.65e-04,2224.0
1,2401,1.060624,3.64e-04,2268.1
1,2451,0.479513,3.62e-04,2314.8
1,2501,0.926964,3.61e-04,2360.0
1,2551,0.898161,3.59e-04,2408.6
1,2601,0.726314,3.58e-04,2451.6
1,2651,0.920449,3.56e-04,2494.7
1,2701,0.860279,3.55e-04,2543.8
1,2751,0.905049,3.53e-04,2586.2
1,2801,1.369025,3.51e-04,2638.0
1,2851,0.815582,3.49e-04,2692.4
1,2901,0.744107,3.48e-04,2740.1
1,2951,0.770301,3.46e-04,2787.0
1,3001,1.038103,3.44e-04,2830.1
1,3051,0.909603,3.43e-04,2882.9
1,3101,1.050170,3.41e-04,2929.7
1,3151,0.942252,3.39e-04,2974.0
1,3201,1.111678,3.37e-04,3015.0
1,3251,0.928031,3.35e-04,3056.4
1,3301,0.979657,3.33e-04,3102.9
1,3351,0.921788,3.31e-04,3148.6
1,3401,0.784484,3.29e-04,3197.3
1,3451,0.986342,3.28e-04,3243.8
1,3501,0.838679,3.26e-04,3295.0
1,3551,0.758650,3.24e-04,3342.7
1,3601,0.729263,3.21e-04,3382.6
1,3651,1.065049,3.19e-04,3426.5
1,3701,0.735724,3.17e-04,3474.0
1,3751,0.782091,3.15e-04,3521.6
1,3801,0.758680,3.13e-04,3573.6
1,3851,1.179042,3.11e-04,3617.9
1,3901,0.813255,3.09e-04,3662.7
1,3951,1.403862,3.07e-04,3713.0
1,4001,0.928352,3.04e-04,3766.3
1,4051,1.107955,3.02e-04,3811.8
1,4101,0.624071,2.99e-04,3867.0
2,4102,1.004657,2.99e-04,3994.1
2,4152,0.816991,2.97e-04,4049.1
2,4202,0.858484,2.95e-04,4094.4
2,4252,0.698396,2.93e-04,4141.3
2,4302,0.352879,2.91e-04,4187.9
2,4352,0.648205,2.88e-04,4236.9
2,4402,0.692050,2.86e-04,4289.5
2,4452,0.933103,2.84e-04,4344.6
2,4502,0.765053,2.81e-04,4392.1
2,4552,0.631553,2.79e-04,4440.3
2,4602,0.614154,2.77e-04,4487.8
2,4652,0.660360,2.74e-04,4531.0
2,4702,0.672532,2.72e-04,4582.2
2,4752,0.687103,2.70e-04,4627.9
2,4802,0.758983,2.67e-04,4668.0
2,4852,0.450683,2.65e-04,4713.4
2,4902,1.019410,2.62e-04,4762.5
2,4952,0.931122,2.60e-04,4813.4
2,5002,0.968952,2.57e-04,4852.3
2,5052,1.075319,2.55e-04,4898.0
2,5102,0.680231,2.53e-04,4945.9
2,5152,0.640279,2.50e-04,4994.5
2,5202,1.388076,2.48e-04,5039.8
2,5252,0.611651,2.45e-04,5088.4
2,5302,1.202611,2.42e-04,5141.7
2,5352,0.764878,2.40e-04,5196.3
2,5402,0.887270,2.37e-04,5242.8
2,5452,0.624677,2.35e-04,5291.9
2,5502,0.510248,2.33e-04,5334.1
2,5552,1.256068,2.30e-04,5379.7
2,5602,0.861195,2.28e-04,5434.2
2,5652,1.198937,2.25e-04,5488.4
2,5702,0.804349,2.22e-04,5534.9
2,5752,0.732628,2.20e-04,5579.4
2,5802,0.593982,2.17e-04,5629.1
2,5852,1.083465,2.15e-04,5674.8
2,5902,0.742806,2.12e-04,5727.0
2,5952,0.661494,2.10e-04,5780.9
2,6002,1.035972,2.07e-04,5824.5
2,6052,0.860584,2.05e-04,5862.3
2,6102,0.818291,2.02e-04,5914.5
2,6152,0.744687,1.99e-04,5960.1
2,6202,0.749505,1.97e-04,6002.0
2,6252,0.723504,1.94e-04,6044.7
2,6302,0.857213,1.92e-04,6091.5
2,6352,0.608457,1.89e-04,6136.8
2,6402,1.470523,1.87e-04,6185.9
2,6452,0.603734,1.84e-04,6234.5
2,6502,0.811870,1.81e-04,6280.2
2,6552,1.130347,1.79e-04,6320.4
2,6602,0.738989,1.76e-04,6376.2
2,6652,0.759264,1.74e-04,6420.8
2,6702,0.994450,1.71e-04,6460.8
2,6752,0.925837,1.69e-04,6501.8
2,6802,0.781175,1.67e-04,6542.2
2,6852,0.530499,1.64e-04,6588.1
2,6902,1.025389,1.61e-04,6638.5
2,6952,0.528566,1.59e-04,6689.8
2,7002,0.626987,1.56e-04,6734.5
2,7052,0.705064,1.54e-04,6778.7
2,7102,0.536178,1.51e-04,6825.6
2,7152,0.645837,1.49e-04,6871.8
2,7202,0.845822,1.47e-04,6922.9
2,7252,0.433862,1.44e-04,6969.6
2,7302,0.862519,1.41e-04,7018.5
2,7352,0.769387,1.39e-04,7066.1
2,7402,0.625663,1.36e-04,7115.0
2,7452,0.518682,1.34e-04,7168.6
2,7502,0.674168,1.32e-04,7205.1
2,7552,0.475220,1.30e-04,7249.1
2,7602,0.642983,1.27e-04,7295.8
2,7652,0.954058,1.25e-04,7347.0
2,7702,1.962348,1.22e-04,7401.5
2,7752,0.677377,1.20e-04,7449.4
2,7802,0.772819,1.17e-04,7498.3
2,7852,0.896603,1.15e-04,7547.2
2,7902,0.684180,1.13e-04,7596.4
2,7952,0.544308,1.11e-04,7649.7
2,8002,1.089852,1.09e-04,7690.8
2,8052,0.432299,1.06e-04,7739.9
2,8102,0.684145,1.04e-04,7791.3
2,8152,0.967405,1.01e-04,7831.3
2,8202,0.681256,9.86e-05,7876.1
3,8203,0.854399,9.86e-05,8001.8
3,8253,0.580165,9.65e-05,8052.3
3,8303,0.517999,9.44e-05,8099.3
3,8353,0.864271,9.23e-05,8141.5
3,8403,0.384486,9.03e-05,8189.2
3,8453,0.772213,8.82e-05,8239.8
3,8503,0.612393,8.62e-05,8291.0
3,8553,1.056353,8.42e-05,8330.1
3,8603,0.638903,8.15e-05,8379.7
3,8653,0.733622,7.95e-05,8424.9
3,8703,0.638256,7.76e-05,8477.1
3,8753,0.425564,7.57e-05,8530.5
3,8803,0.641894,7.38e-05,8580.4
3,8853,0.737584,7.19e-05,8620.5
3,8903,0.575834,7.00e-05,8665.8
3,8953,0.506748,6.81e-05,8715.9
3,9003,0.371515,6.57e-05,8762.4
3,9053,0.551624,6.39e-05,8814.0
