t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,132.89,4.34,-9.96,3.00,0.00,0.00,,,,,,,0.000,0.000,0.0000,0.0
0.059,132.89,4.34,-9.96,3.12,0.00,0.00,,,,,,,0.000,0.000,0.0000,59.5
0.110,132.89,4.34,-9.96,3.22,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.160,132.89,4.34,-9.96,3.32,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.210,132.89,4.34,-9.96,3.42,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.260,132.89,4.34,-9.96,3.52,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.310,132.89,4.34,-9.96,3.62,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.360,132.89,4.34,-9.96,3.72,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.410,132.89,4.34,-9.96,3.82,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.460,132.89,4.34,-9.96,3.92,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.510,132.89,4.34,-9.96,4.02,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.560,132.89,4.34,-9.96,4.12,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.610,132.89,4.34,-9.96,4.22,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.660,132.89,4.34,-9.96,4.32,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.710,132.89,4.34,-9.96,4.42,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.760,132.89,4.34,-9.96,4.52,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.810,132.89,4.34,-9.96,4.62,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.861,132.89,4.34,-9.96,4.72,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.911,132.87,4.35,-9.96,4.82,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.961,132.87,4.35,-9.96,4.92,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.011,132.87,4.35,-9.96,5.02,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.061,132.87,4.35,-9.96,5.12,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.111,132.87,4.35,-9.96,5.22,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.161,132.87,4.35,-9.96,5.32,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.211,132.87,4.35,-9.96,5.42,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.261,132.87,4.35,-9.96,5.52,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.311,132.87,4.35,-9.96,5.62,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.361,132.87,4.35,-9.96,5.72,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.411,132.87,4.35,-9.96,5.82,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.461,132.87,4.35,-9.96,5.92,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.511,132.87,4.35,-9.96,6.02,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.561,132.87,4.35,-9.96,6.12,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.612,132.87,4.35,-9.96,6.22,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.662,132.87,4.35,-9.96,6.32,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.712,132.87,4.35,-9.96,6.42,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.762,132.87,4.35,-9.96,6.52,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.812,132.87,4.35,-9.96,6.62,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.862,132.87,4.35,-9.96,6.72,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.912,132.87,4.35,-9.96,6.82,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.962,132.87,4.35,-9.96,6.92,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.012,132.87,4.35,-9.96,7.02,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.062,132.87,4.35,-9.96,7.12,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.112,132.87,4.35,-9.96,7.22,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.0
2.162,132.87,4.35,-9.96,7.32,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.212,132.87,4.35,-9.96,7.42,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.262,132.87,4.35,-9.96,7.52,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.312,132.87,4.35,-9.96,7.62,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.362,132.87,4.35,-9.96,7.72,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.413,132.87,4.35,-9.96,7.83,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
