t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.00,0.00,-10.00,203.40,-0.04,-0.05,,,,,,,0.000,0.000,0.0000,0.0
0.091,0.00,0.00,-10.00,203.40,-0.04,-0.05,,,,,,,0.000,0.000,0.0000,91.2
0.141,0.00,0.00,-10.00,203.40,-0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.191,0.00,0.00,-10.00,203.40,-0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.241,0.00,0.00,-10.00,203.40,-0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.291,0.00,0.00,-10.00,203.43,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.342,0.00,0.00,-10.00,203.43,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.392,0.00,0.00,-10.00,203.43,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.442,0.00,0.00,-10.00,203.43,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.492,0.00,0.00,-10.00,203.47,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.542,0.00,0.00,-10.00,203.47,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.592,0.00,0.00,-10.00,203.47,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.642,0.00,0.00,-10.00,203.47,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.692,0.00,0.00,-10.00,203.51,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.742,0.00,0.00,-10.00,203.51,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.792,0.00,0.00,-10.00,203.51,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.842,0.00,0.00,-10.00,203.51,-0.03,-0.06,,,,,,,0.000,0.000,0.0000,50.1
0.892,0.00,0.00,-10.00,203.55,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.942,0.00,0.00,-10.00,203.55,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
0.992,0.00,0.00,-10.00,203.55,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.043,0.00,0.00,-10.00,203.55,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.093,0.00,0.00,-10.00,203.59,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.143,0.00,0.00,-10.00,203.59,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.193,0.00,0.00,-10.00,203.59,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.243,0.00,0.00,-10.00,203.59,-0.03,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.293,0.00,0.00,-10.00,203.64,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.343,0.00,0.00,-10.00,203.64,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.393,0.00,0.00,-10.00,203.64,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.443,0.00,0.00,-10.00,203.64,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.493,0.00,0.00,-10.00,203.69,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.543,0.00,0.00,-10.00,203.69,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.593,0.00,0.00,-10.00,203.69,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.643,0.00,0.00,-10.00,203.69,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.693,0.00,0.00,-10.00,203.75,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
1.743,0.00,0.00,-10.00,203.75,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
1.794,0.00,0.00,-10.00,203.75,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
1.844,0.00,0.00,-10.00,203.75,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
1.894,0.00,0.00,-10.00,203.80,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
1.944,0.00,0.00,-10.00,203.80,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
1.994,0.00,0.00,-10.00,203.80,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.044,0.00,0.00,-10.00,203.80,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.094,0.00,0.00,-10.00,203.86,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.144,0.00,0.00,-10.00,203.86,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.194,0.00,0.00,-10.00,203.86,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.244,0.00,0.00,-10.00,203.86,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.294,0.00,0.00,-10.00,203.91,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.344,0.00,0.00,-10.00,203.91,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.394,0.00,0.00,-10.00,203.91,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.444,0.00,0.00,-10.00,203.91,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.495,0.00,0.00,-10.00,203.97,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.545,0.00,0.00,-10.00,203.97,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.595,0.00,0.00,-10.00,203.97,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.645,0.00,0.00,-10.00,203.97,-0.02,-0.06,,,,,,,0.000,0.000,0.0000,50.1
2.695,0.00,0.00,-10.00,204.03,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
2.745,0.00,0.00,-10.00,204.03,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
2.795,0.00,0.00,-10.00,204.03,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
2.845,0.00,0.00,-10.00,204.03,-0.02,-0.05,,,,,,,0.000,0.000,0.0000,50.1
2.895,0.00,0.00,-10.00,204.09,-0.01,-0.05,,,,,,,0.000,0.000,0.0000,50.1
2.945,0.00,0.00,-10.00,204.09,-0.01,-0.05,,,,,,,0.000,0.000,0.0000,50.1
