t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,36.87,-13.41,-9.97,3.00,0.00,0.00,,,,,,,0.000,0.000,0.0000,0.0
0.060,36.87,-13.41,-9.97,3.03,0.00,0.00,,,,,,,0.000,0.000,0.0000,60.1
0.110,36.87,-13.41,-9.97,3.06,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.160,36.87,-13.41,-9.97,3.08,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.210,36.87,-13.41,-9.97,3.11,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.260,36.87,-13.41,-9.97,3.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.310,36.87,-13.41,-9.97,3.16,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.360,36.87,-13.41,-9.97,3.18,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.411,36.87,-13.41,-9.97,3.21,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.461,36.87,-13.41,-9.97,3.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.511,36.87,-13.41,-9.97,3.26,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.561,36.87,-13.41,-9.97,3.28,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.611,36.87,-13.41,-9.97,3.31,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.661,36.87,-13.41,-9.97,3.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.711,36.87,-13.41,-9.97,3.36,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.761,36.87,-13.41,-9.97,3.38,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.811,36.87,-13.41,-9.97,3.41,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.861,36.87,-13.41,-9.97,3.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.911,36.87,-13.41,-9.97,3.46,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.961,36.87,-13.41,-9.97,3.48,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
