t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,16.20,-0.02,-9.98,16.70,-0.02,0.00,323.9,212.5,111.1,222.2,1,27.7,0.549,0.079,0.0000,0.0
0.050,16.20,-0.02,-9.98,16.71,-0.02,0.00,324.0,211.9,111.1,222.2,1,28.4,0.561,0.080,0.0000,50.1
0.100,16.20,-0.02,-9.98,16.72,-0.02,0.00,324.1,211.3,111.1,222.2,1,29.1,0.574,0.082,0.0000,50.1
0.150,16.20,-0.02,-9.98,16.74,-0.02,0.00,324.2,210.6,111.1,222.2,1,29.8,0.588,0.084,0.0000,50.1
0.200,16.20,-0.02,-9.98,16.75,-0.02,0.00,324.3,209.9,111.1,222.2,1,30.5,0.603,0.086,0.0000,50.1
0.250,16.20,-0.02,-9.98,16.76,-0.02,0.00,324.4,209.2,111.1,222.2,1,31.2,0.616,0.088,0.0000,50.1
0.300,16.20,-0.02,-9.98,16.77,-0.02,0.00,324.5,208.5,111.1,222.2,1,31.8,0.630,0.089,0.0000,50.1
0.351,16.21,-0.02,-9.98,16.79,-0.02,0.00,324.5,208.0,111.1,222.2,1,32.2,0.639,0.091,0.0000,50.1
0.401,16.21,-0.02,-9.98,16.80,-0.02,0.00,324.6,207.4,111.1,222.2,1,32.9,0.652,0.092,0.0000,50.1
0.451,16.22,-0.02,-9.98,16.81,-0.02,0.00,324.6,207.2,111.1,222.2,1,32.9,0.655,0.093,0.0000,50.1
0.501,16.22,-0.02,-9.98,16.82,-0.02,0.00,324.7,206.7,111.1,222.2,1,33.6,0.665,0.094,0.0000,50.1
0.551,16.24,-0.02,-9.98,16.84,-0.02,0.00,324.7,206.9,111.1,222.2,1,33.0,0.661,0.093,0.0000,50.1
0.601,16.24,-0.02,-9.98,16.85,-0.02,0.00,324.7,206.6,111.1,222.2,1,33.7,0.668,0.094,0.0000,50.1
0.651,16.27,-0.02,-9.98,16.86,-0.02,0.00,324.6,207.1,111.1,222.2,1,32.7,0.657,0.092,0.0000,50.1
0.701,16.31,-0.02,-9.98,16.87,-0.02,0.00,324.4,208.3,111.1,222.2,1,31.3,0.634,0.088,0.0000,50.1
0.751,16.31,-0.02,-9.98,16.89,-0.02,0.00,324.4,208.3,111.1,222.2,1,32.0,0.635,0.088,0.0000,50.1
0.801,16.31,-0.02,-9.98,16.90,-0.02,0.00,324.5,207.8,111.1,222.2,1,32.7,0.644,0.089,0.0000,50.1
0.851,16.35,-0.02,-9.98,16.91,-0.02,0.00,324.3,208.8,111.1,222.2,1,30.9,0.624,0.086,0.0000,50.1
0.901,16.35,-0.02,-9.98,16.92,-0.02,0.00,324.3,208.7,111.1,222.2,1,31.6,0.626,0.086,0.0000,50.1
0.951,16.40,-0.02,-9.98,16.94,-0.02,0.00,324.1,210.0,111.1,222.2,1,29.6,0.600,0.082,0.0000,50.1
1.002,16.40,-0.02,-9.98,16.95,-0.02,0.00,324.1,210.0,111.1,222.2,1,30.3,0.599,0.082,0.0000,50.3
1.052,16.46,-0.02,-9.98,16.96,-0.02,0.00,323.9,211.5,111.1,222.2,1,28.1,0.570,0.078,0.0000,50.1
1.102,16.46,-0.02,-9.98,16.97,-0.02,0.00,323.9,211.6,111.1,222.2,1,28.8,0.568,0.077,0.0000,50.1
1.152,16.51,-0.02,-9.98,16.99,-0.02,0.00,323.6,213.2,111.1,222.2,1,26.4,0.537,0.073,0.0000,50.1
1.202,16.51,-0.02,-9.98,17.00,-0.02,0.00,323.6,213.3,111.1,222.2,1,27.1,0.534,0.072,0.0000,50.1
1.252,16.57,-0.02,-9.98,17.01,-0.02,0.00,323.4,215.0,111.1,222.2,1,24.6,0.501,0.067,0.0000,50.1
1.302,16.57,-0.02,-9.98,17.02,-0.02,0.00,323.3,215.1,111.1,222.2,1,25.3,0.497,0.067,0.0000,50.1
1.352,16.63,-0.02,-9.98,17.04,-0.02,0.00,323.1,216.8,111.1,222.2,1,22.8,0.464,0.062,0.0000,50.1
1.402,16.63,-0.02,-9.98,17.05,-0.02,0.00,323.1,216.9,111.1,222.2,1,23.5,0.461,0.061,0.0000,50.1
1.452,16.68,-0.02,-9.98,17.06,-0.02,0.00,322.8,218.6,111.1,222.2,1,21.0,0.428,0.057,0.0000,50.1
1.502,16.68,-0.02,-9.98,17.07,-0.02,0.00,322.8,218.7,111.1,222.2,1,21.7,0.425,0.056,0.0000,50.1
1.552,16.74,-0.02,-9.98,17.09,-0.02,0.00,322.6,220.3,111.1,222.2,1,19.3,0.394,0.052,0.0000,50.1
1.602,16.74,-0.02,-9.98,17.10,-0.02,0.00,322.6,220.4,111.1,222.2,1,20.0,0.391,0.051,0.0000,50.1
1.653,16.79,-0.02,-9.98,17.11,-0.02,0.00,322.4,222.0,111.1,222.2,1,17.7,0.361,0.047,0.0000,50.1
1.703,16.79,-0.02,-9.98,17.12,-0.02,0.00,322.3,222.1,111.1,222.2,1,18.4,0.359,0.047,0.0000,50.1
1.753,16.84,-0.02,-9.98,17.14,-0.02,0.00,322.1,223.5,111.1,222.2,1,16.3,0.330,0.043,0.0000,50.1
1.803,16.89,-0.02,-9.98,17.15,-0.02,0.00,321.9,225.4,111.1,222.2,1,14.2,0.293,0.038,0.0000,50.1
1.853,16.89,-0.02,-9.98,17.16,-0.02,0.00,321.9,225.6,111.1,222.2,1,14.9,0.288,0.037,0.0000,50.1
1.903,16.89,-0.02,-9.98,17.17,-0.02,0.00,321.9,225.2,111.1,222.2,1,15.6,0.297,0.038,0.0000,50.1
1.953,16.94,-0.02,-9.98,17.19,-0.02,0.00,321.8,226.2,111.1,222.2,1,13.7,0.275,0.035,0.0000,50.1
2.003,16.94,-0.02,-9.98,17.20,-0.02,0.00,321.8,226.1,111.1,222.2,1,14.4,0.277,0.035,0.0000,50.1
2.053,16.98,-0.02,-9.98,17.21,-0.02,0.00,321.6,227.2,111.1,222.2,1,12.6,0.255,0.033,0.0000,50.1
2.103,16.98,-0.02,-9.98,17.22,-0.02,0.00,321.6,227.2,111.1,222.2,1,13.3,0.257,0.033,0.0000,50.1
2.153,17.03,-0.02,-9.98,17.24,-0.02,0.00,321.5,228.2,111.1,222.2,1,11.7,0.237,0.030,0.0000,50.1
2.203,17.03,-0.02,-9.98,17.25,-0.02,0.00,321.5,228.0,111.1,222.2,1,12.4,0.239,0.030,0.0000,50.1
2.253,17.06,-0.01,-9.98,17.26,-0.02,0.00,321.4,228.9,111.1,222.2,1,11.0,0.221,0.028,0.0000,50.1
2.303,17.06,-0.01,-9.98,17.27,-0.02,0.00,321.4,228.8,111.1,222.2,1,11.7,0.224,0.028,0.0000,50.1
2.354,17.10,-0.01,-9.98,17.29,-0.02,0.00,321.3,229.6,111.1,222.2,1,10.4,0.209,0.026,0.0000,50.1
2.404,17.13,-0.01,-9.98,17.30,-0.02,0.00,321.1,230.6,111.1,222.2,1,9.2,0.188,0.023,0.0000,50.1
2.454,17.13,-0.01,-9.98,17.31,-0.02,0.00,321.1,230.5,111.1,222.2,1,9.9,0.190,0.023,0.0000,50.1
2.504,17.16,-0.01,-9.98,17.32,-0.02,0.00,321.0,231.1,111.1,222.2,1,8.9,0.178,0.020,0.0000,50.1
2.554,17.16,-0.01,-9.98,17.34,-0.02,0.00,321.0,230.9,111.1,222.2,1,9.6,0.182,0.021,0.0000,50.1
2.604,17.19,-0.01,-9.98,17.35,-0.02,0.00,320.9,231.4,111.1,222.2,1,8.6,0.172,0.019,0.0000,50.1
2.654,17.19,-0.01,-9.98,17.36,-0.02,0.00,321.0,231.1,111.1,222.2,1,9.3,0.178,0.019,0.0000,50.1
2.704,17.22,-0.01,-9.98,17.37,-0.02,0.00,320.9,231.5,111.1,222.2,1,8.5,0.170,0.018,0.0000,50.1
2.754,17.22,-0.01,-9.98,17.39,-0.02,0.00,320.9,231.2,111.1,222.2,1,9.2,0.176,0.018,0.0000,50.1
2.804,17.22,-0.01,-9.98,17.40,-0.02,0.00,321.0,230.6,111.1,222.2,1,9.9,0.188,0.019,0.0000,50.1
2.854,17.25,-0.01,-9.98,17.41,-0.02,0.00,320.9,230.8,111.1,222.2,1,9.2,0.184,0.018,0.0000,50.1
2.904,17.25,-0.01,-9.98,17.42,-0.02,0.00,321.0,230.4,111.1,222.2,1,9.9,0.191,0.019,0.0000,50.1
2.954,17.27,-0.01,-9.98,17.44,-0.02,0.00,320.9,230.7,111.1,222.2,1,9.3,0.186,0.018,0.0000,50.1
3.004,17.29,-0.01,-9.98,17.45,-0.02,0.00,320.8,231.2,111.1,222.2,1,8.7,0.176,0.016,0.0000,50.1
3.054,17.29,-0.01,-9.98,17.46,-0.02,0.00,320.8,230.9,111.1,222.2,1,9.4,0.182,0.017,0.0000,50.1
3.105,17.32,-0.01,-9.98,17.47,-0.02,0.00,320.8,231.1,111.1,222.2,1,8.9,0.177,0.016,0.0000,50.1
3.155,17.32,-0.01,-9.98,17.49,-0.02,0.00,320.8,230.8,111.1,222.2,1,9.6,0.185,0.016,0.0000,50.1
3.205,17.34,-0.01,-9.98,17.50,-0.02,0.00,320.8,230.9,111.1,222.2,1,9.0,0.181,0.016,0.0000,50.1
3.255,17.34,-0.01,-9.98,17.51,-0.02,0.00,320.8,230.6,111.1,222.2,1,9.7,0.189,0.017,0.0000,50.1
3.305,17.34,-0.01,-9.98,17.52,-0.02,0.00,320.9,229.9,111.1,222.2,1,10.4,0.201,0.018,0.0000,50.1
3.355,17.36,-0.01,-9.98,17.54,-0.02,0.00,320.9,230.1,111.1,222.2,1,9.9,0.199,0.018,0.0000,50.1
3.405,17.36,-0.01,-9.98,17.55,-0.02,0.00,321.0,229.6,111.1,222.2,1,10.6,0.207,0.019,0.0000,50.1
3.455,17.38,-0.01,-9.98,17.56,-0.02,0.00,320.9,229.8,111.1,222.2,1,10.2,0.204,0.019,0.0000,50.1
3.505,17.38,-0.01,-9.98,17.57,-0.02,0.00,321.0,229.4,111.1,222.2,1,10.9,0.212,0.020,0.0000,50.1
3.555,17.40,-0.01,-9.98,17.59,-0.02,0.00,321.0,229.5,111.1,222.2,1,10.4,0.209,0.020,0.0000,50.1
3.605,17.42,-0.01,-9.98,17.60,-0.02,0.00,321.0,229.9,111.1,222.2,1,9.9,0.202,0.019,0.0000,50.1
3.655,17.42,-0.01,-9.98,17.61,-0.02,0.00,321.0,229.6,111.1,222.2,1,10.6,0.209,0.020,0.0000,50.1
3.705,17.44,-0.01,-9.98,17.62,-0.02,0.00,321.0,229.8,111.1,222.2,1,10.2,0.205,0.020,0.0000,50.1
3.755,17.44,-0.01,-9.98,17.64,-0.02,0.00,321.1,229.4,111.1,222.2,1,10.9,0.213,0.021,0.0000,50.1
3.806,17.46,-0.01,-9.98,17.65,-0.02,0.00,321.1,229.5,111.1,222.2,1,10.4,0.209,0.021,0.0000,50.1
3.856,17.46,-0.01,-9.98,17.66,-0.02,0.00,321.1,229.1,111.1,222.2,1,11.1,0.217,0.022,0.0000,50.1
3.906,17.46,-0.01,-9.98,17.67,-0.02,0.00,321.2,228.5,111.1,222.2,1,11.8,0.229,0.024,0.0000,50.1
3.956,17.48,-0.01,-9.98,17.69,-0.02,0.00,321.2,228.6,111.1,222.2,1,11.3,0.227,0.024,0.0000,50.1
4.006,17.48,-0.01,-9.98,17.70,-0.02,0.00,321.3,228.2,111.1,222.2,1,12.0,0.236,0.025,0.0000,50.1
4.056,17.51,-0.01,-9.98,17.71,-0.02,0.00,321.3,228.4,111.1,222.2,1,11.5,0.232,0.025,0.0000,50.1
4.106,17.51,-0.01,-9.98,17.72,-0.02,0.00,321.3,228.0,111.1,222.2,1,12.2,0.240,0.027,0.0000,50.1
4.156,17.53,-0.01,-9.98,17.74,-0.02,0.00,321.3,228.2,111.1,222.2,1,11.7,0.236,0.027,0.0000,50.1
4.206,17.55,-0.01,-9.98,17.75,-0.02,0.00,321.3,228.6,111.1,222.2,1,11.2,0.228,0.026,0.0000,50.1
4.256,17.55,-0.01,-9.98,17.76,-0.02,0.00,321.3,228.3,111.1,222.2,1,11.9,0.233,0.027,0.0000,50.1
4.306,17.57,-0.01,-9.98,17.78,-0.02,0.00,321.3,228.6,111.1,222.2,1,11.3,0.228,0.027,0.0000,50.1
4.356,17.57,-0.01,-9.98,17.79,-0.02,0.00,321.4,228.2,111.1,222.2,1,12.0,0.236,0.028,0.0000,50.1
4.406,17.59,-0.01,-9.98,17.80,-0.02,0.00,321.4,228.5,111.1,222.2,1,11.4,0.231,0.028,0.0000,50.1
4.456,17.59,-0.01,-9.98,17.81,-0.02,0.00,321.4,228.1,111.1,222.2,1,12.1,0.238,0.029,0.0000,50.1
4.506,17.62,-0.01,-9.98,17.83,-0.02,0.00,321.4,228.4,111.1,222.2,1,11.6,0.233,0.028,0.0000,50.1
4.557,17.62,-0.01,-9.98,17.84,-0.02,0.00,321.5,228.0,111.1,222.2,1,12.3,0.240,0.029,0.0000,50.1
4.607,17.64,-0.01,-9.98,17.85,-0.02,0.00,321.5,228.3,111.1,222.2,1,11.7,0.235,0.029,0.0000,50.1
4.657,17.64,-0.01,-9.98,17.86,-0.02,0.00,321.5,227.9,111.1,222.2,1,12.4,0.242,0.030,0.0000,50.1
4.707,17.66,-0.01,-9.98,17.88,-0.02,0.00,321.5,228.1,111.1,222.2,1,11.8,0.237,0.030,0.0000,50.1
4.757,17.66,-0.01,-9.98,17.89,-0.02,0.00,321.5,227.8,111.1,222.2,1,12.5,0.244,0.031,0.0000,50.1
4.807,17.69,-0.02,-9.98,17.90,-0.02,0.00,321.5,228.0,111.1,222.2,1,11.9,0.239,0.030,0.0000,50.1
4.857,17.69,-0.02,-9.98,17.91,-0.02,0.00,321.6,227.7,111.1,222.2,1,12.6,0.246,0.031,0.0000,50.1
4.907,17.71,-0.02,-9.98,17.93,-0.02,0.00,321.5,228.0,111.1,222.2,1,12.0,0.241,0.031,0.0000,50.1
4.957,17.71,-0.02,-9.98,17.94,-0.02,0.00,321.6,227.6,111.1,222.2,1,12.7,0.248,0.031,0.0000,50.1
5.007,17.73,-0.02,-9.98,17.95,-0.02,0.00,321.5,227.9,111.1,222.2,1,12.0,0.242,0.031,0.0000,50.1
5.057,17.73,-0.02,-9.98,17.96,-0.02,0.00,321.6,227.5,111.1,222.2,1,12.7,0.249,0.032,0.0000,50.1
5.107,17.76,-0.02,-9.98,17.98,-0.02,0.00,321.6,227.8,111.1,222.2,1,12.1,0.244,0.031,0.0000,50.1
5.157,17.76,-0.02,-9.98,17.99,-0.02,0.00,321.6,227.5,111.1,222.2,1,12.8,0.251,0.032,0.0000,50.1
5.207,17.78,-0.02,-9.98,18.00,-0.02,0.00,321.6,227.8,111.1,222.2,1,12.1,0.245,0.031,0.0000,50.1
5.258,17.78,-0.02,-9.98,18.01,-0.02,0.00,321.6,227.4,111.1,222.2,1,12.8,0.251,0.032,0.0000,50.1
5.308,17.81,-0.02,-9.98,18.03,-0.02,0.00,321.6,227.7,111.1,222.2,1,12.2,0.245,0.031,0.0000,50.1
5.358,17.81,-0.02,-9.98,18.04,-0.02,0.00,321.6,227.4,111.1,222.2,1,12.9,0.252,0.032,0.0000,50.1
5.408,17.83,-0.02,-9.98,18.05,-0.02,0.00,321.6,227.7,111.1,222.2,1,12.2,0.246,0.031,0.0000,50.1
5.458,17.83,-0.02,-9.98,18.06,-0.02,0.00,321.6,227.4,111.1,222.2,1,12.9,0.252,0.032,0.0000,50.1
5.508,17.86,-0.02,-9.98,18.08,-0.02,0.00,321.6,227.7,111.1,222.2,1,12.2,0.246,0.032,0.0000,50.1
5.558,17.86,-0.02,-9.98,18.09,-0.02,0.00,321.6,227.3,111.1,222.2,1,12.9,0.253,0.032,0.0000,50.1
5.608,17.88,-0.02,-9.98,18.10,-0.02,0.00,321.6,227.6,111.1,222.2,1,12.3,0.247,0.032,0.0000,50.1
5.658,17.88,-0.02,-9.98,18.11,-0.02,0.00,321.6,227.3,111.1,222.2,1,13.0,0.254,0.033,0.0000,50.1
5.708,17.90,-0.02,-9.98,18.13,-0.02,0.00,321.6,227.6,111.1,222.2,1,12.3,0.248,0.032,0.0000,50.1
5.758,17.90,-0.02,-9.98,18.14,-0.02,0.00,321.6,227.3,111.1,222.2,1,13.0,0.254,0.033,0.0000,50.1
5.808,17.93,-0.02,-9.98,18.15,-0.02,0.00,321.6,227.6,111.1,222.2,1,12.3,0.248,0.032,0.0000,50.1
5.858,17.93,-0.02,-9.98,18.16,-0.02,0.00,321.6,227.2,111.1,222.2,1,13.0,0.255,0.033,0.0000,50.1
5.908,17.95,-0.02,-9.98,18.18,-0.02,0.00,321.6,227.6,111.1,222.2,1,12.4,0.249,0.032,0.0000,50.1
5.959,17.95,-0.02,-9.98,18.19,-0.02,0.00,321.6,227.2,111.1,222.2,1,13.1,0.256,0.033,0.0000,50.1
6.009,17.98,-0.02,-9.98,18.20,-0.02,0.00,321.6,227.5,111.1,222.2,1,12.4,0.249,0.032,0.0000,50.1
6.059,17.98,-0.02,-9.98,18.21,-0.02,0.00,321.7,227.2,111.1,222.2,1,13.1,0.256,0.033,0.0000,50.1
6.109,18.00,-0.02,-9.98,18.23,-0.02,0.00,321.6,227.5,111.1,222.2,1,12.4,0.250,0.032,0.0000,50.1
6.159,18.00,-0.02,-9.98,18.24,-0.02,0.00,321.7,227.2,111.1,222.2,1,13.1,0.256,0.033,0.0000,50.1
6.209,18.03,-0.02,-9.98,18.25,-0.02,0.00,321.7,227.5,111.1,222.2,1,12.4,0.250,0.033,0.0000,50.3
6.259,18.03,-0.02,-9.98,18.26,-0.02,0.00,321.7,227.2,111.1,222.2,1,13.1,0.256,0.034,0.0000,50.1
6.309,18.05,-0.02,-9.98,18.28,-0.02,0.00,321.7,227.5,111.1,222.2,1,12.4,0.250,0.034,0.0000,50.1
6.360,18.05,-0.02,-9.98,18.29,-0.02,0.00,321.7,227.2,111.1,222.2,1,13.1,0.256,0.035,0.0000,50.3
6.410,18.08,-0.02,-9.98,18.30,-0.02,0.00,321.7,227.5,111.1,222.2,1,12.4,0.250,0.035,0.0000,50.1
6.460,18.08,-0.02,-9.98,18.31,-0.02,0.00,321.8,227.2,111.1,222.2,1,13.1,0.256,0.036,0.0000,50.1
6.510,18.10,-0.02,-9.98,18.33,-0.02,0.00,321.8,227.5,111.1,222.2,1,12.4,0.249,0.035,0.0000,50.1
6.560,18.10,-0.02,-9.98,18.34,-0.02,0.00,321.8,227.2,111.1,222.2,1,13.1,0.256,0.036,0.0000,50.1
