t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.00,0.00,-10.00,204.67,0.01,-0.03,,,,,,,0.000,0.000,0.0000,0.0
0.096,0.00,0.00,-10.00,204.67,0.01,-0.03,,,,,,,0.000,0.000,0.0000,96.2
0.146,0.00,0.00,-10.00,204.67,0.01,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.196,0.00,0.00,-10.00,204.67,0.01,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.246,0.00,0.00,-10.00,204.67,0.01,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.296,0.00,0.00,-10.00,204.75,0.01,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.346,0.00,0.00,-10.00,204.75,0.01,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.397,0.00,0.00,-10.00,204.75,0.01,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.447,0.00,0.00,-10.00,204.75,0.01,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.497,0.00,0.00,-10.00,204.84,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.547,0.00,0.00,-10.00,204.84,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.597,0.00,0.00,-10.00,204.84,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.647,0.00,0.00,-10.00,204.84,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.697,0.00,0.00,-10.00,204.96,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.747,0.00,0.00,-10.00,204.96,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.797,0.00,0.00,-10.00,204.96,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.847,0.00,0.00,-10.00,204.96,0.02,-0.03,,,,,,,0.000,0.000,0.0000,50.1
0.897,0.00,0.00,-10.00,205.10,0.03,-0.04,,,,,,,0.000,0.000,0.0000,50.1
0.947,0.00,0.00,-10.00,205.10,0.03,-0.04,,,,,,,0.000,0.000,0.0000,50.1
0.997,0.00,0.00,-10.00,205.10,0.03,-0.04,,,,,,,0.000,0.000,0.0000,50.1
1.047,0.00,0.00,-10.00,205.10,0.03,-0.04,,,,,,,0.000,0.000,0.0000,50.1
1.098,0.00,0.00,-10.00,205.26,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.148,0.00,0.00,-10.00,205.26,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.198,0.00,0.00,-10.00,205.26,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.248,0.00,0.00,-10.00,205.26,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.298,0.00,0.00,-10.00,205.44,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.348,0.00,0.00,-10.00,205.44,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.398,0.00,0.00,-10.00,205.44,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.448,0.00,0.00,-10.00,205.44,0.04,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.498,0.00,0.00,-10.00,205.63,0.05,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.548,0.00,0.00,-10.00,205.63,0.05,-0.05,,,,,,,0.000,0.000,0.0000,50.1
1.598,0.00,0.00,-10.00,205.63,0.05,-0.05,,,,,,,0.000,0.000,0.0000,50.1
