t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,oracle_cx,oracle_cy,oracle_w,oracle_h,det_bbox_cx,det_bbox_cy,det_new,track_cx,track_cy,track_w,track_h,track_id,pix_err_vs_oracle,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.01,-0.01,-8.69,0.51,-0.01,0.00,320.0,208.1,127.6,255.2,,,0,,,,,,,0.000,0.000,0.0000,0.0
0.102,0.01,-0.01,-8.81,0.54,-0.01,0.00,324.1,207.1,125.8,251.7,,,0,,,,,,,0.000,0.000,0.0000,102.0
0.152,0.01,-0.01,-8.81,0.55,-0.01,0.00,324.2,206.3,125.8,251.7,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.202,0.01,-0.01,-8.92,0.56,-0.01,0.00,324.2,205.9,124.2,248.5,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.252,0.01,-0.01,-8.92,0.58,-0.01,0.00,324.3,205.2,124.2,248.5,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.302,0.01,-0.01,-9.03,0.59,-0.01,0.00,324.3,204.7,122.8,245.5,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.352,0.01,-0.01,-9.03,0.60,-0.01,0.00,324.4,204.0,122.8,245.5,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.402,0.01,-0.01,-9.13,0.61,-0.01,0.00,324.4,203.5,121.4,242.9,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.452,0.01,-0.01,-9.13,0.63,-0.01,0.00,324.4,202.8,121.4,242.9,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.502,0.01,-0.01,-9.22,0.64,-0.01,0.00,324.5,202.3,120.3,240.6,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.553,0.01,-0.01,-9.22,0.65,-0.01,0.00,324.6,201.6,120.3,240.6,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.603,0.01,-0.01,-9.29,0.66,-0.01,0.00,324.6,201.1,119.3,238.5,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.653,0.01,-0.01,-9.29,0.68,-0.01,0.00,324.7,200.4,119.3,238.5,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.703,0.01,-0.01,-9.36,0.69,-0.01,0.00,324.7,199.9,118.4,236.8,,,0,,,,,,,0.000,0.000,0.0000,50.1
0.753,0.01,-0.01,-9.36,0.70,-0.01,0.00,324.8,199.2,118.4,236.8,,,0,,,,,,,0.000,0.000,0.0000,50.0
