t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.00,0.00,-10.00,3.00,0.00,0.00,320.0,92.3,110.9,184.6,1,147.7,2.954,0.000,0.0000,0.0
0.064,0.00,0.00,-10.00,3.13,0.00,0.00,320.0,89.2,110.9,178.3,1,150.8,3.000,0.000,0.0000,64.5
0.115,0.00,0.00,-10.00,3.23,0.00,0.00,320.0,86.4,110.9,172.9,1,153.6,3.000,0.000,0.0000,50.1
0.165,0.00,0.00,-10.00,3.33,0.00,0.00,320.0,83.5,110.9,167.1,1,156.5,3.000,0.000,0.0000,50.1
0.215,0.00,0.00,-10.00,3.43,0.00,0.00,320.0,80.6,110.9,161.3,1,159.4,3.000,0.000,0.0000,50.1
0.265,0.00,0.00,-10.00,3.53,0.00,0.00,320.0,77.8,110.9,155.6,1,162.2,3.000,0.000,0.0000,50.1
0.315,0.00,0.00,-10.00,3.63,0.00,0.00,320.0,75.0,110.9,150.0,1,165.0,3.000,0.000,0.0000,50.1
0.365,0.00,0.00,-10.00,3.73,0.00,0.00,320.0,72.2,110.9,144.3,1,167.8,3.000,0.000,0.0000,50.1
0.415,0.00,0.00,-10.00,3.83,0.00,0.00,320.0,69.4,110.9,138.7,1,170.6,3.000,0.000,0.0000,50.1
0.465,0.00,0.00,-10.00,3.93,0.00,0.00,320.0,66.6,110.9,133.2,1,173.4,3.000,0.000,0.0000,50.1
0.516,0.00,0.00,-10.00,4.03,0.00,0.00,320.0,63.8,110.9,127.6,1,176.2,3.000,0.000,0.0000,50.4
0.566,0.00,0.00,-10.00,4.13,0.00,0.00,320.0,61.0,110.9,122.0,1,179.0,3.000,0.000,0.0000,50.1
0.616,0.00,0.00,-10.00,4.23,0.00,0.00,320.0,58.2,110.9,116.4,1,181.8,3.000,0.000,0.0000,50.1
0.666,0.00,0.00,-10.00,4.33,0.00,0.00,320.0,55.4,110.9,110.8,1,184.6,3.000,0.000,0.0000,50.1
0.716,0.00,0.00,-10.00,4.43,0.00,0.00,320.0,52.6,110.9,105.3,1,187.4,3.000,0.000,0.0000,50.1
0.766,0.00,0.00,-10.00,4.53,0.00,0.00,320.0,49.9,110.9,99.7,1,190.1,3.000,0.000,0.0000,50.1
0.816,0.00,0.00,-10.00,4.63,0.00,0.00,320.0,47.1,110.9,94.2,1,192.9,3.000,0.000,0.0000,50.1
