t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,36.89,-13.40,-9.98,3.00,0.00,0.00,,,,,,,0.000,0.000,0.0000,0.0
0.060,36.89,-13.40,-9.98,3.03,0.00,0.00,,,,,,,0.000,0.000,0.0000,59.9
0.110,36.89,-13.40,-9.98,3.05,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.160,36.89,-13.40,-9.98,3.08,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.210,36.89,-13.40,-9.98,3.11,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.260,36.89,-13.40,-9.98,3.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.310,36.89,-13.40,-9.98,3.16,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.360,36.89,-13.40,-9.98,3.18,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.410,36.89,-13.40,-9.98,3.21,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.460,36.89,-13.40,-9.98,3.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.510,36.89,-13.40,-9.98,3.26,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.561,36.89,-13.40,-9.98,3.28,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.611,36.89,-13.40,-9.98,3.31,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.661,36.89,-13.40,-9.98,3.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.711,36.89,-13.40,-9.98,3.36,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.761,36.89,-13.40,-9.98,3.38,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.811,36.89,-13.40,-9.98,3.41,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.2
0.861,36.89,-13.40,-9.98,3.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.911,36.89,-13.40,-9.98,3.46,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.961,36.89,-13.40,-9.98,3.48,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.011,36.89,-13.40,-9.98,3.51,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.061,36.89,-13.40,-9.98,3.53,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.111,36.89,-13.40,-9.98,3.56,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.161,36.89,-13.40,-9.98,3.58,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.212,36.89,-13.40,-9.98,3.61,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.262,36.89,-13.40,-9.98,3.63,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.312,36.89,-13.40,-9.98,3.66,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.362,36.89,-13.40,-9.98,3.68,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.0
1.412,36.89,-13.40,-9.98,3.71,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.462,36.89,-13.40,-9.98,3.73,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.512,36.89,-13.40,-9.98,3.76,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.562,36.89,-13.40,-9.98,3.78,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.612,36.89,-13.40,-9.98,3.81,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.662,36.89,-13.40,-9.98,3.83,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.712,36.89,-13.40,-9.98,3.86,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.762,36.89,-13.40,-9.98,3.88,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.812,36.89,-13.40,-9.98,3.91,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.862,36.89,-13.40,-9.98,3.93,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.912,36.89,-13.40,-9.98,3.96,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.963,36.89,-13.40,-9.98,3.98,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.013,36.89,-13.40,-9.98,4.01,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.063,36.89,-13.40,-9.98,4.03,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.113,36.89,-13.40,-9.98,4.06,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.163,36.89,-13.40,-9.98,4.08,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.213,36.89,-13.40,-9.98,4.11,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.263,36.89,-13.40,-9.98,4.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.313,36.89,-13.40,-9.98,4.16,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.363,36.89,-13.40,-9.98,4.18,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.413,36.89,-13.40,-9.98,4.21,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.463,36.89,-13.40,-9.98,4.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.513,36.89,-13.40,-9.98,4.26,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.563,36.89,-13.40,-9.98,4.28,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.613,36.89,-13.40,-9.98,4.31,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.663,36.89,-13.40,-9.98,4.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.714,36.89,-13.40,-9.98,4.36,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.764,36.89,-13.40,-9.98,4.38,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.814,36.89,-13.40,-9.98,4.41,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.864,36.89,-13.40,-9.98,4.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.0
2.914,36.89,-13.40,-9.98,4.46,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
2.964,36.89,-13.40,-9.98,4.48,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.014,36.89,-13.40,-9.98,4.51,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.064,36.89,-13.40,-9.98,4.53,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.114,36.89,-13.40,-9.98,4.56,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.164,36.89,-13.40,-9.98,4.58,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.214,36.89,-13.40,-9.98,4.61,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.264,36.89,-13.40,-9.98,4.63,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.314,36.89,-13.40,-9.98,4.66,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.364,36.89,-13.40,-9.98,4.68,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.414,36.89,-13.40,-9.98,4.71,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.465,36.89,-13.40,-9.98,4.73,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.515,36.89,-13.40,-9.98,4.76,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.565,36.89,-13.40,-9.98,4.78,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.615,36.89,-13.40,-9.98,4.81,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.665,36.89,-13.40,-9.98,4.83,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.715,36.89,-13.40,-9.98,4.86,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.765,36.89,-13.40,-9.98,4.88,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.2
3.815,36.89,-13.40,-9.98,4.91,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.865,36.89,-13.40,-9.98,4.93,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.915,36.89,-13.40,-9.98,4.96,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
3.965,36.89,-13.40,-9.98,4.98,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.015,36.89,-13.40,-9.98,5.01,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.065,36.89,-13.40,-9.98,5.03,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.116,36.89,-13.40,-9.98,5.06,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.166,36.89,-13.40,-9.98,5.08,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.216,36.89,-13.40,-9.98,5.11,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.266,36.89,-13.40,-9.98,5.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.316,36.89,-13.40,-9.98,5.16,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.366,36.89,-13.40,-9.98,5.18,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.416,36.89,-13.40,-9.98,5.21,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.466,36.89,-13.40,-9.98,5.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.516,36.89,-13.40,-9.98,5.26,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.566,36.89,-13.41,-9.98,5.28,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.616,36.89,-13.41,-9.98,5.31,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.666,36.89,-13.41,-9.98,5.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.716,36.89,-13.41,-9.98,5.36,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.766,36.89,-13.41,-9.98,5.38,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.816,36.89,-13.41,-9.98,5.41,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.867,36.89,-13.41,-9.98,5.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.917,36.89,-13.41,-9.98,5.46,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
4.967,36.89,-13.41,-9.98,5.48,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.017,36.89,-13.41,-9.98,5.51,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.067,36.89,-13.41,-9.98,5.53,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.117,36.89,-13.41,-9.98,5.56,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.167,36.89,-13.41,-9.98,5.58,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.217,36.89,-13.41,-9.98,5.61,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.267,36.89,-13.41,-9.98,5.63,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.317,36.89,-13.41,-9.98,5.66,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.367,36.89,-13.41,-9.98,5.68,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.417,36.89,-13.41,-9.98,5.71,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.467,36.89,-13.41,-9.98,5.73,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.517,36.89,-13.41,-9.98,5.76,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.568,36.89,-13.41,-9.98,5.78,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.618,36.89,-13.41,-9.98,5.81,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.668,36.89,-13.41,-9.98,5.83,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.718,36.89,-13.41,-9.98,5.86,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.768,36.89,-13.41,-9.98,5.88,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.818,36.89,-13.41,-9.98,5.91,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.868,36.89,-13.40,-9.98,5.93,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.918,36.89,-13.40,-9.98,5.96,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
5.968,36.89,-13.40,-9.98,5.98,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.018,36.89,-13.40,-9.98,6.01,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.068,36.89,-13.40,-9.98,6.03,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.118,36.89,-13.40,-9.98,6.06,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.169,36.89,-13.40,-9.98,6.08,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.219,36.89,-13.40,-9.98,6.11,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.269,36.89,-13.40,-9.98,6.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.319,36.89,-13.40,-9.98,6.16,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.369,36.89,-13.40,-9.98,6.18,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.419,36.89,-13.40,-9.98,6.21,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.469,36.89,-13.40,-9.98,6.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.519,36.89,-13.40,-9.98,6.26,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.569,36.89,-13.40,-9.98,6.28,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.619,36.89,-13.40,-9.98,6.31,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.669,36.89,-13.40,-9.98,6.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.719,36.89,-13.40,-9.98,6.36,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.769,36.89,-13.40,-9.98,6.38,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.819,36.89,-13.40,-9.98,6.41,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.870,36.89,-13.40,-9.98,6.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.920,36.89,-13.40,-9.98,6.46,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
6.970,36.89,-13.40,-9.98,6.48,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.020,36.89,-13.40,-9.98,6.51,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.070,36.89,-13.40,-9.98,6.53,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.120,36.89,-13.40,-9.98,6.56,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.170,36.89,-13.40,-9.98,6.58,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.220,36.89,-13.40,-9.98,6.61,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.270,36.89,-13.40,-9.98,6.64,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.320,36.89,-13.40,-9.98,6.66,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.370,36.89,-13.40,-9.98,6.69,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.420,36.89,-13.40,-9.98,6.71,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.470,36.89,-13.40,-9.98,6.74,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.520,36.89,-13.40,-9.98,6.76,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.570,36.89,-13.40,-9.98,6.79,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.621,36.89,-13.40,-9.98,6.81,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.671,36.89,-13.40,-9.98,6.84,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.721,36.89,-13.40,-9.98,6.86,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.771,36.89,-13.40,-9.98,6.89,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.821,36.89,-13.40,-9.98,6.91,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.871,36.89,-13.40,-9.98,6.94,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.921,36.89,-13.40,-9.98,6.96,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
7.971,36.89,-13.40,-9.98,6.99,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
8.021,36.89,-13.40,-9.98,7.01,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
8.071,36.88,-13.40,-9.98,7.04,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
8.121,36.88,-13.40,-9.98,7.06,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
