seq,tid,n_frames,n_labeled,mean_iou,iou_at_25,iou_at_50,id_consistency,pred_absent_frac,n_gaps,n_recovered,wall_s,fps
uav0000239_03720_v,75,300,69,0.8174967405212944,1.0,1.0,1.0,0.0,1,0,15.0,19.99
uav0000239_12336_v,72,300,300,0.7629037275252034,1.0,0.9966666666666667,1.0,0.0,0,0,15.03,19.96
uav0000239_12336_v,87,157,95,0.09366080973111478,0.18947368421052632,0.10526315789473684,0.20930232558139536,0.06315789473684211,1,0,8.04,19.52
uav0000243_00001_v,25,300,300,0.727287724460671,1.0,0.9433333333333334,1.0,0.0,0,0,15.05,19.94
uav0000243_00001_v,158,300,300,0.71281114183341,0.86,0.8566666666666667,1.0,0.0,0,0,15.05,19.93
uav0000244_01440_v,125,300,300,0.7154417276343381,1.0,1.0,1.0,0.0,0,0,13.65,21.97
uav0000244_01440_v,100,300,259,0.6837877421543087,1.0,0.9498069498069498,1.0,0.0,1,0,12.79,23.45
uav0000248_00001_v,2,300,300,0.7483332070885332,1.0,1.0,1.0,0.0,0,0,15.25,19.67
uav0000248_00001_v,91,300,300,0.8152300146253367,1.0,1.0,1.0,0.0,0,0,15.19,19.75
uav0000249_00001_v,145,300,300,0.6076988535602773,0.9966666666666667,0.7766666666666666,1.0,0.0,0,0,13.86,21.64
uav0000249_00001_v,125,300,294,0.2609843719994335,0.3843537414965986,0.29931972789115646,0.36054421768707484,0.0,1,0,12.86,23.32
uav0000249_02688_v,13,244,244,0.7240210192185983,1.0,0.9467213114754098,1.0,0.0,0,0,10.25,23.8
uav0000249_02688_v,14,210,202,0.680142955131352,0.995049504950495,0.9405940594059405,1.0,0.0,1,1,9.06,23.17
uav0000263_03289_v,37,300,300,0.810446293270234,0.96,0.95,1.0,0.0,0,0,12.75,23.53
uav0000263_03289_v,17,300,300,0.7206126000291494,1.0,0.8833333333333333,1.0,0.0,0,0,12.89,23.28
uav0000264_02760_v,4,300,300,0.6131330365707742,0.9766666666666667,0.8133333333333334,1.0,0.0,0,0,13.2,22.73
uav0000264_02760_v,39,300,292,0.0063389203824342905,0.0,0.0,0.0,0.10616438356164383,1,0,13.41,22.37
uav0000266_03598_v,13,300,300,0.8270944666040319,1.0,1.0,1.0,0.0,0,0,13.4,22.39
uav0000266_03598_v,18,300,161,0.025090231224681334,0.049689440993788817,0.006211180124223602,1.0,0.0,1,0,13.28,22.58
uav0000266_04830_v,0,116,116,0.4643376044922367,0.646551724137931,0.5,1.0,0.1206896551724138,0,0,5.09,22.81
uav0000266_04830_v,3,116,116,0.6782013124409154,1.0,1.0,0.896551724137931,0.0,0,0,5.1,22.74
uav0000268_05773_v,8,300,300,0.46528841693535666,1.0,0.32666666666666666,0.6966666666666667,0.0,0,0,12.98,23.12
uav0000268_05773_v,31,300,149,0.0013631775645456734,0.0,0.0,0.1,0.0,1,0,13.05,22.98
uav0000270_00001_v,9,300,300,0.6940554770102364,1.0,0.9766666666666667,1.0,0.0,0,0,12.82,23.41
uav0000270_00001_v,35,300,288,0.7307328637811563,1.0,0.9236111111111112,1.0,0.0,1,1,12.62,23.77
uav0000273_00001_v,35,300,300,0.028495727529359745,0.03,0.0033333333333333335,0.0898876404494382,0.0,0,0,12.61,23.78
uav0000273_00001_v,18,300,56,0.5790947092838713,0.9464285714285714,0.7857142857142857,1.0,0.0,1,0,12.72,23.58
uav0000278_00001_v,203,300,300,0.17812314879933175,0.2633333333333333,0.14333333333333334,0.34657039711191334,0.0,0,0,14.77,20.31
uav0000278_00001_v,184,300,280,0.7409973652930678,1.0,0.9642857142857143,0.9821428571428571,0.0,1,1,14.63,20.5
uav0000279_00001_v,22,300,300,0.03348236318168139,0.07,0.01,0.06164383561643835,0.0,0,0,13.45,22.3
uav0000279_00001_v,167,300,242,0.5051498623211051,0.8347107438016529,0.5743801652892562,0.8791666666666667,0.0,1,0,13.45,22.31
uav0000281_00460_v,10,300,300,0.6950285801550223,1.0,0.9933333333333333,1.0,0.0,0,0,14.46,20.74
uav0000281_00460_v,76,300,223,0.6505868980571075,1.0,0.9775784753363229,0.8878923766816144,0.0,1,1,15.01,19.99
