t_s,state,copter_n,copter_e,copter_d,rover_n,rover_e,in_fov,occluded,bbox_cx,bbox_cy,px_err,vx_cmd,vy_cmd
25.94,CARRY,6.79,-0.01,-9.48,7.0,-0.01,1,0,321.1,227.9,12.1,0.242,0.022
25.99,CARRY,6.79,-0.01,-9.48,7.01,-0.01,1,0,321.2,227.2,12.9,0.256,0.024
26.04,CARRY,6.82,-0.01,-9.48,7.02,-0.01,1,0,321.1,227.9,12.1,0.242,0.022
26.09,CARRY,6.82,-0.01,-9.48,7.04,-0.01,1,0,321.2,227.2,12.9,0.256,0.024
26.14,CARRY,6.84,-0.01,-9.48,7.05,-0.01,1,0,321.1,227.9,12.1,0.242,0.023
26.19,CARRY,6.84,-0.01,-9.48,7.06,-0.01,1,0,321.2,227.2,12.9,0.256,0.024
26.24,CARRY,6.87,-0.01,-9.48,7.07,-0.01,1,0,321.1,227.9,12.2,0.242,0.023
26.29,CARRY,6.87,-0.01,-9.48,7.09,-0.01,1,0,321.2,227.2,12.9,0.257,0.025
26.34,CARRY,6.89,-0.01,-9.48,7.1,-0.01,1,0,321.2,227.9,12.2,0.243,0.023
26.39,CARRY,6.89,-0.01,-9.48,7.11,-0.01,1,0,321.3,227.1,12.9,0.257,0.025
26.44,CARRY,6.92,-0.01,-9.48,7.12,-0.01,1,0,321.2,227.9,12.2,0.243,0.024
26.49,CARRY,6.92,-0.01,-9.48,7.14,-0.01,1,0,321.3,227.1,12.9,0.257,0.025
26.54,CARRY,6.94,-0.01,-9.48,7.15,-0.01,1,0,321.2,227.9,12.2,0.243,0.024
26.59,CARRY,6.94,-0.01,-9.48,7.16,-0.01,1,0,321.3,227.1,12.9,0.257,0.026
26.64,CARRY,6.97,-0.01,-9.48,7.17,-0.01,1,0,321.2,227.9,12.2,0.242,0.025
26.69,CARRY,6.97,-0.01,-9.48,7.19,-0.01,1,0,321.3,227.2,12.9,0.257,0.026
26.74,CARRY,6.99,-0.01,-9.48,7.2,-0.01,1,0,321.3,227.9,12.2,0.242,0.025
26.79,CARRY,6.99,-0.01,-9.48,7.21,-0.01,1,0,321.3,227.2,12.9,0.257,0.027
26.84,CARRY,7.02,-0.01,-9.48,7.22,-0.01,1,0,321.3,227.9,12.2,0.242,0.026
26.89,CARRY,7.02,-0.01,-9.48,7.24,-0.01,1,0,321.4,227.2,12.9,0.256,0.027
26.94,CARRY,7.04,-0.01,-9.48,7.25,-0.01,1,0,321.3,227.9,12.1,0.242,0.026
26.99,CARRY,7.04,-0.01,-9.48,7.26,-0.01,1,0,321.4,227.2,12.9,0.256,0.028
27.04,CARRY,7.07,-0.01,-9.48,7.27,-0.01,1,0,321.3,227.9,12.1,0.241,0.027
27.09,CARRY,7.07,-0.01,-9.48,7.29,-0.01,1,0,321.4,227.2,12.9,0.256,0.029
27.14,CARRY,7.09,-0.01,-9.48,7.3,-0.01,1,0,321.4,228.0,12.1,0.241,0.027
27.19,CARRY,7.09,-0.01,-9.48,7.31,-0.01,1,0,321.5,227.2,12.8,0.255,0.029
27.24,CARRY,7.12,-0.01,-9.48,7.32,-0.01,1,0,321.4,228.0,12.1,0.241,0.028
27.29,CARRY,7.12,-0.01,-9.48,7.34,-0.01,1,0,321.5,227.2,12.8,0.255,0.03
27.34,CARRY,7.14,-0.01,-9.48,7.35,-0.01,1,0,321.4,228.0,12.1,0.241,0.028
27.39,CARRY,7.14,-0.01,-9.48,7.36,-0.01,1,0,321.5,227.2,12.8,0.255,0.03
27.44,CARRY,7.17,-0.01,-9.48,7.37,-0.01,1,0,321.5,228.0,12.1,0.241,0.029
27.49,CARRY,7.17,-0.01,-9.48,7.39,-0.01,1,0,321.5,227.2,12.9,0.255,0.031
27.54,CARRY,7.19,-0.01,-9.48,7.4,-0.01,1,0,321.5,228.0,12.1,0.241,0.03
27.59,CARRY,7.19,-0.01,-9.48,7.41,-0.01,1,0,321.6,227.2,12.9,0.255,0.032
27.64,CARRY,7.22,-0.02,-9.48,7.42,-0.01,1,0,321.5,228.0,12.1,0.241,0.031
27.69,CARRY,7.22,-0.02,-9.48,7.44,-0.01,1,0,321.6,227.2,12.9,0.255,0.032
27.74,CARRY,7.24,-0.02,-9.48,7.45,-0.01,1,0,321.6,228.0,12.1,0.241,0.031
27.79,CARRY,7.24,-0.02,-9.48,7.46,-0.01,1,0,321.7,227.2,12.9,0.255,0.033
27.84,CARRY,7.27,-0.02,-9.48,7.47,-0.01,1,0,321.6,228.0,12.2,0.241,0.032
27.89,CARRY,7.27,-0.02,-9.48,7.49,-0.01,1,0,321.7,227.2,12.9,0.255,0.034
27.94,CARRY,7.29,-0.02,-9.48,7.5,-0.01,1,0,321.6,227.9,12.2,0.241,0.033
27.99,CARRY,7.29,-0.02,-9.48,7.51,-0.01,1,0,321.7,227.2,12.9,0.256,0.035
28.04,CARRY,7.32,-0.02,-9.48,7.52,-0.01,1,0,321.7,227.9,12.2,0.241,0.033
28.09,CARRY,7.32,-0.02,-9.48,7.54,-0.01,1,0,321.8,227.2,12.9,0.256,0.035
28.14,CARRY,7.34,-0.02,-9.48,7.55,-0.01,1,0,321.7,227.9,12.2,0.241,0.034
28.19,CARRY,7.34,-0.02,-9.48,7.56,-0.01,1,0,321.8,227.2,12.9,0.256,0.036
28.24,CARRY,7.37,-0.02,-9.48,7.57,-0.01,1,0,321.7,228.0,12.2,0.241,0.034
28.29,CARRY,7.37,-0.02,-9.48,7.59,-0.01,1,0,321.8,227.2,12.9,0.255,0.036
28.34,CARRY,7.39,-0.02,-9.48,7.6,-0.01,1,0,321.7,227.9,12.2,0.241,0.034
28.39,CARRY,7.39,-0.02,-9.48,7.61,-0.01,1,0,321.8,227.2,12.9,0.256,0.036
28.44,CARRY,7.42,-0.02,-9.48,7.62,-0.01,1,0,321.7,228.0,12.2,0.241,0.035
28.49,CARRY,7.42,-0.02,-9.48,7.64,-0.01,1,0,321.8,227.2,12.9,0.255,0.036
28.54,CARRY,7.44,-0.02,-9.48,7.65,-0.01,1,0,321.7,228.0,12.1,0.24,0.035
28.59,CARRY,7.44,-0.02,-9.48,7.66,-0.01,1,0,321.8,227.3,12.9,0.255,0.037
28.64,CARRY,7.47,-0.02,-9.48,7.67,-0.01,1,0,321.8,228.0,12.1,0.24,0.035
28.69,CARRY,7.47,-0.02,-9.48,7.69,-0.01,1,0,321.9,227.3,12.9,0.255,0.037
28.74,CARRY,7.49,-0.02,-9.48,7.7,-0.01,1,0,321.8,228.0,12.1,0.24,0.036
28.79,CARRY,7.49,-0.02,-9.48,7.71,-0.01,1,0,321.9,227.3,12.8,0.254,0.038
28.84,CARRY,7.52,-0.02,-9.48,7.72,-0.01,1,0,321.8,228.0,12.1,0.239,0.037
28.89,CARRY,7.52,-0.02,-9.48,7.74,-0.01,1,0,321.9,227.3,12.8,0.254,0.038
28.94,CARRY,7.54,-0.02,-9.48,7.75,-0.01,1,0,321.9,228.1,12.1,0.239,0.037
28.99,CARRY,7.54,-0.02,-9.48,7.76,-0.01,1,0,321.9,227.3,12.8,0.253,0.039
29.04,CARRY,7.57,-0.02,-9.48,7.77,-0.01,1,0,321.9,228.1,12.1,0.239,0.038
29.09,CARRY,7.57,-0.02,-9.48,7.79,-0.01,1,0,322.0,227.3,12.8,0.253,0.039
29.14,CARRY,7.59,-0.02,-9.48,7.8,-0.01,1,0,321.9,228.0,12.1,0.239,0.038
29.19,CARRY,7.59,-0.02,-9.48,7.81,-0.01,1,0,322.0,227.3,12.8,0.254,0.04
29.24,CARRY,7.62,-0.02,-9.48,7.82,-0.01,1,0,321.9,228.1,12.1,0.239,0.038
29.29,CARRY,7.62,-0.02,-9.48,7.84,-0.01,1,0,322.0,227.3,12.8,0.253,0.04
29.34,CARRY,7.64,-0.02,-9.48,7.85,-0.01,1,0,321.9,228.1,12.1,0.239,0.038
29.39,CARRY,7.64,-0.02,-9.48,7.86,-0.01,1,0,322.0,227.3,12.8,0.253,0.04
29.44,CARRY,7.67,-0.02,-9.48,7.87,-0.01,1,0,321.9,228.0,12.1,0.239,0.038
29.49,CARRY,7.67,-0.02,-9.48,7.89,-0.01,1,0,322.0,227.3,12.8,0.254,0.04
29.54,CARRY,7.69,-0.02,-9.48,7.9,-0.01,1,0,321.9,228.0,12.1,0.239,0.038
29.59,CARRY,7.69,-0.02,-9.48,7.91,-0.01,1,0,322.0,227.3,12.9,0.254,0.04
29.64,CARRY,7.72,-0.02,-9.48,7.92,-0.01,1,0,321.9,228.0,12.1,0.24,0.038
29.69,CARRY,7.72,-0.02,-9.48,7.94,-0.01,1,0,322.0,227.3,12.9,0.254,0.04
29.74,CARRY,7.74,-0.02,-9.48,7.95,-0.01,1,0,321.9,228.0,12.1,0.24,0.038
29.79,CARRY,7.74,-0.02,-9.48,7.96,-0.01,1,0,322.0,227.3,12.9,0.254,0.039
29.84,CARRY,7.77,-0.02,-9.48,7.97,-0.01,1,0,321.9,228.0,12.1,0.24,0.037
29.89,CARRY,7.77,-0.02,-9.48,7.99,-0.01,1,0,321.9,227.3,12.9,0.255,0.039
29.94,CARRY,7.79,-0.02,-9.48,8.0,-0.01,1,0,321.8,228.0,12.1,0.24,0.036
29.99,CARRY,7.79,-0.02,-9.48,8.01,-0.01,1,0,321.9,227.3,12.9,0.255,0.038
30.04,CARRY,7.82,-0.02,-9.48,8.02,-0.01,1,1,,,,0.0,0.0
30.09,CARRY,7.82,-0.02,-9.48,8.04,-0.01,1,1,,,,0.0,0.0
30.14,CARRY,7.84,-0.02,-9.48,8.05,-0.01,1,1,,,,0.0,0.0
30.19,CARRY,7.84,-0.02,-9.48,8.06,-0.01,1,1,,,,0.0,0.0
30.24,CARRY,7.87,-0.02,-9.48,8.07,-0.01,1,1,,,,0.0,0.0
30.29,CARRY,7.87,-0.02,-9.48,8.09,-0.01,1,1,,,,0.0,0.0
30.34,CARRY,7.89,-0.02,-9.48,8.1,-0.01,1,1,,,,0.0,0.0
30.39,CARRY,7.89,-0.02,-9.48,8.11,-0.01,1,1,,,,0.0,0.0
30.44,CARRY,7.91,-0.02,-9.48,8.12,-0.01,1,1,,,,0.0,0.0
30.49,CARRY,7.91,-0.02,-9.48,8.14,-0.01,1,1,,,,0.0,0.0
30.54,CARRY,7.92,-0.02,-9.48,8.15,-0.01,1,1,,,,0.0,0.0
30.59,CARRY,7.92,-0.02,-9.48,8.16,-0.01,1,1,,,,0.0,0.0
30.64,CARRY,7.93,-0.02,-9.48,8.17,-0.01,1,1,,,,0.0,0.0
30.69,CARRY,7.93,-0.02,-9.48,8.19,-0.01,1,1,,,,0.0,0.0
30.74,CARRY,7.94,-0.02,-9.48,8.2,-0.01,1,1,,,,0.0,0.0
30.79,CARRY,7.94,-0.02,-9.48,8.21,-0.01,1,1,,,,0.0,0.0
30.84,CARRY,7.95,-0.02,-9.48,8.23,-0.01,1,1,,,,0.0,0.0
30.89,CARRY,7.95,-0.02,-9.48,8.24,-0.01,1,1,,,,0.0,0.0
30.94,CARRY,7.96,-0.02,-9.48,8.25,-0.01,1,1,,,,0.0,0.0
30.99,CARRY,7.96,-0.02,-9.48,8.26,-0.01,1,1,,,,0.0,0.0
31.04,CARRY,7.96,-0.02,-9.48,8.28,-0.01,1,1,,,,0.0,0.0
31.09,CARRY,7.96,-0.02,-9.48,8.29,-0.01,1,1,,,,0.0,0.0
31.14,CARRY,7.96,-0.01,-9.48,8.3,-0.01,1,1,,,,0.0,0.0
31.19,CARRY,7.96,-0.01,-9.48,8.31,-0.01,1,1,,,,0.0,0.0
31.24,CARRY,7.97,-0.01,-9.48,8.33,-0.01,1,1,,,,0.0,0.0
31.3,CARRY,7.97,-0.01,-9.48,8.34,-0.01,1,1,,,,0.0,0.0
31.35,CARRY,7.97,-0.01,-9.48,8.35,-0.01,1,1,,,,0.0,0.0
31.4,CARRY,7.97,-0.01,-9.48,8.36,-0.01,1,1,,,,0.0,0.0
31.45,CARRY,7.97,-0.01,-9.48,8.38,-0.01,1,1,,,,0.0,0.0
31.5,CARRY,7.97,-0.01,-9.48,8.39,-0.01,1,1,,,,0.0,0.0
31.55,CARRY,7.97,-0.01,-9.48,8.4,-0.01,1,1,,,,0.0,0.0
31.6,CARRY,7.97,-0.01,-9.48,8.41,-0.01,1,1,,,,0.0,0.0
31.65,CARRY,7.97,-0.01,-9.48,8.43,-0.01,1,1,,,,0.0,0.0
31.7,CARRY,7.97,-0.01,-9.48,8.44,-0.01,1,1,,,,0.0,0.0
31.75,CARRY,7.97,-0.01,-9.48,8.45,-0.01,1,1,,,,0.0,0.0
31.8,CARRY,7.97,-0.01,-9.48,8.46,-0.01,1,1,,,,0.0,0.0
31.85,CARRY,7.97,-0.01,-9.48,8.48,-0.01,1,1,,,,0.0,0.0
31.9,CARRY,7.97,-0.01,-9.48,8.49,-0.01,1,1,,,,0.0,0.0
31.95,CARRY,7.97,-0.01,-9.48,8.5,-0.01,1,1,,,,0.0,0.0
32.0,CARRY,7.97,-0.01,-9.48,8.51,-0.01,1,1,,,,0.0,0.0
32.05,CARRY,7.97,-0.01,-9.48,8.53,-0.01,1,1,,,,0.0,0.0
32.1,CARRY,7.97,-0.01,-9.48,8.54,-0.01,1,1,,,,0.0,0.0
32.15,CARRY,7.97,-0.01,-9.48,8.55,-0.01,1,1,,,,0.0,0.0
32.2,CARRY,7.97,-0.01,-9.48,8.56,-0.01,1,1,,,,0.0,0.0
32.25,CARRY,7.97,-0.0,-9.48,8.58,-0.01,1,1,,,,0.0,0.0
32.3,CARRY,7.97,-0.0,-9.48,8.59,-0.01,1,1,,,,0.0,0.0
32.35,CARRY,7.97,-0.0,-9.48,8.6,-0.01,1,1,,,,0.0,0.0
32.4,CARRY,7.97,-0.0,-9.48,8.61,-0.01,1,1,,,,0.0,0.0
32.45,CARRY,7.97,-0.0,-9.48,8.63,-0.01,1,1,,,,0.0,0.0
32.5,CARRY,7.97,-0.0,-9.48,8.64,-0.01,1,1,,,,0.0,0.0
32.55,CARRY,7.97,-0.0,-9.48,8.65,-0.01,1,1,,,,0.0,0.0
32.6,CARRY,7.97,-0.0,-9.48,8.66,-0.01,1,1,,,,0.0,0.0
32.65,CARRY,7.97,-0.0,-9.48,8.68,-0.01,1,1,,,,0.0,0.0
32.7,CARRY,7.97,-0.0,-9.48,8.69,-0.01,1,1,,,,0.0,0.0
32.75,CARRY,7.97,-0.0,-9.48,8.7,-0.01,1,1,,,,0.0,0.0
32.8,CARRY,7.97,-0.0,-9.48,8.71,-0.01,1,1,,,,0.0,0.0
32.85,CARRY,7.97,-0.0,-9.48,8.73,-0.01,1,1,,,,0.0,0.0
32.9,CARRY,7.97,-0.0,-9.48,8.74,-0.01,1,1,,,,0.0,0.0
32.95,CARRY,7.97,-0.0,-9.49,8.75,-0.01,1,1,,,,0.0,0.0
33.0,REGROUND,7.97,-0.0,-9.49,8.76,-0.01,1,1,,,,0.0,0.0
33.05,REGROUND,7.97,-0.0,-9.49,8.78,-0.01,1,1,,,,0.0,0.0
33.1,REGROUND,7.97,-0.0,-9.49,8.79,-0.01,1,1,,,,0.0,0.0
33.15,REGROUND,7.97,-0.0,-9.49,8.8,-0.01,1,1,,,,0.0,0.0
33.2,REGROUND,7.97,-0.0,-9.49,8.81,-0.01,1,1,,,,0.0,0.0
33.25,REGROUND,7.97,-0.0,-9.49,8.83,-0.01,1,1,,,,0.0,0.0
33.3,REGROUND,7.97,-0.0,-9.49,8.84,-0.01,1,1,,,,0.0,0.0
33.35,REGROUND,7.97,-0.01,-9.49,8.85,-0.01,1,1,,,,0.0,0.0
33.4,REGROUND,7.97,-0.01,-9.49,8.86,-0.01,1,1,,,,0.0,0.0
33.45,REGROUND,7.97,-0.01,-9.49,8.88,-0.01,1,1,,,,0.0,0.0
33.5,REGROUND,7.97,-0.01,-9.49,8.89,-0.01,1,1,,,,0.0,0.0
33.55,REGROUND,7.97,-0.01,-9.49,8.9,-0.01,1,1,,,,0.0,0.0
33.6,REGROUND,7.97,-0.01,-9.49,8.91,-0.01,1,1,,,,0.0,0.0
33.65,REGROUND,7.97,-0.01,-9.49,8.93,-0.01,1,1,,,,0.0,0.0
33.7,REGROUND,7.97,-0.01,-9.49,8.94,-0.01,1,1,,,,0.0,0.0
33.75,REGROUND,7.97,-0.01,-9.49,8.95,-0.01,1,1,,,,0.0,0.0
33.8,REGROUND,7.97,-0.01,-9.49,8.96,-0.01,1,1,,,,0.0,0.0
33.85,REGROUND,7.97,-0.01,-9.49,8.98,-0.01,1,1,,,,0.0,0.0
33.9,REGROUND,7.97,-0.01,-9.49,8.99,-0.01,1,1,,,,0.0,0.0
33.95,REGROUND,7.97,-0.01,-9.49,9.0,-0.01,1,1,,,,0.0,0.0
34.0,REGROUND,7.97,-0.01,-9.49,9.01,-0.01,1,1,,,,0.0,0.0
34.05,REGROUND,7.97,-0.01,-9.49,9.03,-0.01,1,1,,,,0.0,0.0
34.1,REGROUND,7.97,-0.01,-9.49,9.04,-0.01,1,1,,,,0.0,0.0
34.15,REGROUND,7.97,-0.01,-9.49,9.05,-0.01,1,1,,,,0.0,0.0
34.2,REGROUND,7.97,-0.01,-9.49,9.06,-0.01,1,1,,,,0.0,0.0
34.25,REGROUND,7.97,-0.01,-9.49,9.08,-0.01,1,1,,,,0.0,0.0
34.3,REGROUND,7.97,-0.01,-9.49,9.09,-0.01,1,1,,,,0.0,0.0
34.35,REGROUND,7.97,-0.01,-9.48,9.1,-0.01,1,1,,,,0.0,0.0
34.4,REGROUND,7.97,-0.01,-9.48,9.11,-0.01,1,1,,,,0.0,0.0
34.45,REGROUND,7.97,-0.01,-9.48,9.13,-0.01,1,1,,,,0.0,0.0
34.5,REGROUND,7.97,-0.01,-9.48,9.14,-0.01,1,1,,,,0.0,0.0
34.55,REGROUND,7.97,-0.01,-9.48,9.15,-0.01,1,1,,,,0.0,0.0
34.6,REGROUND,7.97,-0.01,-9.48,9.16,-0.01,1,1,,,,0.0,0.0
34.65,REGROUND,7.97,-0.01,-9.48,9.18,-0.01,1,1,,,,0.0,0.0
34.7,REGROUND,7.97,-0.01,-9.48,9.19,-0.01,1,1,,,,0.0,0.0
34.75,REGROUND,7.97,-0.01,-9.48,9.2,-0.01,1,1,,,,0.0,0.0
34.8,REGROUND,7.97,-0.01,-9.48,9.21,-0.01,1,1,,,,0.0,0.0
34.85,REGROUND,7.97,-0.01,-9.48,9.23,-0.01,1,1,,,,0.0,0.0
34.9,REGROUND,7.97,-0.01,-9.48,9.24,-0.01,1,1,,,,0.0,0.0
34.95,REGROUND,7.97,-0.01,-9.48,9.25,-0.01,1,1,,,,0.0,0.0
35.0,REGROUND,7.97,-0.01,-9.48,9.26,-0.01,1,0,,,,0.0,0.0
35.05,REGROUND,7.97,-0.01,-9.48,9.28,-0.01,1,0,,,,0.0,0.0
35.1,REGROUND,7.97,-0.01,-9.48,9.29,-0.01,1,0,,,,0.0,0.0
35.15,REGROUND,7.97,-0.01,-9.48,9.3,-0.01,1,0,,,,0.0,0.0
35.2,REGROUND,7.97,-0.01,-9.48,9.31,-0.01,1,0,,,,0.0,0.0
35.25,REGROUND,7.97,-0.01,-9.48,9.33,-0.01,1,0,,,,0.0,0.0
35.3,REGROUND,7.97,-0.01,-9.48,9.34,-0.01,1,0,,,,0.0,0.0
35.35,REGROUND,7.97,-0.01,-9.48,9.35,-0.01,1,0,,,,0.0,0.0
35.4,REGROUND,7.97,-0.01,-9.48,9.36,-0.01,1,0,,,,0.0,0.0
35.45,REGROUND,7.97,-0.01,-9.48,9.38,-0.01,1,0,,,,0.0,0.0
35.5,REGROUND,7.97,-0.01,-9.48,9.39,-0.01,1,0,,,,0.0,0.0
35.55,REGROUND,7.97,-0.01,-9.48,9.4,-0.01,1,0,,,,0.0,0.0
35.6,REGROUND,7.97,-0.01,-9.48,9.41,-0.01,1,0,,,,0.0,0.0
35.65,REGROUND,7.97,-0.01,-9.48,9.43,-0.01,1,0,,,,0.0,0.0
35.7,REGROUND,7.97,-0.01,-9.48,9.44,-0.01,1,0,,,,0.0,0.0
35.75,REGROUND,7.97,-0.01,-9.48,9.45,-0.01,1,0,,,,0.0,0.0
35.8,REGROUND,7.97,-0.01,-9.48,9.46,-0.01,1,0,,,,0.0,0.0
35.85,REGROUND,7.97,-0.01,-9.48,9.48,-0.01,1,0,,,,0.0,0.0
35.9,REGROUND,7.97,-0.01,-9.48,9.49,-0.01,1,0,,,,0.0,0.0
35.95,REGROUND,7.97,-0.01,-9.48,9.5,-0.01,1,0,,,,0.0,0.0
36.0,REGROUND,7.97,-0.01,-9.48,9.51,-0.01,1,0,,,,0.0,0.0
36.05,REGROUND,7.97,-0.01,-9.48,9.53,-0.01,1,0,,,,0.0,0.0
36.1,REGROUND,7.97,-0.01,-9.48,9.54,-0.01,1,0,,,,0.0,0.0
36.15,REGROUND,7.97,-0.01,-9.48,9.55,-0.01,1,0,,,,0.0,0.0
36.2,REGROUND,7.97,-0.01,-9.48,9.56,-0.01,1,0,,,,0.0,0.0
36.25,REGROUND,7.97,-0.01,-9.48,9.58,-0.01,1,0,,,,0.0,0.0
36.3,REGROUND,7.97,-0.01,-9.48,9.59,-0.01,1,0,,,,0.0,0.0
36.35,REGROUND,7.97,-0.01,-9.48,9.6,-0.01,1,0,,,,0.0,0.0
36.4,REGROUND,7.97,-0.01,-9.48,9.61,-0.01,1,0,,,,0.0,0.0
36.45,REGROUND,7.97,-0.01,-9.48,9.63,-0.01,1,0,,,,0.0,0.0
36.5,REGROUND,7.97,-0.01,-9.48,9.64,-0.01,1,0,,,,0.0,0.0
36.55,REGROUND,7.97,-0.01,-9.48,9.65,-0.01,1,0,,,,0.0,0.0
36.6,REGROUND,7.97,-0.01,-9.48,9.66,-0.01,1,0,,,,0.0,0.0
36.65,REGROUND,7.97,-0.01,-9.48,9.68,-0.01,1,0,,,,0.0,0.0
36.7,REGROUND,7.97,-0.01,-9.48,9.69,-0.01,1,0,,,,0.0,0.0
36.75,REGROUND,7.97,-0.01,-9.48,9.7,-0.01,1,0,,,,0.0,0.0
36.8,REGROUND,7.97,-0.01,-9.48,9.71,-0.01,1,0,,,,0.0,0.0
36.85,REGROUND,7.97,-0.01,-9.48,9.73,-0.01,1,0,,,,0.0,0.0
36.9,REGROUND,7.97,-0.01,-9.48,9.74,-0.01,1,0,,,,0.0,0.0
36.95,REGROUND,7.97,-0.01,-9.48,9.75,-0.01,1,0,,,,0.0,0.0
37.0,REGROUND,7.97,-0.01,-9.48,9.76,-0.01,1,0,,,,0.0,0.0
37.05,REGROUND,7.97,-0.01,-9.48,9.78,-0.01,1,0,,,,0.0,0.0
37.1,REGROUND,7.97,-0.01,-9.48,9.79,-0.01,1,0,,,,0.0,0.0
37.15,REGROUND,7.97,-0.01,-9.48,9.8,-0.01,1,0,,,,0.0,0.0
37.2,REGROUND,7.97,-0.01,-9.48,9.81,-0.01,1,0,,,,0.0,0.0
37.25,REGROUND,7.97,-0.01,-9.48,9.83,-0.01,1,0,,,,0.0,0.0
37.3,REGROUND,7.97,-0.01,-9.48,9.84,-0.01,1,0,,,,0.0,0.0
37.35,REGROUND,7.97,-0.01,-9.48,9.85,-0.01,1,0,,,,0.0,0.0
37.4,REGROUND,7.97,-0.01,-9.48,9.86,-0.01,1,0,,,,0.0,0.0
37.45,CARRY,7.97,-0.01,-9.48,9.88,-0.01,1,0,333.8,129.4,111.5,2.213,0.275
37.5,CARRY,7.97,-0.01,-9.48,9.89,-0.01,1,0,333.8,128.6,112.2,2.227,0.277
37.55,CARRY,7.97,-0.01,-9.48,9.9,-0.01,1,0,333.9,127.9,113.0,2.242,0.278
37.6,CARRY,7.97,-0.01,-9.48,9.92,-0.01,1,0,334.0,127.2,113.7,2.256,0.281
37.65,CARRY,7.97,-0.01,-9.48,9.93,-0.01,1,0,334.1,126.5,114.4,2.27,0.283
37.7,CARRY,7.97,-0.01,-9.48,9.94,-0.01,1,0,334.2,125.9,114.9,2.281,0.285
37.75,CARRY,7.97,-0.01,-9.48,9.95,-0.01,1,0,334.3,125.2,115.7,2.296,0.287
37.8,CARRY,7.98,-0.01,-9.48,9.97,-0.01,1,0,334.5,125.1,115.8,2.298,0.29
37.85,CARRY,7.98,-0.01,-9.48,9.98,-0.01,1,0,334.6,124.4,116.5,2.313,0.292
37.9,CARRY,8.01,-0.01,-9.48,9.99,-0.01,1,0,334.7,125.0,116.0,2.301,0.294
37.95,CARRY,8.01,-0.01,-9.48,10.0,-0.01,1,0,334.8,124.2,116.7,2.315,0.296
38.01,CARRY,8.05,-0.01,-9.48,10.02,-0.01,1,0,334.8,125.9,115.1,2.282,0.297
38.06,CARRY,8.05,-0.01,-9.48,10.03,-0.01,1,0,334.9,125.2,115.8,2.297,0.299
38.11,CARRY,8.11,-0.01,-9.48,10.04,-0.01,1,0,334.8,128.1,112.9,2.238,0.295
38.16,CARRY,8.11,-0.01,-9.48,10.05,-0.01,1,0,334.9,127.4,113.6,2.252,0.297
38.21,CARRY,8.2,-0.02,-9.48,10.07,-0.01,1,0,334.4,131.8,109.2,2.164,0.288
38.26,CARRY,8.2,-0.02,-9.48,10.08,-0.01,1,0,334.5,131.1,109.9,2.179,0.29
38.31,CARRY,8.31,-0.02,-9.48,10.09,-0.01,1,0,333.7,136.9,104.0,2.062,0.275
38.36,CARRY,8.31,-0.02,-9.48,10.1,-0.01,1,0,333.8,136.2,104.7,2.076,0.277
38.41,CARRY,8.45,-0.02,-9.48,10.12,-0.01,1,0,332.8,143.4,97.5,1.933,0.257
38.46,CARRY,8.45,-0.02,-9.48,10.13,-0.01,1,0,332.9,142.6,98.2,1.947,0.259
38.51,CARRY,8.6,-0.02,-9.48,10.14,-0.01,1,0,331.8,150.8,89.9,1.783,0.237
38.56,CARRY,8.6,-0.02,-9.48,10.15,-0.01,1,0,331.9,150.1,90.7,1.798,0.239
38.61,CARRY,8.77,-0.02,-9.48,10.17,-0.01,1,0,330.8,159.0,81.7,1.619,0.216
38.66,CARRY,8.77,-0.02,-9.48,10.18,-0.01,1,0,330.9,158.3,82.4,1.634,0.217
38.71,CARRY,8.94,-0.02,-9.49,10.19,-0.01,1,0,329.7,167.5,73.2,1.451,0.195
38.76,CARRY,8.94,-0.02,-9.49,10.2,-0.01,1,0,329.8,166.7,73.9,1.465,0.197
38.81,CARRY,9.11,-0.02,-9.49,10.22,-0.01,1,0,328.7,176.2,64.4,1.276,0.173
38.86,CARRY,9.11,-0.02,-9.49,10.23,-0.01,1,0,328.8,175.5,65.1,1.291,0.175
38.91,CARRY,9.29,-0.02,-9.49,10.24,-0.01,1,0,327.6,184.8,55.7,1.104,0.152
38.96,CARRY,9.29,-0.02,-9.49,10.25,-0.01,1,0,327.7,184.1,56.5,1.119,0.154
39.01,CARRY,9.46,-0.02,-9.49,10.27,-0.01,1,0,326.6,193.1,47.4,0.938,0.132
39.06,CARRY,9.46,-0.02,-9.49,10.28,-0.01,1,0,326.7,192.4,48.1,0.952,0.134
39.11,CARRY,9.62,-0.03,-9.49,10.29,-0.01,1,0,325.6,201.0,39.4,0.78,0.112
39.16,CARRY,9.62,-0.03,-9.49,10.3,-0.01,1,0,325.7,200.3,40.1,0.795,0.114
39.21,CARRY,9.77,-0.03,-9.49,10.32,-0.01,1,0,324.7,208.3,32.0,0.634,0.093
39.26,CARRY,9.77,-0.03,-9.49,10.33,-0.01,1,0,324.8,207.6,32.8,0.648,0.095
39.31,CARRY,9.91,-0.03,-9.49,10.34,-0.01,1,0,323.8,215.0,25.3,0.501,0.076
39.36,CARRY,9.91,-0.03,-9.49,10.35,-0.01,1,0,323.9,214.2,26.0,0.515,0.078
39.41,CARRY,10.04,-0.02,-9.48,10.37,-0.01,1,0,323.0,220.9,19.3,0.381,0.06
