t_s,state,copter_n,copter_e,copter_d,rover_n,rover_e,in_fov,occluded,bbox_cx,bbox_cy,px_err,vx_cmd,vy_cmd
3.9,ACQUIRE,57.09,-0.01,-9.49,61.5,-0.01,1,0,,,,0.0,0.0
3.95,ACQUIRE,57.09,-0.01,-9.49,61.55,-0.01,1,0,,,,0.0,0.0
4.0,ACQUIRE,57.09,-0.01,-9.49,61.6,-0.01,1,0,,,,0.0,0.0
4.05,ACQUIRE,57.09,-0.01,-9.49,61.65,-0.01,1,0,,,,0.0,0.0
4.1,ACQUIRE,57.09,-0.01,-9.49,61.7,-0.01,1,0,,,,0.0,0.0
4.16,ACQUIRE,57.09,-0.01,-9.49,61.75,-0.01,1,0,,,,0.0,0.0
4.21,ACQUIRE,57.09,-0.01,-9.49,61.8,-0.01,1,0,,,,0.0,0.0
4.26,ACQUIRE,57.09,-0.01,-9.49,61.85,-0.01,1,0,,,,0.0,0.0
4.31,ACQUIRE,57.09,-0.01,-9.48,61.9,-0.01,1,0,,,,0.0,0.0
4.36,CARRY,57.09,-0.01,-9.48,61.95,-0.01,1,0,359.2,37.9,205.9,3.0,0.784
4.41,CARRY,57.09,-0.01,-9.48,62.0,-0.01,1,0,359.6,36.4,207.4,3.0,0.792
4.46,CARRY,57.09,-0.01,-9.48,62.05,-0.01,1,0,360.0,35.0,208.9,3.0,0.8
4.51,CARRY,57.09,-0.02,-9.48,62.1,-0.01,1,0,360.5,33.5,210.4,3.0,0.809
4.56,CARRY,57.09,-0.02,-9.48,62.15,-0.01,1,0,360.9,32.1,211.9,3.0,0.817
4.61,CARRY,57.09,-0.02,-9.48,62.2,-0.01,1,0,361.4,30.7,213.4,3.0,0.828
4.66,CARRY,57.09,-0.02,-9.48,62.25,-0.01,1,0,361.8,29.3,214.9,3.0,0.836
4.71,CARRY,57.1,-0.01,-9.48,62.3,-0.01,1,0,362.5,28.1,216.1,3.0,0.85
4.76,CARRY,57.1,-0.01,-9.48,62.35,-0.01,1,0,362.9,26.6,217.6,3.0,0.858
4.81,CARRY,57.12,-0.01,-9.48,62.4,-0.01,1,0,363.8,25.8,218.6,3.0,0.876
4.86,CARRY,57.12,-0.01,-9.48,62.45,-0.01,1,0,364.2,24.4,220.1,3.0,0.884
4.91,CARRY,57.16,-0.01,-9.48,62.5,-0.01,1,0,365.1,24.1,220.5,3.0,0.902
4.96,CARRY,57.16,-0.01,-9.48,62.55,-0.01,1,0,365.5,22.7,222.1,3.0,0.911
5.01,CARRY,57.22,0.0,-9.48,62.6,-0.01,1,0,366.0,23.0,221.8,3.0,0.919
5.06,CARRY,57.22,0.0,-9.48,62.65,-0.01,1,0,366.4,21.6,223.3,3.0,0.928
5.11,CARRY,57.31,0.01,-9.48,62.7,-0.01,1,0,365.9,22.6,222.2,3.0,0.919
5.16,CARRY,57.31,0.01,-9.48,62.75,-0.01,1,0,366.4,21.2,223.7,3.0,0.928
5.21,CARRY,57.42,0.03,-9.48,62.8,-0.01,1,0,365.2,22.9,221.7,3.0,0.904
5.26,CARRY,57.42,0.03,-9.48,62.85,-0.01,1,0,365.6,21.5,223.2,3.0,0.912
5.31,CARRY,57.57,0.05,-9.48,62.9,-0.01,1,0,363.8,24.0,220.4,3.0,0.876
5.36,CARRY,57.57,0.05,-9.48,62.95,-0.01,1,0,364.2,22.6,221.9,3.0,0.884
5.41,CARRY,57.73,0.07,-9.48,63.0,-0.01,1,0,361.9,25.9,218.2,3.0,0.838
5.46,CARRY,57.73,0.07,-9.48,63.05,-0.01,1,0,362.3,24.4,219.7,3.0,0.847
5.51,CARRY,57.92,0.1,-9.48,63.1,-0.01,1,0,359.1,28.4,215.2,3.0,0.783
5.56,CARRY,57.92,0.1,-9.48,63.15,-0.01,1,0,359.6,26.9,216.7,3.0,0.791
5.61,CARRY,58.14,0.13,-9.48,63.2,-0.01,1,0,355.8,31.5,211.5,3.0,0.715
5.66,CARRY,58.14,0.13,-9.48,63.25,-0.01,1,0,356.2,30.1,213.0,3.0,0.724
5.71,CARRY,58.37,0.16,-9.48,63.3,-0.01,1,0,352.3,35.2,207.3,3.0,0.645
5.76,CARRY,58.37,0.16,-9.48,63.35,-0.01,1,0,352.7,33.8,208.8,3.0,0.654
5.81,CARRY,58.62,0.19,-9.48,63.4,-0.01,1,0,348.9,39.4,202.7,3.0,0.577
5.86,CARRY,58.62,0.19,-9.48,63.45,-0.01,1,0,349.3,37.9,204.2,3.0,0.586
5.91,CARRY,58.88,0.22,-9.49,63.5,-0.01,1,0,345.7,43.8,197.8,3.0,0.513
5.96,CARRY,58.88,0.22,-9.49,63.55,-0.01,1,0,346.1,42.4,199.3,3.0,0.522
6.01,CARRY,59.14,0.25,-9.49,63.6,-0.01,1,0,342.7,48.5,192.9,3.0,0.453
6.06,CARRY,59.14,0.25,-9.49,63.65,-0.01,1,0,343.1,47.0,194.4,3.0,0.462
6.11,CARRY,59.42,0.28,-9.49,63.7,-0.01,1,0,339.8,53.4,187.6,3.0,0.395
6.16,CARRY,59.42,0.28,-9.49,63.75,-0.01,1,0,340.2,52.0,189.1,3.0,0.404
6.21,CARRY,59.7,0.3,-9.49,63.8,-0.01,1,0,337.0,58.6,182.2,3.0,0.341
6.26,CARRY,59.7,0.3,-9.49,63.85,-0.01,1,0,337.5,57.1,183.7,3.0,0.349
6.31,CARRY,59.98,0.32,-9.49,63.9,-0.01,1,0,334.5,63.8,176.8,3.0,0.29
6.36,CARRY,59.98,0.32,-9.49,63.95,-0.01,1,0,334.9,62.3,178.3,3.0,0.299
6.41,CARRY,60.27,0.33,-9.49,64.0,-0.01,1,0,332.2,69.1,171.3,3.0,0.244
6.46,CARRY,60.27,0.33,-9.49,64.05,-0.01,1,0,332.6,67.7,172.8,3.0,0.252
6.51,CARRY,60.56,0.34,-9.49,64.1,-0.01,1,0,330.1,74.5,165.8,3.0,0.202
6.56,CARRY,60.56,0.34,-9.49,64.15,-0.01,1,0,330.5,73.1,167.3,3.0,0.21
6.61,CARRY,60.85,0.34,-9.49,64.2,-0.01,1,0,328.2,80.0,160.2,3.0,0.165
6.66,CARRY,60.85,0.34,-9.49,64.25,-0.01,1,0,328.7,78.5,161.7,3.0,0.173
6.71,CARRY,61.14,0.34,-9.49,64.3,-0.01,1,0,326.6,85.5,154.7,3.0,0.133
6.76,CARRY,61.14,0.34,-9.49,64.35,-0.01,1,0,327.1,84.0,156.1,3.0,0.141
6.81,CARRY,61.44,0.34,-9.49,64.4,-0.01,1,0,325.2,91.3,148.8,2.975,0.104
6.86,CARRY,61.44,0.34,-9.49,64.45,-0.01,1,0,325.6,89.8,150.3,3.0,0.113
6.91,CARRY,61.73,0.33,-9.48,64.5,-0.01,1,0,324.1,96.9,143.2,2.863,0.082
6.96,CARRY,61.73,0.33,-9.48,64.55,-0.01,1,0,324.5,95.4,144.6,2.892,0.091
7.01,CARRY,62.02,0.32,-9.48,64.6,-0.01,1,0,323.2,102.5,137.5,2.75,0.065
7.06,CARRY,62.02,0.32,-9.48,64.65,-0.01,1,0,323.7,101.1,139.0,2.779,0.073
7.11,CARRY,62.32,0.3,-9.48,64.7,-0.01,1,0,322.6,108.2,131.8,2.636,0.052
7.16,CARRY,62.32,0.3,-9.48,64.75,-0.01,1,0,323.0,106.7,133.3,2.665,0.061
7.21,CARRY,62.61,0.28,-9.48,64.8,-0.01,1,0,322.2,113.8,126.2,2.523,0.043
7.26,CARRY,62.61,0.28,-9.48,64.85,-0.01,1,0,322.6,112.4,127.6,2.552,0.052
7.31,CARRY,62.9,0.26,-9.48,64.9,-0.01,1,0,321.9,122.0,118.1,2.361,0.037
7.36,CARRY,62.9,0.26,-9.48,64.95,-0.01,1,0,322.3,119.1,121.0,2.419,0.046
7.41,CARRY,63.19,0.23,-9.48,65.0,-0.01,1,0,321.7,132.9,107.1,2.142,0.033
7.46,CARRY,63.19,0.23,-9.48,65.05,-0.01,1,0,322.1,130.0,110.0,2.2,0.042
7.51,CARRY,63.47,0.21,-9.48,65.1,-0.01,1,0,321.6,143.5,96.5,1.93,0.032
7.56,CARRY,63.47,0.21,-9.48,65.15,-0.01,1,0,322.0,140.6,99.4,1.988,0.041
7.61,CARRY,63.74,0.18,-9.48,65.2,-0.01,1,0,321.7,153.7,86.3,1.726,0.033
7.66,CARRY,63.74,0.18,-9.48,65.25,-0.01,1,0,322.1,150.8,89.2,1.784,0.042
7.71,CARRY,64.0,0.16,-9.48,65.3,-0.01,1,0,321.8,163.4,76.7,1.533,0.036
7.76,CARRY,64.0,0.16,-9.48,65.35,-0.01,1,0,322.2,160.5,79.6,1.591,0.045
7.81,CARRY,64.25,0.13,-9.48,65.4,-0.01,1,0,322.0,172.4,67.7,1.353,0.04
7.86,CARRY,64.25,0.13,-9.48,65.45,-0.01,1,0,322.4,169.5,70.6,1.411,0.049
7.91,CARRY,64.49,0.11,-9.48,65.5,-0.01,1,0,322.3,180.6,59.5,1.188,0.045
7.96,CARRY,64.49,0.11,-9.48,65.55,-0.01,1,0,322.7,177.7,62.4,1.246,0.054
8.01,CARRY,64.71,0.08,-9.48,65.6,-0.01,1,0,322.5,187.8,52.3,1.044,0.051
8.06,CARRY,64.71,0.08,-9.48,65.65,-0.01,1,0,323.0,184.9,55.2,1.102,0.06
8.11,CARRY,64.92,0.06,-9.48,65.7,-0.01,1,0,322.9,194.3,45.8,0.913,0.057
8.16,CARRY,64.92,0.06,-9.48,65.75,-0.01,1,0,323.3,191.4,48.7,0.971,0.066
8.21,CARRY,65.12,0.04,-9.48,65.8,-0.01,1,0,323.2,200.0,40.2,0.801,0.064
8.26,CARRY,65.12,0.04,-9.48,65.85,-0.01,1,0,323.6,197.1,43.1,0.859,0.073
8.31,CARRY,65.3,0.02,-9.48,65.9,-0.01,1,0,323.6,204.7,35.5,0.706,0.071
8.36,CARRY,65.3,0.02,-9.48,65.95,-0.01,1,0,324.0,201.8,38.4,0.765,0.08
8.41,CARRY,65.46,0.01,-9.48,66.01,-0.01,1,0,323.9,208.5,31.7,0.63,0.079
8.46,CARRY,65.46,0.01,-9.48,66.06,-0.01,1,0,324.4,205.6,34.7,0.688,0.087
8.51,CARRY,65.61,-0.01,-9.48,66.11,-0.01,1,0,324.3,211.6,28.8,0.569,0.086
8.56,CARRY,65.61,-0.01,-9.48,66.16,-0.01,1,0,324.7,208.7,31.7,0.627,0.094
8.61,CARRY,65.75,-0.02,-9.48,66.21,-0.01,1,0,324.6,213.9,26.5,0.523,0.093
8.66,CARRY,65.75,-0.02,-9.48,66.26,-0.01,1,0,325.1,211.0,29.5,0.581,0.101
8.71,CARRY,65.88,-0.03,-9.48,66.31,-0.01,1,0,325.0,215.5,25.0,0.491,0.099
8.76,CARRY,65.88,-0.03,-9.48,66.36,-0.01,1,0,325.4,212.6,28.0,0.549,0.108
8.81,CARRY,65.99,-0.04,-9.48,66.41,-0.01,1,0,325.3,216.4,24.2,0.473,0.106
8.86,CARRY,65.99,-0.04,-9.48,66.46,-0.01,1,0,325.7,213.5,27.1,0.53,0.114
8.91,CARRY,66.1,-0.04,-9.48,66.51,-0.01,1,0,325.6,216.8,23.8,0.463,0.111
8.96,CARRY,66.1,-0.04,-9.48,66.56,-0.01,1,0,326.0,213.9,26.7,0.521,0.12
9.01,CARRY,66.2,-0.05,-9.48,66.61,-0.01,1,0,325.8,216.6,24.1,0.467,0.117
9.06,CARRY,66.2,-0.05,-9.48,66.66,-0.01,1,0,326.3,213.7,27.0,0.525,0.126
9.11,CARRY,66.28,-0.05,-9.48,66.71,-0.01,1,0,326.1,216.0,24.8,0.48,0.122
9.16,CARRY,66.28,-0.05,-9.48,66.76,-0.01,1,0,326.5,213.1,27.7,0.538,0.13
9.21,CARRY,66.37,-0.05,-9.48,66.81,-0.01,1,0,326.3,215.0,25.8,0.501,0.126
9.26,CARRY,66.37,-0.05,-9.48,66.86,-0.01,1,0,326.7,212.1,28.7,0.559,0.135
9.31,CARRY,66.44,-0.05,-9.48,66.91,-0.01,1,0,326.5,213.6,27.2,0.527,0.13
9.36,CARRY,66.44,-0.05,-9.48,66.96,-0.01,1,0,326.9,210.7,30.1,0.585,0.139
9.41,CARRY,66.52,-0.05,-9.48,67.01,-0.01,1,0,326.7,212.1,28.7,0.559,0.134
9.46,CARRY,66.52,-0.05,-9.48,67.06,-0.01,1,0,327.1,209.2,31.6,0.617,0.142
9.51,CARRY,66.59,-0.05,-9.48,67.11,-0.01,1,0,326.8,210.3,30.4,0.593,0.137
9.56,CARRY,66.59,-0.05,-9.48,67.16,-0.01,1,0,327.3,207.4,33.4,0.651,0.145
9.61,CARRY,66.66,-0.04,-9.48,67.21,-0.01,1,0,327.0,208.5,32.3,0.631,0.139
9.66,CARRY,66.66,-0.04,-9.48,67.26,-0.01,1,0,327.4,205.6,35.2,0.688,0.148
9.71,CARRY,66.72,-0.04,-9.48,67.31,-0.01,1,0,327.1,206.5,34.2,0.669,0.142
9.76,CARRY,66.72,-0.04,-9.48,67.36,-0.01,1,0,327.5,203.7,37.1,0.727,0.15
9.81,CARRY,66.79,-0.04,-9.48,67.41,-0.01,1,0,327.2,204.6,36.1,0.708,0.144
9.86,CARRY,66.79,-0.04,-9.48,67.46,-0.01,1,0,327.6,201.7,39.0,0.766,0.152
9.91,CARRY,66.86,-0.03,-9.49,67.51,-0.01,1,0,327.3,202.7,38.0,0.746,0.145
9.96,CARRY,66.86,-0.03,-9.49,67.56,-0.01,1,0,327.7,199.8,40.9,0.804,0.154
10.01,CARRY,66.93,-0.03,-9.49,67.61,-0.01,1,0,327.4,200.8,39.9,0.784,0.147
10.06,CARRY,66.93,-0.03,-9.49,67.66,-0.01,1,0,327.8,197.9,42.8,0.842,0.156
10.11,CARRY,66.99,-0.03,-9.49,67.71,-0.01,1,0,327.5,199.0,41.7,0.821,0.149
10.16,CARRY,66.99,-0.03,-9.49,67.76,-0.01,1,0,327.9,196.1,44.6,0.879,0.158
10.21,CARRY,67.07,-0.03,-9.49,67.81,-0.01,1,0,327.6,197.3,43.4,0.854,0.151
10.26,CARRY,67.07,-0.03,-9.49,67.86,-0.01,1,0,328.0,194.4,46.3,0.912,0.16
10.31,CARRY,67.14,-0.02,-9.49,67.91,-0.01,1,0,327.6,195.7,44.9,0.886,0.153
10.36,CARRY,67.14,-0.02,-9.49,67.96,-0.01,1,0,328.1,192.8,47.9,0.944,0.161
10.41,CARRY,67.21,-0.02,-9.49,68.01,-0.01,1,0,327.7,194.3,46.4,0.915,0.154
10.46,CARRY,67.21,-0.02,-9.49,68.06,-0.01,1,0,328.2,191.4,49.3,0.972,0.163
10.51,CARRY,67.29,-0.02,-9.49,68.11,-0.01,1,0,327.8,193.0,47.7,0.941,0.156
10.56,CARRY,67.29,-0.02,-9.49,68.16,-0.01,1,0,328.2,190.1,50.6,0.999,0.165
10.61,CARRY,67.37,-0.02,-9.49,68.21,-0.01,1,0,327.9,191.8,48.8,0.964,0.158
10.66,CARRY,67.37,-0.02,-9.49,68.26,-0.01,1,0,328.3,188.9,51.8,1.022,0.166
10.71,CARRY,67.46,-0.02,-9.49,68.31,-0.01,1,0,328.0,190.8,49.9,0.984,0.159
10.76,CARRY,67.46,-0.02,-9.49,68.36,-0.01,1,0,328.4,187.9,52.8,1.042,0.168
10.81,CARRY,67.54,-0.01,-9.49,68.41,-0.01,1,0,328.0,189.9,50.7,1.002,0.16
10.86,CARRY,67.54,-0.01,-9.49,68.46,-0.01,1,0,328.4,187.0,53.7,1.06,0.169
10.91,CARRY,67.63,-0.01,-9.49,68.51,-0.01,1,0,328.0,189.1,51.5,1.017,0.161
10.96,CARRY,67.63,-0.01,-9.49,68.56,-0.01,1,0,328.5,186.2,54.4,1.075,0.17
11.01,CARRY,67.72,-0.01,-9.49,68.61,-0.01,1,0,328.1,188.6,52.0,1.027,0.161
11.06,CARRY,67.72,-0.01,-9.49,68.66,-0.01,1,0,328.5,185.7,54.9,1.085,0.17
11.12,CARRY,67.81,-0.01,-9.49,68.71,-0.01,1,0,328.1,188.1,52.5,1.038,0.162
11.17,CARRY,67.81,-0.01,-9.49,68.76,-0.01,1,0,328.5,185.2,55.5,1.096,0.17
11.22,CARRY,67.9,-0.01,-9.49,68.81,-0.01,1,0,328.1,187.7,52.9,1.046,0.162
11.27,CARRY,67.9,-0.01,-9.49,68.86,-0.01,1,0,328.5,184.8,55.9,1.104,0.171
11.32,CARRY,68.0,-0.01,-9.49,68.91,-0.01,1,0,328.1,187.4,53.2,1.052,0.162
11.37,CARRY,68.0,-0.01,-9.49,68.96,-0.01,1,0,328.6,184.5,56.2,1.11,0.171
11.42,CARRY,68.1,-0.01,-9.49,69.01,-0.01,1,0,328.1,187.2,53.4,1.056,0.162
11.47,CARRY,68.1,-0.01,-9.49,69.06,-0.01,1,0,328.6,184.3,56.4,1.114,0.171
11.52,CARRY,68.19,-0.01,-9.49,69.11,-0.01,1,0,328.1,187.1,53.6,1.059,0.162
11.57,CARRY,68.19,-0.01,-9.49,69.16,-0.01,1,0,328.6,184.2,56.5,1.117,0.171
11.62,CARRY,68.29,-0.01,-9.49,69.21,-0.01,1,0,328.1,187.0,53.6,1.06,0.162
11.67,CARRY,68.29,-0.01,-9.49,69.26,-0.01,1,0,328.5,184.1,56.5,1.118,0.171
11.72,CARRY,68.39,-0.01,-9.49,69.31,-0.01,1,0,328.1,187.0,53.6,1.06,0.161
11.77,CARRY,68.39,-0.01,-9.49,69.36,-0.01,1,0,328.5,184.1,56.5,1.117,0.17
11.82,CARRY,68.49,-0.01,-9.49,69.41,-0.01,1,0,328.0,187.1,53.5,1.058,0.161
11.87,CARRY,68.49,-0.01,-9.49,69.46,-0.01,1,0,328.5,184.2,56.5,1.116,0.169
11.92,CARRY,68.6,-0.01,-9.49,69.51,-0.01,1,0,328.0,187.2,53.4,1.056,0.16
11.97,CARRY,68.6,-0.01,-9.49,69.56,-0.01,1,0,328.4,184.3,56.3,1.114,0.168
12.02,CARRY,68.7,-0.01,-9.49,69.61,-0.01,1,0,327.9,187.3,53.3,1.053,0.159
12.07,CARRY,68.7,-0.01,-9.49,69.66,-0.01,1,0,328.4,184.4,56.2,1.111,0.167
12.12,CARRY,68.8,-0.01,-9.49,69.71,-0.01,1,0,327.9,187.5,53.1,1.05,0.157
12.17,CARRY,68.8,-0.01,-9.49,69.76,-0.01,1,0,328.3,184.6,56.0,1.107,0.166
12.22,CARRY,68.91,-0.01,-9.49,69.81,-0.01,1,0,327.8,187.6,52.9,1.047,0.157
12.27,CARRY,68.91,-0.01,-9.49,69.86,-0.01,1,0,328.3,184.8,55.9,1.105,0.165
12.32,CARRY,69.01,-0.01,-9.49,69.91,-0.01,1,0,327.8,187.9,52.7,1.042,0.155
12.37,CARRY,69.01,-0.01,-9.49,69.96,-0.01,1,0,328.2,185.0,55.6,1.1,0.164
12.42,CARRY,69.11,-0.0,-9.49,70.01,-0.01,1,0,327.7,188.2,52.4,1.036,0.154
12.47,CARRY,69.11,-0.0,-9.49,70.06,-0.01,1,0,328.1,185.3,55.3,1.094,0.163
12.52,CARRY,69.22,-0.0,-9.49,70.11,-0.01,1,0,327.6,188.5,52.1,1.03,0.153
12.57,CARRY,69.22,-0.0,-9.49,70.16,-0.01,1,0,328.1,185.6,55.0,1.088,0.161
12.62,CARRY,69.33,-0.0,-9.49,70.21,-0.01,1,0,327.6,188.8,51.8,1.024,0.152
12.67,CARRY,69.33,-0.0,-9.49,70.26,-0.01,1,0,328.0,185.9,54.7,1.082,0.16
12.72,CARRY,69.43,-0.0,-9.49,70.31,-0.01,1,0,327.5,189.1,51.5,1.018,0.15
12.77,CARRY,69.43,-0.0,-9.49,70.36,-0.01,1,0,328.0,186.2,54.4,1.076,0.159
12.82,CARRY,69.54,-0.0,-9.49,70.41,-0.01,1,0,327.5,189.4,51.2,1.013,0.149
12.87,CARRY,69.54,-0.0,-9.49,70.46,-0.01,1,0,327.9,186.5,54.1,1.07,0.158
