t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.901,0.42,-0.00,-9.97,0.74,-0.02,0.00,375.2,80.0,118.3,164.0,1,165.8,3.000,1.104,0.0000,50.1
0.951,0.42,-0.00,-9.97,0.75,-0.02,0.00,377.4,81.0,118.3,165.3,1,166.2,3.000,1.149,0.0000,50.1
1.001,0.57,0.01,-9.97,0.76,-0.02,0.00,384.0,84.7,117.9,172.5,1,164.6,3.000,1.280,0.0000,50.1
1.051,0.57,0.01,-9.97,0.78,-0.02,0.00,386.6,86.3,117.8,175.3,1,165.0,3.000,1.332,0.0000,50.1
1.101,0.76,0.03,-9.97,0.79,-0.02,0.00,394.1,91.2,117.4,185.0,1,163.3,2.975,1.483,0.0000,50.1
1.152,0.76,0.03,-9.97,0.80,-0.02,0.00,397.2,93.3,117.3,188.8,1,163.7,2.933,1.544,0.0000,50.1
1.202,0.96,0.06,-9.97,0.81,-0.02,0.00,404.3,99.8,116.7,201.6,1,160.5,2.805,1.686,0.0000,50.1
1.252,0.96,0.06,-9.97,0.83,-0.02,0.00,407.2,102.5,116.5,206.8,1,160.9,2.750,1.745,0.0000,50.1
1.302,1.19,0.11,-9.97,0.84,-0.02,0.00,413.3,114.4,115.7,221.8,1,151.0,2.513,1.866,0.0000,50.1
1.352,1.19,0.11,-9.97,0.85,-0.02,0.00,415.8,119.3,115.4,228.4,1,151.7,2.415,1.916,0.0000,50.1
1.402,1.43,0.16,-9.97,0.86,-0.02,0.00,419.5,145.3,114.4,229.3,1,128.4,1.894,1.991,0.0000,50.1
1.452,1.43,0.16,-9.97,0.88,-0.02,0.00,420.9,154.7,114.0,229.5,1,129.0,1.706,2.018,0.0000,50.1
1.502,1.68,0.23,-9.97,0.89,-0.02,0.00,422.2,185.3,113.2,228.1,1,108.8,1.094,2.044,0.0000,50.1
1.552,1.68,0.23,-9.97,0.90,-0.02,0.00,422.6,196.1,112.9,227.5,1,109.2,0.878,2.052,0.0000,50.1
1.602,1.95,0.32,-9.97,0.91,-0.02,0.00,420.8,228.4,112.4,226.3,1,98.2,0.232,2.016,0.0000,50.1
1.652,1.95,0.32,-9.97,0.93,-0.02,0.00,420.1,239.7,112.2,225.8,1,98.3,0.005,2.002,0.0000,50.1
1.702,2.21,0.42,-9.97,0.94,-0.02,0.00,414.1,272.4,111.9,225.1,1,100.0,-0.647,1.881,0.0000,50.1
1.752,2.21,0.42,-9.97,0.95,-0.02,0.00,411.8,283.8,111.8,224.8,1,99.8,-0.875,1.835,0.0000,50.1
1.802,2.48,0.54,-9.97,0.96,-0.02,0.00,400.8,315.8,111.9,224.7,1,114.0,-1.516,1.617,0.0000,50.1
1.853,2.48,0.54,-9.97,0.98,-0.02,0.00,396.7,327.0,111.9,224.6,1,113.5,-1.739,1.535,0.0000,50.1
1.903,2.74,0.67,-9.97,0.99,-0.02,0.00,381.5,357.8,112.3,225.3,1,137.6,-2.356,1.229,0.0000,50.1
1.953,2.74,0.67,-9.97,1.00,-0.02,0.00,375.7,368.5,112.4,225.5,1,137.0,-2.570,1.115,0.0000,50.1
2.003,2.98,0.82,-9.97,1.01,-0.02,0.00,353.6,385.0,113.2,198.9,1,147.9,-2.899,0.673,0.0000,50.1
2.053,2.98,0.82,-9.97,1.03,-0.02,0.00,347.4,389.9,113.4,192.0,1,147.6,-2.997,0.547,0.0000,50.1
2.103,3.21,0.98,-9.97,1.04,-0.02,0.00,320.0,401.5,114.3,166.3,1,160.9,-3.000,-0.001,-0.0000,50.1
2.153,3.21,0.98,-9.97,1.05,-0.02,0.00,312.3,404.8,114.6,159.7,1,160.5,-3.000,-0.154,-0.0000,50.1
2.203,3.43,1.14,-9.97,1.06,-0.02,0.00,280.6,413.1,115.6,140.8,1,178.2,-3.000,-0.787,-0.0000,50.1
2.253,3.43,1.14,-9.97,1.08,-0.02,0.00,271.5,415.4,115.9,135.9,1,177.9,-3.000,-0.970,-0.0000,50.1
2.303,3.62,1.30,-9.97,1.09,-0.02,0.00,237.8,420.5,117.0,124.1,1,200.4,-3.000,-1.645,-0.0000,50.1
2.353,3.62,1.30,-9.97,1.10,-0.02,0.00,227.4,421.8,117.4,121.0,1,200.0,-3.000,-1.852,-0.0000,50.1
2.403,3.80,1.47,-9.97,1.11,-0.02,0.00,192.5,425.1,118.7,113.5,1,228.1,-3.000,-2.550,-0.0000,50.1
2.453,3.80,1.47,-9.97,1.13,-0.02,0.00,181.4,425.8,119.1,111.6,1,227.7,-3.000,-2.772,-0.0000,50.1
2.503,3.95,1.61,-9.97,1.14,-0.02,0.00,147.7,429.2,120.9,104.1,1,259.7,-3.000,-3.000,-0.0000,50.1
2.553,3.95,1.61,-9.97,1.15,-0.02,0.00,137.0,430.0,121.5,102.2,1,259.4,-3.000,-3.000,-0.0000,50.1
2.604,4.09,1.74,-9.97,1.16,-0.02,0.00,112.3,433.3,123.1,95.1,1,285.3,-3.000,-3.000,-0.0000,50.1
2.654,4.09,1.74,-9.97,1.18,-0.02,0.00,104.5,434.1,123.6,93.3,1,285.0,-3.000,-3.000,-0.0000,50.1
2.704,4.21,1.86,-9.97,1.19,-0.02,0.00,89.7,437.0,124.8,87.2,1,302.0,-3.000,-3.000,-0.0000,50.1
2.754,4.21,1.86,-9.97,1.20,-0.02,0.00,85.1,437.6,125.1,85.7,1,301.7,-3.000,-3.000,-0.0000,50.1
2.804,4.31,1.96,-9.97,1.21,-0.02,0.00,77.1,440.1,125.8,80.7,1,312.3,-3.000,-3.000,-0.0000,50.1
2.854,4.31,1.96,-9.97,1.23,-0.02,0.00,74.6,440.6,125.9,79.6,1,312.0,-3.000,-3.000,-0.0000,50.1
2.904,4.39,2.04,-9.97,1.24,-0.02,0.00,69.8,442.7,126.4,75.2,1,319.5,-3.000,-3.000,-0.0000,50.1
2.954,4.39,2.04,-9.97,1.25,-0.02,0.00,68.3,443.1,126.5,74.3,1,319.2,-3.000,-3.000,-0.0000,50.1
3.004,4.45,2.10,-9.97,1.26,-0.02,0.00,65.2,444.9,126.9,70.7,1,324.6,-3.000,-3.000,-0.0000,50.1
3.054,4.45,2.10,-9.97,1.28,-0.02,0.00,64.3,445.2,126.9,70.1,1,324.2,-3.000,-3.000,-0.0000,50.1
3.104,4.50,2.14,-9.97,1.29,-0.02,0.00,62.2,446.7,127.2,66.9,1,328.5,-3.000,-3.000,-0.0000,50.1
3.154,4.50,2.14,-9.97,1.30,-0.02,0.00,61.6,446.9,127.3,66.5,1,328.2,-3.000,-3.000,-0.0000,50.1
3.204,4.52,2.17,-9.97,1.31,-0.02,0.00,60.7,448.2,126.5,63.8,1,330.7,-3.000,-3.000,-0.0000,50.1
3.254,4.52,2.17,-9.97,1.33,-0.02,0.00,60.5,448.3,126.2,63.5,1,330.4,-3.000,-3.000,-0.0000,50.1
3.304,4.53,2.17,-9.97,1.34,-0.02,0.00,60.4,449.3,125.3,61.6,1,331.8,-3.000,-3.000,-0.0000,50.1
3.355,4.53,2.17,-9.97,1.35,-0.02,0.00,60.4,449.3,125.0,61.5,1,331.5,-3.000,-3.000,-0.0000,50.1
3.405,4.52,2.16,-9.97,1.37,-0.02,0.00,60.7,450.0,124.9,60.1,1,332.2,-3.000,-3.000,-0.0000,50.1
3.455,4.52,2.16,-9.97,1.38,-0.02,0.00,60.9,449.9,124.9,60.3,1,331.9,-3.000,-3.000,-0.0000,50.1
3.505,4.49,2.13,-9.97,1.39,-0.02,0.00,61.5,450.3,125.7,59.6,1,331.8,-3.000,-3.000,-0.0000,50.1
3.555,4.49,2.13,-9.97,1.40,-0.02,0.00,61.8,450.1,126.0,59.9,1,331.5,-3.000,-3.000,-0.0000,50.1
3.605,4.45,2.08,-9.97,1.42,-0.02,0.00,62.7,450.0,127.5,60.1,1,330.8,-3.000,-3.000,-0.0000,50.1
3.655,4.45,2.08,-9.97,1.43,-0.02,0.00,63.1,449.7,128.1,60.7,1,330.5,-3.000,-3.000,-0.0000,50.1
3.705,4.38,2.02,-9.97,1.44,-0.02,0.00,65.1,449.3,128.6,61.5,1,328.1,-3.000,-3.000,-0.0000,50.1
3.755,4.38,2.02,-9.97,1.45,-0.02,0.00,66.0,448.9,128.8,62.3,1,327.8,-3.000,-3.000,-0.0000,50.1
3.805,4.30,1.93,-9.97,1.47,-0.02,0.00,69.0,448.0,128.8,64.0,1,324.0,-3.000,-3.000,-0.0000,50.1
3.855,4.30,1.93,-9.97,1.48,-0.02,0.00,70.3,447.4,128.8,65.2,1,323.7,-3.000,-3.000,-0.0000,50.1
3.905,4.20,1.83,-9.98,1.49,-0.02,0.00,74.2,446.3,128.8,67.5,1,318.6,-3.000,-3.000,-0.0000,50.1
3.955,4.20,1.83,-9.98,1.50,-0.02,0.00,75.9,445.5,128.8,69.0,1,318.3,-3.000,-3.000,-0.0000,50.1
4.005,4.09,1.71,-9.98,1.52,-0.02,0.00,80.5,443.9,128.6,72.1,1,312.0,-3.000,-3.000,-0.0000,50.1
4.055,4.09,1.71,-9.98,1.53,-0.02,0.00,82.5,443.0,128.5,74.0,1,311.7,-3.000,-3.000,-0.0000,50.1
4.106,3.95,1.58,-9.98,1.54,-0.02,0.00,87.9,441.2,128.4,77.7,1,304.5,-3.000,-3.000,-0.0000,50.1
4.156,3.95,1.58,-9.98,1.55,-0.02,0.00,90.2,440.1,128.3,79.8,1,304.1,-3.000,-3.000,-0.0000,50.1
4.206,3.80,1.43,-9.98,1.57,-0.02,0.00,96.3,437.8,128.0,84.4,1,295.7,-3.000,-3.000,-0.0000,50.1
4.256,3.80,1.43,-9.98,1.58,-0.02,0.00,98.8,436.6,127.8,86.9,1,295.4,-3.000,-3.000,-0.0000,50.1
4.306,3.62,1.26,-9.98,1.59,-0.02,0.00,105.7,433.9,127.5,92.2,1,285.8,-3.000,-3.000,-0.0000,50.1
4.356,3.62,1.26,-9.98,1.60,-0.02,0.00,108.6,432.5,127.3,95.0,1,285.5,-3.000,-3.000,-0.0000,50.1
4.406,3.43,1.08,-9.98,1.62,-0.02,0.00,116.1,429.4,126.8,101.2,1,274.9,-3.000,-3.000,-0.0000,50.1
4.456,3.43,1.08,-9.98,1.63,-0.02,0.00,119.3,427.9,126.6,104.3,1,274.5,-3.000,-3.000,-0.0000,50.1
4.506,3.22,0.88,-9.98,1.64,-0.02,0.00,129.6,423.4,125.7,113.2,1,259.0,-3.000,-3.000,-0.0000,50.1
4.556,3.22,0.88,-9.98,1.65,-0.02,0.00,134.2,421.2,125.3,117.6,1,258.7,-3.000,-3.000,-0.0000,50.1
4.606,2.99,0.67,-9.98,1.67,-0.02,0.00,149.4,414.1,123.7,131.8,1,234.2,-3.000,-3.000,-0.0000,50.1
4.656,2.99,0.67,-9.98,1.68,-0.02,0.00,156.7,410.4,122.9,139.2,1,233.9,-3.000,-3.000,-0.0000,50.1
4.706,2.74,0.44,-9.98,1.69,-0.02,0.00,175.3,401.3,121.0,157.5,1,204.8,-3.000,-2.894,-0.0000,50.1
4.756,2.74,0.44,-9.98,1.70,-0.02,0.00,184.5,396.5,120.0,167.0,1,204.4,-3.000,-2.711,-0.0000,50.1
4.806,2.48,0.20,-9.98,1.72,-0.02,0.00,205.1,386.7,118.2,186.6,1,174.8,-2.934,-2.298,-0.0000,50.1
4.857,2.48,0.20,-9.98,1.73,-0.02,0.00,214.9,381.8,117.2,196.4,1,174.5,-2.836,-2.102,-0.0000,50.1
4.907,2.21,-0.04,-9.98,1.74,-0.02,0.00,239.8,372.6,115.6,214.8,1,144.8,-2.652,-1.604,-0.0000,50.0
4.957,2.21,-0.04,-9.98,1.75,-0.02,0.00,251.0,368.3,114.9,223.3,1,144.4,-2.567,-1.379,-0.0000,50.1
5.007,1.93,-0.29,-9.98,1.77,-0.02,0.00,281.0,352.0,113.5,227.8,1,107.9,-2.239,-0.780,-0.0000,50.1
5.057,1.93,-0.29,-9.98,1.78,-0.02,0.00,292.5,345.2,113.0,229.3,1,107.2,-2.103,-0.550,-0.0000,50.1
5.107,1.64,-0.53,-9.98,1.79,-0.02,0.00,324.1,325.1,112.1,228.2,1,78.5,-1.702,0.082,0.0000,50.1
5.157,1.64,-0.53,-9.98,1.80,-0.02,0.00,335.6,317.3,111.8,227.6,1,77.8,-1.546,0.312,0.0000,50.1
5.207,1.34,-0.77,-9.98,1.82,-0.02,0.00,366.5,294.8,111.4,226.6,1,73.1,-1.097,0.930,0.0000,50.4
5.257,1.34,-0.77,-9.98,1.83,-0.02,0.00,377.7,286.2,111.3,226.0,1,72.7,-0.924,1.154,0.0000,50.1
5.307,1.05,-1.01,-9.98,1.84,-0.02,0.00,407.6,260.7,111.5,226.1,1,97.1,-0.414,1.752,0.0000,50.1
5.357,1.05,-1.01,-9.98,1.85,-0.02,0.00,418.4,250.9,111.6,225.9,1,97.0,-0.219,1.968,0.0000,50.1
5.408,0.74,-1.23,-9.98,1.87,-0.02,0.00,446.7,221.9,112.3,227.1,1,137.1,0.362,2.535,0.0000,50.1
5.458,0.74,-1.23,-9.98,1.88,-0.02,0.00,457.0,210.8,112.6,227.4,1,137.3,0.584,2.739,0.0000,50.1
5.508,0.45,-1.43,-9.98,1.89,-0.02,0.00,479.2,178.6,113.7,229.4,1,178.4,1.228,3.000,0.0000,50.1
5.558,0.45,-1.43,-9.98,1.90,-0.02,0.00,487.2,166.2,114.1,230.0,1,178.7,1.475,3.000,0.0000,50.1
5.608,0.17,-1.61,-9.98,1.92,-0.02,0.00,498.9,131.7,115.2,232.1,1,213.7,2.166,3.000,0.0000,50.1
5.658,0.17,-1.61,-9.98,1.93,-0.02,0.00,502.9,118.5,115.7,232.8,1,214.2,2.429,3.000,0.0000,50.1
5.708,-0.10,-1.78,-9.98,1.94,-0.02,0.00,505.1,97.1,117.0,201.7,1,232.0,2.857,3.000,0.0000,50.1
5.758,-0.10,-1.78,-9.98,1.95,-0.02,0.00,506.2,90.5,117.4,192.8,1,232.3,2.990,3.000,0.0000,50.1
5.808,-0.35,-1.93,-9.98,1.97,-0.02,0.00,511.1,76.0,118.9,161.2,1,250.3,3.000,3.000,0.0000,50.1
5.858,-0.35,-1.93,-9.98,1.98,-0.02,0.00,512.8,71.4,119.3,152.5,1,250.7,3.000,3.000,0.0000,50.1
5.908,-0.57,-2.07,-9.97,1.99,-0.02,0.00,521.2,62.1,120.6,131.3,1,267.7,3.000,3.000,0.0000,50.1
5.958,-0.57,-2.07,-9.97,2.00,-0.02,0.00,523.7,59.1,120.9,124.9,1,268.0,3.000,3.000,0.0000,50.1
6.008,-0.78,-2.19,-9.97,2.02,-0.02,0.00,532.8,52.9,121.9,110.7,1,282.7,3.000,3.000,0.0000,50.1
6.058,-0.78,-2.19,-9.97,2.03,-0.02,0.00,535.5,50.8,122.2,106.1,1,283.1,3.000,3.000,0.0000,50.1
6.108,-0.96,-2.30,-9.97,2.04,-0.02,0.00,544.5,46.1,122.9,95.4,1,296.4,3.000,3.000,0.0000,50.1
6.159,-0.96,-2.30,-9.97,2.05,-0.02,0.00,547.3,44.4,123.2,91.7,1,296.8,3.000,3.000,0.0000,50.1
6.209,-1.13,-2.40,-9.97,2.07,-0.02,0.00,555.9,40.2,123.9,82.5,1,309.2,3.000,3.000,0.0000,50.1
6.259,-1.13,-2.40,-9.97,2.08,-0.02,0.00,558.5,38.7,124.1,79.2,1,309.5,3.000,3.000,0.0000,50.1
6.309,-1.27,-2.49,-9.97,2.09,-0.02,0.00,567.0,34.8,124.8,70.8,1,321.5,3.000,3.000,0.0000,50.1
6.359,-1.27,-2.49,-9.97,2.10,-0.02,0.00,569.6,33.3,125.0,67.8,1,321.9,3.000,3.000,0.0000,50.1
6.409,-1.39,-2.56,-9.97,2.12,-0.02,0.00,577.2,29.6,124.7,59.9,1,332.6,3.000,3.000,0.0000,50.1
6.459,-1.39,-2.56,-9.97,2.13,-0.02,0.00,579.4,28.2,124.6,57.0,1,332.9,3.000,3.000,0.0000,50.1
6.509,-1.49,-2.62,-9.97,2.14,-0.02,0.00,583.0,24.5,117.4,49.4,1,339.6,3.000,3.000,0.0000,50.1
6.559,-1.49,-2.62,-9.97,2.15,-0.02,0.00,584.1,23.1,115.3,46.6,1,339.9,3.000,3.000,0.0000,50.1
6.609,-1.57,-2.66,-9.97,2.17,-0.02,0.00,587.1,19.7,108.3,39.7,1,345.9,3.000,3.000,0.0000,50.1
6.659,-1.57,-2.66,-9.97,2.18,-0.02,0.00,587.9,18.5,106.4,37.2,1,346.2,3.000,3.000,0.0000,50.1
6.709,-1.64,-2.70,-9.97,2.19,-0.02,0.00,590.7,15.2,100.0,30.6,1,351.8,3.000,3.000,0.0000,50.1
6.759,-1.64,-2.70,-9.97,2.20,-0.02,0.00,591.5,14.1,98.3,28.3,1,352.1,3.000,3.000,0.0000,50.1
6.809,-1.68,-2.71,-9.97,2.22,-0.02,0.00,593.9,11.2,93.0,22.6,1,356.9,3.000,3.000,0.0000,50.1
6.859,-1.68,-2.71,-9.97,2.23,-0.02,0.00,594.6,10.2,91.6,20.5,1,357.2,3.000,3.000,0.0000,50.1
6.910,-1.70,-2.72,-9.97,2.24,-0.02,0.00,596.6,7.7,87.1,15.3,1,361.3,3.000,3.000,0.0000,50.1
6.960,-1.70,-2.72,-9.97,2.25,-0.02,0.00,597.2,6.7,86.0,13.5,1,361.6,3.000,3.000,0.0000,50.1
7.010,-1.70,-2.70,-9.97,2.27,-0.02,0.00,598.9,4.6,82.4,9.3,1,364.9,3.000,3.000,0.0000,50.1
7.060,-1.70,-2.70,-9.97,2.28,-0.02,0.00,599.2,3.8,81.6,7.7,1,365.3,3.000,3.000,0.0000,50.1
7.110,-1.68,-2.68,-9.97,2.29,-0.02,0.00,600.5,2.2,79.0,4.4,1,367.8,3.000,3.000,0.0000,50.1
7.160,-1.68,-2.68,-9.97,2.30,-0.02,0.00,600.8,1.6,78.5,3.2,1,368.1,3.000,3.000,0.0000,50.1
7.210,-1.64,-2.64,-9.98,2.32,-0.02,0.00,601.5,0.6,77.0,1.1,1,369.5,3.000,3.000,0.0000,50.1
7.260,-1.64,-2.64,-9.98,2.33,-0.02,0.00,601.5,0.1,76.9,0.2,2,369.9,3.000,3.000,0.0000,50.1
7.310,-1.58,-2.58,-9.98,2.34,-0.02,0.00,603.0,-1.6,74.1,1.0,1,,3.000,3.000,0.0000,50.1
7.360,-1.58,-2.58,-9.98,2.35,-0.02,0.00,603.8,-2.7,72.6,1.0,1,,3.000,3.000,0.0000,50.1
7.410,-1.51,-2.51,-9.98,2.37,-0.02,0.00,604.5,-3.8,71.1,1.0,1,,3.000,3.000,0.0000,50.1
7.460,-1.51,-2.51,-9.98,2.38,-0.02,0.00,605.3,-4.9,69.6,1.0,1,,3.000,3.000,0.0000,50.1
7.510,-1.40,-2.42,-9.98,2.39,-0.02,0.00,606.1,-6.0,68.1,1.0,1,,3.000,3.000,0.0000,50.1
7.561,-1.40,-2.42,-9.98,2.40,-0.02,0.00,606.8,-7.2,66.6,1.0,1,,3.000,3.000,0.0000,50.2
7.611,-1.28,-2.32,-9.98,2.42,-0.02,0.00,598.4,1.0,83.1,2.0,3,366.9,3.000,3.000,0.0000,50.1
7.661,-1.28,-2.32,-9.98,2.43,-0.02,0.00,598.5,0.6,83.0,1.2,3,367.3,3.000,3.000,0.0000,50.1
7.711,-1.14,-2.20,-9.98,2.44,-0.02,0.00,596.1,2.8,87.9,5.6,4,364.0,3.000,3.000,0.0000,50.1
7.761,-1.14,-2.20,-9.98,2.45,-0.02,0.00,596.1,2.4,87.8,4.8,4,364.3,3.000,3.000,0.0000,50.0
7.811,-0.98,-2.07,-9.98,2.47,-0.02,0.00,594.7,3.7,90.7,7.3,4,359.9,3.000,3.000,0.0000,50.1
7.861,-0.98,-2.07,-9.98,2.48,-0.02,0.00,593.3,4.6,93.4,9.3,4,360.3,3.000,3.000,0.0000,50.1
7.911,-0.80,-1.92,-9.98,2.49,-0.02,0.00,591.0,6.6,97.9,13.3,4,355.0,3.000,3.000,0.0000,50.1
7.961,-0.80,-1.92,-9.98,2.50,-0.02,0.00,589.5,7.8,101.0,15.7,4,355.3,3.000,3.000,0.0000,50.1
8.011,-0.60,-1.75,-9.98,2.52,-0.02,0.00,586.7,10.3,106.6,20.6,4,349.0,3.000,3.000,0.0000,50.1
8.061,-0.60,-1.75,-9.98,2.53,-0.02,0.00,585.0,11.7,110.1,23.3,4,349.4,3.000,3.000,0.0000,50.1
8.111,-0.38,-1.57,-9.98,2.54,-0.02,0.00,581.3,15.1,117.5,30.2,4,339.7,3.000,3.000,0.0000,50.1
8.161,-0.38,-1.57,-9.98,2.55,-0.02,0.00,578.7,17.3,122.6,34.7,4,340.1,3.000,3.000,0.0000,50.1
8.211,-0.14,-1.38,-9.98,2.57,-0.02,0.00,569.9,22.8,127.1,45.5,4,315.9,3.000,3.000,0.0000,50.1
8.262,-0.14,-1.38,-9.98,2.58,-0.02,0.00,562.4,27.1,130.1,54.1,4,316.3,3.000,3.000,0.0000,50.1
8.312,0.12,-1.17,-9.98,2.59,-0.02,0.00,547.5,34.8,130.5,69.6,4,283.7,3.000,3.000,0.0000,50.1
8.362,0.12,-1.17,-9.98,2.60,-0.02,0.00,535.6,40.7,129.8,81.4,4,284.0,3.000,3.000,0.0000,50.1
8.412,0.39,-0.95,-9.98,2.62,-0.02,0.00,517.1,50.2,128.4,100.3,4,252.0,3.000,3.000,0.0000,50.1
8.462,0.39,-0.95,-9.98,2.63,-0.02,0.00,504.6,56.3,126.6,112.7,4,252.4,3.000,3.000,0.0000,50.1
8.512,0.67,-0.72,-9.98,2.64,-0.02,0.00,485.9,66.2,124.7,132.5,4,223.5,3.000,3.000,0.0000,50.1
8.562,0.67,-0.72,-9.98,2.65,-0.02,0.00,475.1,71.7,123.1,143.3,4,223.9,3.000,3.000,0.0000,50.1
8.612,0.97,-0.47,-9.98,2.67,-0.02,0.00,457.5,81.1,121.4,162.1,4,198.0,3.000,2.750,0.0000,50.1
8.662,0.97,-0.47,-9.98,2.68,-0.02,0.00,448.7,85.5,120.2,171.1,4,198.3,3.000,2.573,0.0000,50.1
8.712,1.26,-0.23,-9.98,2.69,-0.02,0.00,430.9,93.8,118.8,187.6,4,174.3,2.924,2.218,0.0000,50.1
8.762,1.26,-0.23,-9.98,2.70,-0.02,0.00,422.8,97.3,117.9,194.5,4,174.7,2.855,2.055,0.0000,50.1
8.812,1.56,0.02,-9.98,2.72,-0.02,0.00,399.1,104.5,116.7,209.1,4,148.2,2.709,1.581,0.0000,50.1
8.862,1.56,0.02,-9.98,2.73,-0.02,0.00,388.7,107.4,116.0,214.7,4,148.6,2.653,1.374,0.0000,50.1
8.912,1.87,0.27,-9.98,2.74,-0.02,0.00,359.1,117.2,114.8,224.5,4,121.2,2.456,0.782,0.0000,50.1
8.962,1.87,0.27,-9.98,2.75,-0.02,0.00,347.1,120.7,114.3,228.2,4,122.0,2.386,0.541,0.0000,50.1
9.013,2.18,0.52,-9.98,2.77,-0.02,0.00,313.9,136.9,113.5,228.4,4,98.3,2.062,-0.122,-0.0000,50.1
9.063,2.18,0.52,-9.98,2.78,-0.02,0.00,301.7,142.4,113.2,228.3,4,99.0,1.951,-0.366,-0.0000,50.1
9.113,2.49,0.76,-9.98,2.79,-0.02,0.00,267.8,161.3,113.0,227.9,4,96.2,1.573,-1.044,-0.0000,50.1
9.163,2.49,0.76,-9.98,2.80,-0.02,0.00,255.4,167.8,112.9,227.6,4,96.6,1.444,-1.292,-0.0000,50.1
9.213,2.80,0.99,-9.98,2.82,-0.02,0.00,222.1,189.5,113.2,228.1,4,116.8,1.010,-1.957,-0.0000,50.1
9.263,2.80,0.99,-9.98,2.83,-0.02,0.00,210.0,197.0,113.3,228.1,4,117.0,0.859,-2.199,-0.0000,50.1
9.313,3.11,1.20,-9.98,2.84,-0.02,0.00,178.5,222.2,114.2,229.7,4,150.9,0.357,-2.829,-0.0000,50.1
9.363,3.11,1.20,-9.98,2.85,-0.02,0.00,167.1,231.0,114.5,230.2,4,150.9,0.180,-3.000,-0.0000,50.1
9.413,3.41,1.40,-9.98,2.87,-0.02,0.00,142.2,258.3,115.6,232.3,4,185.0,-0.366,-3.000,-0.0000,50.1
9.463,3.41,1.40,-9.98,2.88,-0.02,0.00,133.3,267.9,116.0,232.9,4,184.8,-0.558,-3.000,-0.0000,50.1
9.513,3.70,1.57,-9.97,2.89,-0.02,0.00,121.5,297.0,116.8,234.4,4,207.4,-1.139,-3.000,-0.0000,50.1
9.563,3.70,1.57,-9.97,2.90,-0.02,0.00,117.7,307.1,117.0,234.8,4,207.1,-1.342,-3.000,-0.0000,50.1
9.613,3.98,1.73,-9.97,2.92,-0.02,0.00,117.9,336.9,117.4,235.5,4,221.6,-1.939,-3.000,-0.0000,50.1
9.663,3.98,1.73,-9.97,2.93,-0.02,0.00,118.6,347.3,117.5,235.7,4,221.2,-2.145,-3.000,-0.0000,50.1
