t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,oracle_cx,oracle_cy,oracle_w,oracle_h,det_bbox_cx,det_bbox_cy,det_new,track_cx,track_cy,track_w,track_h,track_id,pix_err_vs_oracle,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,0.01,-0.01,-8.68,0.51,-0.01,0.00,320.0,208.1,127.7,255.3,320.0,208.1,1,320.0,208.1,127.7,255.3,1,0.0,0.638,0.000,0.0000,0.0
0.050,0.01,-0.01,-8.68,0.53,-0.01,0.00,320.0,207.3,127.7,255.3,320.0,208.1,0,320.0,208.1,127.7,255.3,1,0.8,0.638,0.000,0.0000,50.1
0.100,0.01,-0.01,-8.80,0.54,-0.01,0.00,324.1,207.1,125.9,251.9,320.0,208.1,0,320.0,208.1,127.7,255.3,1,4.2,0.638,0.000,0.0000,50.1
0.150,0.01,-0.01,-8.80,0.55,-0.01,0.00,324.2,206.4,125.9,251.9,320.0,208.1,0,320.0,208.1,127.7,255.3,1,4.5,0.638,0.000,0.0000,50.1
0.200,0.01,-0.01,-8.91,0.56,-0.01,0.00,324.2,206.0,124.3,248.7,320.0,208.1,0,320.0,208.1,127.7,255.3,1,4.7,0.638,0.000,0.0000,50.1
0.250,0.01,-0.01,-8.91,0.58,-0.01,0.00,324.3,205.2,124.3,248.7,320.0,208.1,0,320.0,208.1,127.7,255.3,1,5.1,0.638,0.000,0.0000,50.1
0.300,0.02,-0.01,-9.02,0.59,-0.01,0.00,324.2,205.1,122.9,245.8,320.0,208.1,0,320.0,208.1,127.7,255.3,1,5.2,0.638,0.000,0.0000,50.1
0.350,0.02,-0.01,-9.02,0.60,-0.01,0.00,324.3,204.3,122.9,245.8,320.0,208.1,0,320.0,208.1,127.7,255.3,1,5.7,0.638,0.000,0.0000,50.1
0.401,0.03,-0.01,-9.11,0.61,-0.01,0.00,324.3,204.7,121.7,243.3,320.0,208.1,0,320.0,208.1,127.7,255.3,1,5.5,0.638,0.000,0.0000,50.1
0.451,0.03,-0.01,-9.11,0.63,-0.01,0.00,324.4,203.9,121.7,243.3,320.0,208.1,0,320.0,208.1,127.7,255.3,1,6.1,0.638,0.000,0.0000,50.1
0.501,0.05,-0.01,-9.20,0.64,-0.01,0.00,324.4,204.7,120.5,241.1,320.0,208.1,0,320.0,208.1,127.7,255.3,1,5.5,0.638,0.000,0.0000,50.1
0.551,0.05,-0.01,-9.20,0.65,-0.01,0.00,324.5,204.0,120.5,241.1,320.0,208.1,0,320.0,208.1,127.7,255.3,1,6.1,0.638,0.000,0.0000,50.1
0.601,0.08,-0.02,-9.27,0.66,-0.01,0.00,324.5,205.3,119.6,239.2,320.0,208.1,0,320.0,208.1,127.7,255.3,1,5.3,0.638,0.000,0.0000,50.1
0.651,0.08,-0.02,-9.27,0.68,-0.01,0.00,324.6,204.5,119.6,239.2,320.0,208.1,0,320.0,208.1,127.7,255.3,1,5.8,0.638,0.000,0.0000,50.1
