t_s,copter_n,copter_e,copter_d,rover_n,rover_e,rover_d,bbox_cx,bbox_cy,bbox_w,bbox_h,track_id,pixel_err_px,vx_cmd,vy_cmd,yaw_rate_cmd,loop_dt_ms
0.000,132.86,4.33,-9.98,3.00,0.00,0.00,,,,,,,0.000,0.000,0.0000,0.0
0.065,132.86,4.33,-9.98,3.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,65.0
0.115,132.86,4.33,-9.98,3.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.165,132.86,4.33,-9.98,3.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.215,132.86,4.33,-9.98,3.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.265,132.86,4.33,-9.98,3.53,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.315,132.86,4.33,-9.98,3.63,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.365,132.86,4.33,-9.98,3.73,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.415,132.86,4.33,-9.98,3.83,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.466,132.86,4.33,-9.98,3.93,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.3
0.516,132.86,4.33,-9.98,4.03,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.566,132.86,4.33,-9.98,4.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.616,132.86,4.33,-9.98,4.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.666,132.86,4.33,-9.98,4.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.716,132.86,4.33,-9.98,4.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.766,132.86,4.34,-9.98,4.53,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.816,132.86,4.34,-9.98,4.63,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.866,132.86,4.34,-9.98,4.73,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.916,132.86,4.34,-9.98,4.83,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
0.966,132.86,4.34,-9.98,4.93,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.017,132.86,4.34,-9.98,5.03,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.067,132.86,4.34,-9.98,5.13,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.117,132.86,4.34,-9.98,5.23,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.167,132.86,4.34,-9.98,5.33,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.217,132.86,4.34,-9.98,5.43,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.267,132.86,4.34,-9.98,5.53,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.317,132.86,4.34,-9.98,5.63,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.367,132.86,4.34,-9.98,5.73,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.417,132.86,4.34,-9.98,5.83,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
1.467,132.86,4.34,-9.98,5.93,0.00,0.00,,,,,,,0.000,0.000,0.0000,50.1
