epoch,global_step,loss,lr,elapsed_s
1,1,3.503151,1.00e-04,2.0
1,51,1.536028,1.00e-04,94.8
1,101,1.063272,9.99e-05,186.4
1,151,1.028392,9.99e-05,282.0
1,201,0.675801,9.97e-05,376.6
1,251,1.234907,9.96e-05,471.8
1,301,1.226074,9.94e-05,567.8
1,351,0.542266,9.92e-05,662.3
1,401,0.764818,9.90e-05,758.7
1,451,0.724814,9.87e-05,855.5
1,501,0.699495,9.84e-05,951.8
1,551,0.614829,9.81e-05,1048.8
1,601,0.580112,9.77e-05,1143.4
1,651,1.182201,9.73e-05,1238.0
1,701,1.259601,9.69e-05,1333.2
1,751,0.748071,9.64e-05,1430.0
1,801,0.739497,9.59e-05,1526.8
1,851,0.646201,9.54e-05,1622.5
1,901,1.040010,9.49e-05,1717.3
1,951,0.578334,9.43e-05,1813.9
1,1001,0.429107,9.36e-05,1910.7
1,1051,0.726522,9.30e-05,2006.9
1,1101,0.802039,9.24e-05,2101.0
1,1151,0.610377,9.17e-05,2197.5
1,1201,0.507677,9.09e-05,2291.6
1,1251,1.004712,9.02e-05,2386.4
1,1301,0.493271,8.94e-05,2483.5
1,1351,0.311109,8.87e-05,2579.6
1,1401,0.491747,8.78e-05,2676.8
1,1451,0.674356,8.69e-05,2773.5
1,1501,0.570594,8.61e-05,2871.1
1,1551,0.714773,8.52e-05,2966.4
1,1601,0.785054,8.42e-05,3064.1
1,1651,0.664759,8.33e-05,3158.2
1,1701,0.667473,8.24e-05,3254.1
1,1751,0.435046,8.14e-05,3350.0
1,1801,0.539374,8.03e-05,3444.8
1,1851,0.275569,7.93e-05,3540.4
1,1901,0.268153,7.83e-05,3637.2
1,1951,0.303990,7.73e-05,3733.4
1,2001,0.550602,7.61e-05,3829.6
1,2051,0.678527,7.49e-05,3926.6
2,2052,0.559468,7.49e-05,4123.8
2,2102,0.410635,7.38e-05,4221.2
2,2152,0.426597,7.27e-05,4316.9
2,2202,0.289008,7.16e-05,4412.8
2,2252,0.279854,7.03e-05,4508.2
2,2302,0.518380,6.92e-05,4603.3
2,2352,0.108332,6.81e-05,4696.8
2,2402,0.406894,6.69e-05,4791.8
2,2452,0.417114,6.56e-05,4885.7
2,2502,0.295904,6.44e-05,4980.5
2,2552,0.238394,6.32e-05,5074.4
2,2602,0.479845,6.20e-05,5171.3
2,2652,0.461665,6.06e-05,5267.7
2,2702,0.298502,5.94e-05,5362.2
2,2752,0.386428,5.82e-05,5458.3
2,2802,0.418437,5.70e-05,5554.0
2,2852,0.408963,5.56e-05,5650.3
2,2902,0.495317,5.44e-05,5745.1
2,2952,0.180785,5.32e-05,5840.6
2,3002,0.311572,5.19e-05,5937.2
2,3052,0.469828,5.05e-05,6033.6
2,3102,0.609325,4.93e-05,6130.4
2,3152,0.503161,4.81e-05,6225.2
2,3202,0.253358,4.68e-05,6321.6
2,3252,0.437985,4.54e-05,6417.3
2,3302,0.401514,4.42e-05,6511.6
2,3352,0.745839,4.30e-05,6606.9
2,3402,0.295231,4.18e-05,6702.6
2,3452,0.950793,4.04e-05,6797.4
2,3502,0.948405,3.92e-05,6892.8
2,3552,0.582070,3.80e-05,6986.7
2,3602,0.444726,3.68e-05,7083.7
2,3652,0.618407,3.54e-05,7180.9
2,3702,0.452204,3.42e-05,7276.1
2,3752,0.578646,3.31e-05,7373.1
2,3802,0.465732,3.19e-05,7466.8
2,3852,0.184485,3.06e-05,7562.0
2,3902,0.645824,2.95e-05,7658.6
2,3952,0.429385,2.84e-05,7755.7
2,4002,0.507412,2.73e-05,7850.7
2,4052,0.679928,2.60e-05,7945.1
2,4102,1.128284,2.48e-05,8037.5
3,4103,0.377090,2.48e-05,8233.9
3,4153,0.760897,2.37e-05,8330.2
3,4203,0.390143,2.27e-05,8426.0
3,4253,0.269336,2.17e-05,8523.3
3,4303,0.369738,2.05e-05,8617.8
3,4353,0.170687,1.95e-05,8713.6
3,4403,0.343341,1.86e-05,8807.9
3,4453,0.279905,1.76e-05,8904.7
3,4503,0.068008,1.65e-05,9001.5
3,4553,0.299376,1.56e-05,9095.8
3,4603,0.515715,1.48e-05,9189.6
3,4653,0.231459,1.39e-05,9284.5
3,4703,1.384819,1.29e-05,9380.6
3,4753,0.301620,1.21e-05,9475.2
3,4803,0.633455,1.13e-05,9572.3
3,4853,0.221668,1.06e-05,9667.5
3,4903,0.400026,9.69e-06,9765.2
3,4953,0.426034,8.98e-06,9860.7
3,5003,0.234020,8.29e-06,9956.8
3,5053,0.164481,7.63e-06,10052.5
3,5103,0.224350,6.89e-06,10147.4
3,5153,0.281657,6.28e-06,10242.2
3,5203,0.188953,5.70e-06,10338.1
3,5253,0.201167,5.14e-06,10432.9
3,5303,0.097688,4.53e-06,10528.6
3,5353,0.424651,4.03e-06,10625.3
3,5403,0.348952,3.57e-06,10721.3
3,5453,0.151585,3.12e-06,10815.2
3,5503,0.162393,2.65e-06,10911.1
3,5553,0.578655,2.27e-06,11006.2
3,5603,0.337297,1.92e-06,11101.5
3,5653,0.110098,1.60e-06,11197.6
3,5703,0.295475,1.26e-06,11293.2
3,5753,0.141007,9.98e-07,11390.2
3,5803,0.242132,7.69e-07,11486.5
3,5853,0.431479,5.70e-07,11580.7
3,5903,0.210611,3.75e-07,11674.7
3,5953,0.273199,2.40e-07,11769.8
3,6003,0.200937,1.35e-07,11865.2
3,6053,1.188985,6.01e-08,11961.6
3,6103,0.265396,1.04e-08,12056.7
3,6153,0.209719,1.67e-09,12151.4
