epoch,step,loss,lr,elapsed_s
1,2401,0.876837,1.95e-04,3230.8
1,2451,0.851342,1.95e-04,3299.0
1,2501,0.924804,1.94e-04,3367.2
1,2551,0.886653,1.94e-04,3435.1
1,2601,0.842271,1.94e-04,3503.5
1,2651,0.802366,1.94e-04,3571.5
1,2701,0.797024,1.94e-04,3639.5
1,2751,0.801065,1.93e-04,3707.5
1,2801,0.868040,1.93e-04,3775.7
1,2851,0.734779,1.93e-04,3843.5
1,2901,0.824077,1.93e-04,3912.2
1,2951,0.768361,1.92e-04,3980.5
1,3001,0.988706,1.92e-04,4048.5
1,3051,0.845155,1.92e-04,4116.3
1,3101,0.887868,1.92e-04,4184.4
1,3151,0.887270,1.91e-04,4252.1
1,3201,0.998402,1.91e-04,4319.9
1,3251,0.936696,1.91e-04,4387.9
1,3301,0.924445,1.90e-04,4455.9
1,3351,0.731255,1.90e-04,4523.7
1,3401,0.781564,1.90e-04,4591.6
1,3451,0.832238,1.90e-04,4659.5
1,3501,0.744690,1.89e-04,4727.2
1,3551,0.822004,1.89e-04,4795.0
1,3601,0.829469,1.89e-04,4863.1
1,3651,0.952986,1.88e-04,4931.3
1,3701,0.816545,1.88e-04,4999.5
1,3751,0.952287,1.88e-04,5067.2
1,3801,1.016145,1.87e-04,5135.1
1,3851,1.058287,1.87e-04,5203.1
1,3901,0.907111,1.87e-04,5271.1
1,3951,0.784167,1.86e-04,5339.0
1,4001,0.879669,1.86e-04,5406.9
1,4051,0.854196,1.86e-04,5474.2
1,4101,0.902212,1.85e-04,5542.2
1,4151,0.780372,1.85e-04,5610.1
1,4201,0.806030,1.85e-04,5677.9
1,4251,0.904513,1.84e-04,5745.9
1,4301,0.883609,1.84e-04,5813.4
1,4351,0.877315,1.84e-04,5881.6
1,4401,0.942954,1.83e-04,5949.5
1,4451,0.922800,1.83e-04,6017.3
1,4501,0.883638,1.82e-04,6085.2
1,4551,0.939908,1.82e-04,6153.2
1,4601,0.876390,1.82e-04,6221.4
1,4651,0.799887,1.81e-04,6290.0
1,4701,0.897822,1.81e-04,6358.3
1,4751,1.095419,1.80e-04,6425.2
1,4801,1.026990,1.80e-04,6492.9
1,4851,0.920351,1.80e-04,6559.9
1,4901,0.763241,1.79e-04,6627.1
1,4951,0.711150,1.79e-04,6694.5
1,5001,1.087580,1.78e-04,6761.9
1,5051,0.799289,1.78e-04,6829.3
1,5101,0.890166,1.78e-04,6896.7
1,5151,0.713001,1.77e-04,6963.9
1,5201,0.796953,1.77e-04,7031.8
1,5251,0.999676,1.76e-04,7099.4
1,5301,0.954187,1.76e-04,7166.7
1,5351,0.783245,1.75e-04,7234.1
1,5401,0.828933,1.75e-04,7301.6
1,5451,0.745538,1.74e-04,7369.0
1,5501,0.845822,1.74e-04,7436.7
1,5551,0.893998,1.74e-04,7504.5
1,5601,1.047036,1.73e-04,7572.5
1,5651,0.850246,1.73e-04,7640.3
1,5701,0.853477,1.72e-04,7707.9
1,5751,0.957552,1.72e-04,7775.5
1,5801,0.849177,1.71e-04,7842.9
1,5851,1.018734,1.71e-04,7910.5
1,5901,0.850342,1.70e-04,7978.1
1,5951,0.809388,1.70e-04,8045.9
1,6001,0.842657,1.69e-04,8113.6
1,6051,0.782872,1.69e-04,8181.9
1,6101,0.906831,1.68e-04,8249.3
1,6151,0.848364,1.68e-04,8316.7
1,6201,0.858229,1.67e-04,8384.4
1,6251,1.010336,1.67e-04,8451.7
1,6301,0.927052,1.66e-04,8518.8
1,6351,0.798206,1.66e-04,8586.6
1,6401,0.874513,1.65e-04,8654.0
1,6451,0.826808,1.65e-04,8721.8
1,6501,0.905865,1.64e-04,8789.2
1,6551,0.840998,1.64e-04,8856.5
1,6601,0.892646,1.63e-04,8923.9
1,6651,0.844005,1.63e-04,8991.5
1,6701,0.743977,1.62e-04,9058.6
1,6751,0.796014,1.62e-04,9126.0
1,6801,0.913783,1.61e-04,9193.9
1,6851,0.945719,1.61e-04,9261.6
1,6901,1.005922,1.60e-04,9329.4
1,6951,0.835738,1.60e-04,9397.2
1,7001,0.797385,1.59e-04,9465.3
1,7051,0.926181,1.59e-04,9533.2
1,7101,0.638559,1.58e-04,9600.2
1,7151,0.920216,1.58e-04,9666.9
1,7201,0.810451,1.57e-04,9733.8
1,7251,0.799143,1.56e-04,9801.0
1,7301,0.843574,1.56e-04,9867.8
1,7351,0.792188,1.55e-04,9933.8
1,7401,0.826093,1.55e-04,9999.9
1,7451,0.760418,1.54e-04,10068.4
1,7501,0.806060,1.54e-04,10135.5
1,7551,0.830960,1.53e-04,10202.4
1,7601,1.002975,1.52e-04,10269.3
1,7651,0.758672,1.52e-04,10336.5
1,7701,0.825801,1.51e-04,10404.0
1,7751,0.997452,1.51e-04,10471.6
1,7801,0.789194,1.50e-04,10538.5
1,7851,0.870815,1.50e-04,10605.5
1,7901,0.770408,1.49e-04,10672.9
1,7951,0.890005,1.48e-04,10740.1
1,8001,0.820078,1.48e-04,10807.7
1,8051,0.803061,1.47e-04,10875.2
1,8101,0.868523,1.47e-04,10942.7
1,8151,0.728199,1.46e-04,11010.7
1,8201,0.869263,1.45e-04,11079.0
1,8251,0.845884,1.45e-04,11147.1
1,8301,0.943515,1.44e-04,11215.5
1,8351,0.787344,1.44e-04,11284.4
1,8401,0.783451,1.43e-04,11353.2
1,8451,0.784164,1.42e-04,11421.8
1,8501,0.791849,1.42e-04,11491.1
1,8551,0.804497,1.41e-04,11560.1
1,8601,0.833187,1.41e-04,11629.6
1,8651,0.735859,1.40e-04,11698.9
1,8701,0.974735,1.39e-04,11768.6
1,8751,0.807131,1.39e-04,11838.2
1,8801,0.702450,1.38e-04,11907.7
1,8851,0.733500,1.38e-04,11977.9
1,8901,0.897510,1.37e-04,12048.3
1,8951,0.917957,1.36e-04,12118.5
1,9001,0.940480,1.36e-04,12188.4
1,9051,0.925255,1.35e-04,12258.8
1,9101,0.801334,1.34e-04,12329.8
1,9151,0.776100,1.34e-04,12400.4
1,9201,0.859000,1.33e-04,12471.3
1,9251,0.870688,1.32e-04,12542.3
1,9301,0.799234,1.32e-04,12613.1
1,9351,0.936647,1.31e-04,12684.1
1,9401,0.818604,1.31e-04,12754.4
1,9451,0.759773,1.30e-04,12825.4
1,9501,0.848597,1.29e-04,12896.7
1,9551,0.843432,1.29e-04,12968.1
1,9601,0.831549,1.28e-04,13039.3
1,9651,0.782658,1.27e-04,13110.7
1,9701,0.787193,1.27e-04,13181.7
1,9751,0.823149,1.26e-04,13253.0
1,9801,0.795828,1.25e-04,13324.5
1,9851,0.833601,1.25e-04,13395.4
1,9901,0.877754,1.24e-04,13466.4
1,9951,0.905694,1.24e-04,13537.7
1,10001,0.805991,1.23e-04,13609.2
1,10051,0.621779,1.22e-04,13680.4
1,10101,0.914909,1.22e-04,13751.8
1,10151,0.818644,1.21e-04,13823.4
1,10201,0.702650,1.20e-04,13895.7
1,10251,0.883097,1.20e-04,13967.2
1,10301,0.871181,1.19e-04,14038.7
1,10351,0.864361,1.18e-04,14110.8
1,10401,0.818901,1.18e-04,14182.5
1,10451,0.813237,1.17e-04,14254.2
1,10501,0.892159,1.16e-04,14326.0
1,10551,0.789437,1.16e-04,14397.5
1,10601,0.902136,1.15e-04,14469.2
1,10651,0.789940,1.14e-04,14541.3
1,10701,0.937030,1.14e-04,14613.5
1,10751,0.862214,1.13e-04,14685.4
1,10801,0.783770,1.12e-04,14757.8
1,10851,0.669890,1.12e-04,14829.4
1,10901,0.826041,1.11e-04,14901.0
1,10951,0.757568,1.10e-04,14972.6
1,11001,0.700299,1.10e-04,15044.3
1,11051,0.866244,1.09e-04,15116.5
1,11101,0.728639,1.08e-04,15188.8
1,11151,0.800358,1.08e-04,15260.5
1,11201,0.809291,1.07e-04,15332.3
1,11251,0.693727,1.06e-04,15404.1
1,11301,0.843773,1.06e-04,15476.2
1,11351,0.864728,1.05e-04,15548.5
1,11401,0.805991,1.04e-04,15620.8
1,11451,0.780693,1.04e-04,15692.7
1,11501,0.757035,1.03e-04,15764.9
1,11551,0.880900,1.02e-04,15836.7
1,11601,0.835084,1.02e-04,15908.6
1,11651,0.736320,1.01e-04,15981.0
1,11701,0.850521,1.00e-04,16053.5
1,11751,0.799816,9.96e-05,16125.2
1,11801,0.852636,9.89e-05,16197.2
1,11851,0.797244,9.82e-05,16269.1
1,11901,0.696862,9.76e-05,16341.1
1,11951,0.869296,9.69e-05,16412.9
1,12001,0.844908,9.62e-05,16484.3
1,12051,0.729694,9.56e-05,16556.3
1,12101,0.791043,9.49e-05,16628.4
1,12151,0.838997,9.43e-05,16700.5
1,12201,0.801342,9.35e-05,16772.2
1,12251,0.830381,9.29e-05,16844.1
1,12301,0.799547,9.22e-05,16915.9
1,12351,0.827885,9.16e-05,16987.8
1,12401,0.631619,9.08e-05,17059.8
1,12451,0.696665,9.02e-05,17131.4
1,12501,0.758915,8.96e-05,17203.1
1,12551,0.821367,8.89e-05,17274.6
1,12601,0.871401,8.82e-05,17346.4
1,12651,0.933578,8.75e-05,17417.9
1,12701,0.920485,8.69e-05,17489.4
1,12751,0.656913,8.63e-05,17561.1
1,12801,0.844149,8.55e-05,17632.9
1,12851,0.846549,8.49e-05,17704.8
1,12901,0.719195,8.42e-05,17776.1
1,12951,0.866267,8.36e-05,17847.7
1,13001,0.931265,8.29e-05,17918.9
1,13051,0.898149,8.22e-05,17990.3
1,13101,0.801524,8.16e-05,18062.2
1,13151,0.921742,8.10e-05,18133.9
1,13201,0.734296,8.02e-05,18205.4
1,13251,0.808708,7.96e-05,18277.3
1,13301,0.999465,7.90e-05,18348.9
1,13351,0.799172,7.83e-05,18421.1
1,13401,0.817356,7.76e-05,18492.9
1,13451,1.159847,7.70e-05,18564.5
1,13501,0.830765,7.64e-05,18636.3
1,13551,0.901370,7.57e-05,18708.0
1,13601,0.743231,7.50e-05,18779.6
1,13651,0.863267,7.44e-05,18851.4
1,13701,0.760390,7.38e-05,18923.0
1,13751,0.901432,7.31e-05,18994.9
1,13801,0.731715,7.24e-05,19066.5
1,13851,0.753410,7.18e-05,19137.9
1,13901,0.807812,7.12e-05,19209.3
1,13951,0.725422,7.06e-05,19281.0
1,14001,0.854394,6.99e-05,19352.4
1,14051,0.769283,6.92e-05,19424.3
1,14101,0.763857,6.86e-05,19496.2
1,14151,0.871343,6.80e-05,19567.9
1,14201,0.855034,6.73e-05,19639.4
1,14251,0.796147,6.67e-05,19710.8
1,14301,0.868206,6.61e-05,19782.2
1,14351,0.721492,6.55e-05,19854.1
1,14401,0.825927,6.48e-05,19925.1
1,14451,0.725783,6.42e-05,19996.8
1,14501,0.826801,6.36e-05,20068.3
1,14551,0.900334,6.30e-05,20139.6
1,14601,0.813957,6.23e-05,20211.4
1,14651,0.776538,6.17e-05,20282.2
1,14701,0.856687,6.11e-05,20353.3
1,14751,0.649380,6.05e-05,20424.8
1,14801,0.834839,5.98e-05,20495.7
1,14851,0.832594,5.92e-05,20566.3
1,14901,0.860460,5.86e-05,20636.9
1,14951,0.732651,5.81e-05,20708.0
1,15001,0.748471,5.74e-05,20779.1
1,15051,0.832334,5.68e-05,20850.4
1,15101,0.862222,5.62e-05,20921.9
1,15151,0.683689,5.56e-05,20992.8
1,15201,0.785307,5.50e-05,21064.0
1,15251,0.880199,5.44e-05,21135.1
1,15301,0.683282,5.38e-05,21206.2
1,15351,0.711648,5.33e-05,21277.5
1,15401,0.875803,5.26e-05,21348.7
1,15451,0.821593,5.20e-05,21419.9
1,15501,0.743758,5.15e-05,21490.6
1,15551,0.747838,5.09e-05,21561.7
1,15601,0.752780,5.02e-05,21633.4
1,15651,0.859896,4.97e-05,21704.5
1,15701,0.782830,4.91e-05,21775.5
1,15751,0.860805,4.86e-05,21846.9
1,15801,0.966686,4.79e-05,21918.4
1,15851,0.827485,4.74e-05,21989.7
1,15901,0.692480,4.68e-05,22061.0
1,15951,0.709666,4.63e-05,22132.2
1,16001,0.830208,4.57e-05,22203.6
1,16051,0.803632,4.51e-05,22274.9
1,16101,0.836428,4.46e-05,22345.8
1,16151,0.837417,4.41e-05,22417.4
1,16201,0.962648,4.34e-05,22488.6
1,16251,0.834095,4.29e-05,22559.5
1,16301,0.825381,4.24e-05,22630.5
1,16351,0.741195,4.19e-05,22701.8
1,16401,0.820887,4.12e-05,22773.4
1,16451,0.780330,4.07e-05,22844.5
1,16501,0.807930,4.02e-05,22915.8
1,16551,0.838973,3.97e-05,22986.7
1,16601,0.907189,3.91e-05,23057.4
1,16651,0.672588,3.86e-05,23128.6
1,16701,0.762043,3.81e-05,23199.9
1,16751,0.832363,3.76e-05,23270.8
1,16801,0.922614,3.70e-05,23342.0
1,16851,0.803111,3.65e-05,23413.2
1,16901,0.856946,3.60e-05,23484.1
1,16951,0.663405,3.55e-05,23555.4
1,17001,0.683852,3.49e-05,23626.4
1,17051,0.670169,3.44e-05,23697.8
1,17101,0.742717,3.40e-05,23768.8
1,17151,0.901952,3.35e-05,23839.9
1,17201,0.765819,3.29e-05,23910.8
1,17251,0.798951,3.24e-05,23981.9
1,17301,0.734683,3.20e-05,24052.8
1,17351,1.054591,3.15e-05,24123.6
1,17401,0.766987,3.10e-05,24194.6
1,17451,0.938175,3.05e-05,24265.6
1,17501,0.677665,3.00e-05,24336.4
1,17551,0.811592,2.96e-05,24406.7
1,17601,0.934224,2.90e-05,24477.2
1,17651,0.853043,2.86e-05,24547.8
1,17701,0.709263,2.81e-05,24618.1
1,17751,0.812029,2.77e-05,24688.7
1,17801,0.923539,2.72e-05,24759.5
1,17851,1.033880,2.67e-05,24829.8
1,17901,0.865347,2.63e-05,24900.5
1,17951,0.783989,2.59e-05,24971.8
1,18001,0.690580,2.54e-05,25042.5
1,18051,0.851891,2.49e-05,25113.5
1,18101,0.735597,2.45e-05,25184.0
1,18151,0.842598,2.41e-05,25254.6
1,18201,0.806433,2.36e-05,25325.5
1,18251,0.736991,2.32e-05,25396.3
1,18301,0.742900,2.28e-05,25467.4
1,18351,0.864729,2.24e-05,25538.9
1,18401,0.762212,2.19e-05,25609.5
1,18451,0.684616,2.15e-05,25680.2
1,18501,0.780349,2.11e-05,25751.2
1,18551,0.764309,2.07e-05,25822.3
1,18601,0.841841,2.03e-05,25893.1
1,18651,0.804484,1.99e-05,25964.3
1,18701,0.820914,1.95e-05,26035.6
1,18751,0.870092,1.91e-05,26106.6
1,18801,0.935443,1.87e-05,26178.2
1,18851,0.821380,1.83e-05,26249.3
1,18901,0.731335,1.79e-05,26320.8
1,18951,0.708464,1.76e-05,26391.7
1,19001,0.766281,1.71e-05,26462.6
1,19051,0.817473,1.68e-05,26533.6
1,19101,0.861160,1.64e-05,26604.6
1,19151,0.732595,1.61e-05,26675.2
1,19201,0.800527,1.57e-05,26745.8
1,19251,0.668469,1.53e-05,26816.9
1,19301,0.817867,1.50e-05,26888.0
1,19351,0.776856,1.46e-05,26959.4
1,19401,0.939519,1.43e-05,27030.5
1,19451,0.897112,1.39e-05,27101.6
1,19501,0.833371,1.36e-05,27172.7
1,19551,0.803297,1.33e-05,27244.2
1,19601,0.828833,1.29e-05,27315.2
1,19651,0.796342,1.26e-05,27386.6
1,19701,0.730863,1.23e-05,27457.5
1,19751,0.709727,1.20e-05,27528.8
1,19801,0.912532,1.16e-05,27599.4
1,19851,0.778598,1.13e-05,27670.7
1,19901,0.970374,1.10e-05,27741.6
1,19951,0.892708,1.07e-05,27812.6
1,20001,0.701930,1.04e-05,27884.0
1,20051,0.776172,1.01e-05,27954.6
1,20101,0.848485,9.84e-06,28025.5
1,20151,0.927210,9.56e-06,28096.2
1,20201,0.845903,9.24e-06,28167.1
1,20251,0.779959,8.97e-06,28237.8
1,20301,0.870600,8.71e-06,28308.6
1,20351,0.803398,8.45e-06,28379.4
1,20401,0.819142,8.15e-06,28450.4
1,20451,0.756373,7.90e-06,28520.5
1,20501,0.724845,7.65e-06,28591.1
1,20551,0.802416,7.40e-06,28662.1
1,20601,0.898970,7.12e-06,28732.8
1,20651,0.908588,6.89e-06,28803.6
1,20701,0.754061,6.65e-06,28874.5
1,20751,0.857098,6.42e-06,28945.2
1,20801,0.680792,6.16e-06,29015.6
1,20851,0.778612,5.94e-06,29086.4
1,20901,0.805441,5.72e-06,29157.0
1,20951,0.646107,5.51e-06,29227.6
1,21001,0.774448,5.27e-06,29298.0
1,21051,0.709888,5.06e-06,29368.7
1,21101,0.664442,4.86e-06,29438.8
1,21151,0.811615,4.67e-06,29509.3
1,21201,0.823818,4.44e-06,29579.9
1,21251,0.866443,4.26e-06,29649.7
1,21301,0.824248,4.07e-06,29719.7
1,21351,0.969083,3.89e-06,29789.7
1,21401,0.829262,3.69e-06,29859.4
1,21451,0.702234,3.52e-06,29929.7
1,21501,0.708948,3.35e-06,29999.1
1,21551,0.797193,3.19e-06,30069.2
1,21601,0.777663,3.00e-06,30138.8
1,21651,0.725094,2.85e-06,30208.8
1,21701,0.774372,2.70e-06,30278.8
1,21751,0.839339,2.55e-06,30349.0
1,21801,0.740419,2.38e-06,30419.0
1,21851,0.869711,2.25e-06,30489.3
1,21901,0.754654,2.11e-06,30559.3
1,21951,0.764225,1.98e-06,30629.5
1,22001,0.757976,1.84e-06,30699.9
1,22051,0.786747,1.72e-06,30770.5
1,22101,0.764170,1.60e-06,30840.6
1,22151,0.582231,1.49e-06,30911.5
1,22201,0.726997,1.36e-06,30981.9
1,22251,0.812664,1.26e-06,31052.4
1,22301,0.669050,1.16e-06,31122.6
1,22351,0.695293,1.06e-06,31192.9
1,22401,0.672143,9.56e-07,31262.9
1,22451,0.786454,8.69e-07,31333.2
1,22501,0.774421,7.86e-07,31404.0
1,22551,0.902877,7.08e-07,31474.3
1,22601,0.903422,6.22e-07,31544.5
1,22651,0.848871,5.52e-07,31615.0
1,22701,0.622501,4.86e-07,31685.3
1,22751,0.823039,4.25e-07,31755.5
1,22801,0.691294,3.59e-07,31825.7
1,22851,0.729320,3.06e-07,31896.3
1,22901,0.777472,2.58e-07,31966.9
1,22951,0.988397,2.14e-07,32037.3
1,23001,0.908277,1.68e-07,32107.5
1,23051,0.849986,1.33e-07,32178.4
1,23101,0.674236,1.01e-07,32249.2
1,23151,0.901288,7.45e-08,32319.5
1,23201,0.746204,4.84e-08,32390.0
1,23251,0.968098,3.04e-08,32460.8
1,23301,0.775415,1.66e-08,32531.5
1,23351,0.764047,6.96e-09,32601.9
1,23401,0.705308,9.20e-10,32672.6
