t_s,state,copter_n,copter_e,copter_d,rover_n,rover_e,in_fov,occluded,bbox_cx,bbox_cy,px_err,vx_cmd,vy_cmd,loop_ms,dist_n,dist_e,d_true_px,d_dist_px
1.8,ACQUIRE,0.01,-0.01,-9.56,0.96,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
1.85,ACQUIRE,0.01,-0.01,-9.55,0.98,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
1.9,ACQUIRE,0.01,-0.01,-9.55,0.99,-0.01,1,0,,,,0.0,0.0,0.7,13.26,-0.01,,
1.95,ACQUIRE,0.01,-0.01,-9.55,1.0,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
2.0,ACQUIRE,0.01,-0.01,-9.55,1.01,-0.01,1,0,,,,0.0,0.0,0.7,13.26,-0.01,,
2.05,ACQUIRE,0.01,-0.01,-9.54,1.03,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
2.1,ACQUIRE,0.01,-0.01,-9.54,1.04,-0.01,1,0,,,,0.0,0.0,1.1,13.26,-0.01,,
2.15,ACQUIRE,0.01,-0.01,-9.54,1.05,-0.01,1,0,,,,0.0,0.0,1.4,13.26,-0.01,,
2.2,ACQUIRE,0.01,-0.01,-9.54,1.07,-0.01,1,0,,,,0.0,0.0,0.7,13.26,-0.01,,
2.25,ACQUIRE,0.01,-0.01,-9.54,1.08,-0.01,1,0,,,,0.0,0.0,1.4,13.26,-0.01,,
2.3,ACQUIRE,0.01,-0.01,-9.54,1.09,-0.01,1,0,,,,0.0,0.0,0.8,13.26,-0.01,,
2.35,ACQUIRE,0.01,-0.01,-9.54,1.1,-0.01,1,0,,,,0.0,0.0,1.7,13.26,-0.01,,
2.4,ACQUIRE,0.01,-0.01,-9.54,1.12,-0.01,1,0,,,,0.0,0.0,1.0,13.26,-0.01,,
2.45,ACQUIRE,0.01,-0.01,-9.54,1.13,-0.01,1,0,,,,0.0,0.0,1.4,13.26,-0.01,,
2.5,ACQUIRE,0.01,-0.01,-9.54,1.14,-0.01,1,0,,,,0.0,0.0,1.0,13.26,-0.01,,
2.55,ACQUIRE,0.01,-0.01,-9.54,1.15,-0.01,1,0,,,,0.0,0.0,1.5,13.26,-0.01,,
2.6,ACQUIRE,0.01,-0.01,-9.54,1.17,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
2.65,ACQUIRE,0.01,-0.01,-9.54,1.18,-0.01,1,0,,,,0.0,0.0,1.7,13.26,-0.01,,
2.7,ACQUIRE,0.01,-0.01,-9.54,1.19,-0.01,1,0,,,,0.0,0.0,0.8,13.26,-0.01,,
2.75,ACQUIRE,0.01,-0.01,-9.54,1.2,-0.01,1,0,,,,0.0,0.0,4.3,13.26,-0.01,,
2.8,ACQUIRE,0.01,-0.01,-9.54,1.22,-0.01,1,0,,,,0.0,0.0,0.7,13.26,-0.01,,
2.85,ACQUIRE,0.01,-0.01,-9.54,1.23,-0.01,1,0,,,,0.0,0.0,1.7,13.26,-0.01,,
2.9,ACQUIRE,0.01,-0.01,-9.54,1.24,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
2.95,ACQUIRE,0.01,-0.01,-9.54,1.25,-0.01,1,0,,,,0.0,0.0,1.5,13.26,-0.01,,
3.0,ACQUIRE,0.01,-0.01,-9.54,1.27,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
3.05,ACQUIRE,0.01,-0.01,-9.54,1.28,-0.01,1,0,,,,0.0,0.0,1.5,13.26,-0.01,,
3.1,ACQUIRE,0.01,-0.01,-9.54,1.29,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
3.15,ACQUIRE,0.01,-0.01,-9.55,1.3,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
3.2,ACQUIRE,0.01,-0.01,-9.55,1.32,-0.01,1,0,,,,0.0,0.0,1.0,13.26,-0.01,,
3.25,ACQUIRE,0.01,-0.01,-9.55,1.33,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
3.3,ACQUIRE,0.01,-0.01,-9.55,1.34,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
3.35,ACQUIRE,0.01,-0.01,-9.55,1.35,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
3.41,ACQUIRE,0.01,-0.01,-9.55,1.37,-0.01,1,0,,,,0.0,0.0,1.1,13.26,-0.01,,
3.46,ACQUIRE,0.01,-0.01,-9.55,1.38,-0.01,1,0,,,,0.0,0.0,1.7,13.26,-0.01,,
3.51,ACQUIRE,0.01,-0.01,-9.55,1.39,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
3.56,ACQUIRE,0.01,-0.02,-9.55,1.4,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
3.61,ACQUIRE,0.01,-0.02,-9.55,1.42,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
3.66,ACQUIRE,0.01,-0.02,-9.55,1.43,-0.01,1,0,,,,0.0,0.0,1.4,13.26,-0.01,,
3.71,ACQUIRE,0.01,-0.02,-9.55,1.44,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
3.76,ACQUIRE,0.01,-0.02,-9.56,1.45,-0.01,1,0,,,,0.0,0.0,1.5,13.26,-0.01,,
3.81,ACQUIRE,0.01,-0.02,-9.56,1.47,-0.01,1,0,,,,0.0,0.0,0.8,13.26,-0.01,,
3.86,ACQUIRE,0.01,-0.02,-9.56,1.48,-0.01,1,0,,,,0.0,0.0,1.4,13.26,-0.01,,
3.91,ACQUIRE,0.01,-0.02,-9.56,1.49,-0.01,1,0,,,,0.0,0.0,1.0,13.26,-0.01,,
3.96,ACQUIRE,0.01,-0.02,-9.56,1.5,-0.01,1,0,,,,0.0,0.0,1.7,13.26,-0.01,,
4.01,ACQUIRE,0.01,-0.02,-9.56,1.52,-0.01,1,0,,,,0.0,0.0,1.0,13.26,-0.01,,
4.06,ACQUIRE,0.01,-0.02,-9.56,1.53,-0.01,1,0,,,,0.0,0.0,1.8,13.26,-0.01,,
4.11,ACQUIRE,0.01,-0.02,-9.56,1.54,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
4.16,ACQUIRE,0.01,-0.02,-9.56,1.55,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
4.21,ACQUIRE,0.01,-0.02,-9.56,1.57,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
4.26,ACQUIRE,0.01,-0.02,-9.56,1.58,-0.01,1,0,,,,0.0,0.0,1.4,13.26,-0.01,,
4.31,ACQUIRE,0.01,-0.02,-9.56,1.59,-0.01,1,0,,,,0.0,0.0,0.7,13.26,-0.01,,
4.36,ACQUIRE,0.01,-0.02,-9.56,1.6,-0.01,1,0,,,,0.0,0.0,1.3,13.26,-0.01,,
4.41,ACQUIRE,0.01,-0.02,-9.56,1.62,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
4.46,ACQUIRE,0.01,-0.02,-9.56,1.63,-0.01,1,0,,,,0.0,0.0,1.5,13.26,-0.01,,
4.51,ACQUIRE,0.01,-0.02,-9.56,1.64,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
4.56,ACQUIRE,0.01,-0.02,-9.56,1.65,-0.01,1,0,,,,0.0,0.0,1.8,13.26,-0.01,,
4.61,ACQUIRE,0.01,-0.02,-9.56,1.67,-0.01,1,0,,,,0.0,0.0,0.9,13.26,-0.01,,
4.66,ACQUIRE,0.02,-0.02,-9.57,1.68,-0.01,1,0,,,,0.0,0.0,1.7,13.26,-0.01,,
4.71,ACQUIRE,0.02,-0.02,-9.57,1.69,-0.01,1,0,,,,0.0,0.0,1.0,13.26,-0.01,,
4.76,ACQUIRE,0.02,-0.03,-9.57,1.7,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
4.81,ACQUIRE,0.02,-0.03,-9.57,1.72,-0.01,1,0,,,,0.0,0.0,1.1,13.26,-0.01,,
4.86,ACQUIRE,0.02,-0.03,-9.57,1.73,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
4.91,ACQUIRE,0.02,-0.03,-9.57,1.74,-0.01,1,0,,,,0.0,0.0,0.7,13.26,-0.01,,
4.96,ACQUIRE,0.02,-0.03,-9.57,1.75,-0.01,1,0,,,,0.0,0.0,1.6,13.26,-0.01,,
5.01,CARRY,0.02,-0.03,-9.57,1.77,-0.01,1,0,,,,0.0,0.0,357.8,13.26,-0.01,,
5.37,CARRY,0.02,-0.03,-9.57,1.86,-0.01,1,0,333.0,144.0,96.9,1.92,0.26,64.5,13.26,-0.01,9.3,670.1
5.43,CARRY,0.02,-0.03,-9.57,1.87,-0.01,1,0,333.0,147.0,93.9,1.86,0.26,52.9,13.26,-0.01,13.2,673.1
5.49,CARRY,0.02,-0.03,-9.57,1.89,-0.01,1,0,332.5,146.0,94.8,1.88,0.25,43.3,13.26,-0.01,13.1,672.1
5.54,CARRY,0.02,-0.03,-9.57,1.9,-0.01,1,0,332.5,145.5,95.3,1.89,0.25,49.9,13.26,-0.01,13.3,671.6
5.59,CARRY,0.02,-0.03,-9.57,1.91,-0.01,1,0,332.5,144.0,96.8,1.92,0.25,46.6,13.26,-0.01,12.5,670.0
5.64,CARRY,0.02,-0.03,-9.57,1.92,-0.01,1,0,333.0,141.0,99.8,1.98,0.26,52.9,13.26,-0.01,10.2,667.0
5.69,CARRY,0.03,-0.03,-9.57,1.94,-0.01,1,0,333.0,140.5,100.3,1.99,0.26,48.7,13.26,-0.01,10.3,666.3
5.74,CARRY,0.03,-0.03,-9.57,1.95,-0.01,1,0,333.5,138.5,102.4,2.03,0.27,54.0,13.26,-0.01,9.0,664.3
5.8,CARRY,0.03,-0.03,-9.57,1.96,-0.01,1,0,333.5,138.0,102.9,2.04,0.27,48.8,13.26,-0.01,8.8,663.3
5.85,CARRY,0.05,-0.03,-9.57,1.98,-0.01,1,0,333.5,138.5,102.4,2.03,0.27,54.7,13.26,-0.01,9.0,662.8
5.9,CARRY,0.05,-0.03,-9.57,1.99,-0.01,1,0,333.5,137.5,103.4,2.05,0.27,48.4,13.26,-0.01,8.9,661.8
5.95,CARRY,0.09,-0.03,-9.57,2.0,-0.01,1,0,333.5,139.0,101.9,2.02,0.27,55.0,13.26,-0.01,9.1,661.3
6.01,CARRY,0.09,-0.03,-9.57,2.02,-0.01,1,0,333.5,137.5,103.4,2.05,0.27,48.3,13.26,-0.01,8.5,659.8
6.06,CARRY,0.14,-0.03,-9.57,2.03,-0.01,1,0,334.5,141.5,99.6,1.97,0.29,55.4,13.26,-0.01,9.9,660.6
6.11,CARRY,0.14,-0.03,-9.57,2.04,-0.01,1,0,334.5,139.5,101.5,2.01,0.29,48.2,13.26,-0.01,8.7,658.6
6.16,CARRY,0.22,-0.03,-9.57,2.06,-0.01,1,0,333.5,147.5,93.5,1.85,0.27,54.9,13.26,-0.01,12.9,662.1
6.22,CARRY,0.22,-0.03,-9.57,2.07,-0.01,1,0,333.5,147.0,94.0,1.86,0.27,48.7,13.26,-0.01,13.3,661.6
6.27,CARRY,0.32,-0.03,-9.57,2.08,-0.01,1,0,333.0,149.0,91.9,1.82,0.26,54.6,13.26,-0.01,10.1,657.7
6.33,CARRY,0.32,-0.03,-9.57,2.1,-0.01,1,0,333.0,148.5,92.4,1.83,0.26,48.0,13.26,-0.01,10.4,657.2
6.38,CARRY,0.44,-0.03,-9.57,2.11,-0.01,1,0,332.0,154.0,86.8,1.72,0.24,54.7,13.26,-0.01,9.5,655.6
6.43,CARRY,0.44,-0.03,-9.57,2.12,-0.01,1,0,332.0,153.0,87.8,1.74,0.24,47.9,13.26,-0.01,9.4,654.6
6.48,CARRY,0.58,-0.03,-9.57,2.13,-0.01,1,0,331.0,160.0,80.8,1.6,0.22,55.0,13.26,-0.01,9.0,653.5
6.54,CARRY,0.58,-0.03,-9.57,2.15,-0.01,1,0,331.0,159.0,81.7,1.62,0.22,48.3,13.26,-0.01,8.9,652.5
6.59,CARRY,0.73,-0.03,-9.57,2.16,-0.01,1,0,330.0,167.0,73.7,1.46,0.2,54.3,13.26,-0.01,8.9,651.8
6.64,CARRY,0.89,-0.03,-9.57,2.17,-0.01,1,0,328.5,176.5,64.1,1.27,0.17,49.0,13.26,-0.01,10.2,652.2
6.69,CARRY,0.89,-0.03,-9.57,2.19,-0.01,1,0,329.0,174.5,66.1,1.31,0.18,54.2,13.26,-0.01,8.9,650.1
6.75,CARRY,1.05,-0.03,-9.57,2.2,-0.01,1,0,327.5,183.5,57.0,1.13,0.15,48.7,13.26,-0.01,9.5,649.8
6.8,CARRY,1.05,-0.03,-9.57,2.21,-0.01,1,0,328.0,182.0,58.5,1.16,0.16,54.3,13.26,-0.01,8.6,648.3
6.85,CARRY,1.21,-0.03,-9.58,2.23,-0.01,1,0,327.0,189.5,51.0,1.01,0.14,48.6,13.26,-0.01,7.7,646.5
6.9,CARRY,1.21,-0.03,-9.58,2.24,-0.01,1,0,327.0,189.5,51.0,1.01,0.14,53.6,13.26,-0.01,8.4,646.5
6.96,CARRY,1.37,-0.03,-9.58,2.25,-0.01,1,0,326.0,197.5,42.9,0.85,0.12,49.0,13.26,-0.01,8.1,645.4
7.01,CARRY,1.37,-0.03,-9.58,2.27,-0.01,1,0,326.5,200.0,40.5,0.8,0.13,53.8,13.26,-0.01,11.2,647.8
7.06,CARRY,1.52,-0.03,-9.58,2.28,-0.01,1,0,325.5,205.0,35.4,0.7,0.11,49.3,13.26,-0.01,8.4,644.1
7.11,CARRY,1.52,-0.03,-9.58,2.29,-0.01,1,0,325.5,204.5,35.9,0.71,0.11,53.8,13.26,-0.01,8.6,643.6
7.17,CARRY,1.67,-0.03,-9.58,2.31,-0.01,1,0,324.0,212.0,28.3,0.56,0.08,48.4,13.26,-0.01,8.7,643.0
7.22,CARRY,1.67,-0.03,-9.58,2.32,-0.01,1,0,324.0,211.0,29.3,0.58,0.08,54.7,13.26,-0.01,8.5,642.0
7.27,CARRY,1.8,-0.02,-9.58,2.33,-0.01,1,0,323.0,220.0,20.2,0.4,0.06,50.1,13.26,-0.01,10.7,643.4
7.32,CARRY,1.8,-0.02,-9.58,2.35,-0.01,1,0,323.0,219.5,20.7,0.41,0.06,54.6,13.26,-0.01,10.9,642.9
7.38,CARRY,1.92,-0.02,-9.58,2.36,-0.01,1,0,321.5,226.0,14.1,0.28,0.03,49.9,13.26,-0.01,11.2,642.4
7.43,CARRY,1.92,-0.02,-9.58,2.37,-0.01,1,0,321.5,226.0,14.1,0.28,0.03,54.3,13.26,-0.01,12.0,642.4
7.49,CARRY,2.03,-0.02,-9.58,2.39,-0.01,1,0,321.5,228.0,12.1,0.24,0.03,49.5,13.26,-0.01,8.4,638.1
7.54,CARRY,2.03,-0.02,-9.58,2.4,-0.01,1,0,322.0,227.5,12.7,0.25,0.04,55.5,13.26,-0.01,8.6,637.5
7.59,CARRY,2.13,-0.02,-9.57,2.41,-0.01,1,0,321.0,234.5,5.6,0.11,0.02,49.4,13.26,-0.01,10.7,638.9
7.64,CARRY,2.22,-0.02,-9.57,2.43,-0.01,1,0,320.0,237.5,2.5,0.05,0.0,54.7,13.26,-0.01,9.6,637.1
7.7,CARRY,2.22,-0.02,-9.57,2.44,-0.01,1,0,320.0,236.5,3.5,0.07,0.0,49.3,13.26,-0.01,9.5,636.1
7.75,CARRY,2.29,-0.01,-9.57,2.45,-0.01,1,0,320.0,240.0,0.0,-0.0,0.0,54.7,13.26,-0.01,9.3,635.2
7.81,CARRY,2.29,-0.01,-9.57,2.47,-0.01,1,0,319.5,240.5,0.7,-0.01,-0.01,49.6,13.26,-0.01,10.6,635.7
7.86,CARRY,2.35,-0.01,-9.57,2.48,-0.01,1,0,319.0,242.0,2.2,-0.04,-0.02,54.5,13.26,-0.01,9.3,633.6
7.91,CARRY,2.35,-0.01,-9.57,2.49,-0.01,1,0,318.5,242.5,2.9,-0.05,-0.03,48.0,13.26,-0.01,10.7,634.2
7.96,CARRY,2.41,-0.01,-9.58,2.5,-0.01,1,0,318.5,245.5,5.7,-0.11,-0.03,54.9,13.26,-0.01,11.2,634.0
8.02,CARRY,2.41,-0.01,-9.58,2.52,-0.01,1,0,319.0,242.0,2.2,-0.04,-0.02,48.3,13.26,-0.01,8.5,630.5
8.07,CARRY,2.45,-0.01,-9.58,2.53,-0.01,1,0,319.0,243.0,3.2,-0.06,-0.02,56.0,13.26,-0.01,7.8,629.0
8.12,CARRY,2.45,-0.01,-9.58,2.55,-0.01,1,0,319.0,242.5,2.7,-0.05,-0.02,48.5,13.26,-0.01,8.1,628.5
8.17,CARRY,2.48,-0.01,-9.58,2.56,-0.01,1,0,318.5,246.0,6.2,-0.12,-0.03,55.7,13.26,-0.01,10.4,630.1
8.23,CARRY,2.48,-0.01,-9.58,2.57,-0.01,1,0,319.0,242.5,2.7,-0.05,-0.02,48.7,13.26,-0.01,7.7,626.6
8.28,CARRY,2.51,-0.01,-9.58,2.58,-0.01,1,0,318.5,243.0,3.4,-0.06,-0.03,55.5,13.26,-0.01,7.6,625.7
8.34,CARRY,2.51,-0.01,-9.58,2.6,-0.01,1,0,318.5,242.5,2.9,-0.05,-0.03,49.5,13.26,-0.01,7.9,625.2
8.39,CARRY,2.53,-0.01,-9.58,2.61,-0.01,1,0,318.5,246.0,6.2,-0.12,-0.03,55.8,13.26,-0.01,10.9,627.5
8.45,CARRY,2.54,-0.01,-9.58,2.63,-0.01,1,0,318.5,246.0,6.2,-0.12,-0.03,48.9,13.26,-0.01,11.0,626.7
8.5,CARRY,2.54,-0.01,-9.58,2.64,-0.01,1,0,318.5,243.0,3.4,-0.06,-0.03,54.0,13.26,-0.01,8.8,623.7
8.55,CARRY,2.55,-0.01,-9.58,2.65,-0.01,1,0,318.5,245.5,5.7,-0.11,-0.03,50.0,13.26,-0.01,11.4,625.6
8.6,CARRY,2.55,-0.01,-9.58,2.66,-0.01,1,0,318.5,242.0,2.5,-0.04,-0.03,57.1,13.26,-0.01,8.7,622.1
8.66,CARRY,2.56,-0.01,-9.58,2.68,-0.01,1,0,318.5,243.5,3.8,-0.07,-0.03,50.6,13.26,-0.01,10.7,623.3
8.71,CARRY,2.56,-0.01,-9.58,2.69,-0.01,1,0,319.0,241.5,1.8,-0.03,-0.02,53.6,13.26,-0.01,9.4,621.2
8.77,CARRY,2.56,-0.01,-9.58,2.71,-0.01,1,0,319.5,240.5,0.7,-0.01,-0.01,49.3,13.26,-0.01,8.9,619.9
8.82,CARRY,2.56,-0.01,-9.58,2.72,-0.01,1,0,319.0,240.5,1.1,-0.01,-0.02,53.8,13.26,-0.01,9.7,620.0
8.87,CARRY,2.56,-0.01,-9.58,2.73,-0.01,1,0,319.5,240.0,0.5,-0.0,-0.01,50.1,13.26,-0.01,9.9,619.4
8.92,CARRY,2.56,-0.01,-9.58,2.74,-0.01,1,0,319.5,238.0,2.1,0.04,-0.01,53.4,13.26,-0.01,8.6,617.4
8.98,CARRY,2.56,-0.01,-9.58,2.76,-0.01,1,0,319.5,237.0,3.0,0.06,-0.01,49.3,13.26,-0.01,8.4,616.4
9.03,CARRY,2.56,-0.01,-9.58,2.77,-0.01,1,0,319.0,239.0,1.4,0.02,-0.02,54.2,13.26,-0.01,11.2,618.4
9.08,CARRY,2.56,-0.01,-9.58,2.78,-0.01,1,0,320.0,237.0,3.0,0.06,0.0,49.9,13.26,-0.01,9.9,616.3
9.13,CARRY,2.56,-0.01,-9.58,2.8,-0.01,1,0,320.0,235.0,5.0,0.1,0.0,54.8,13.26,-0.01,8.7,614.3
9.19,CARRY,2.56,-0.01,-9.58,2.81,-0.01,1,0,320.0,236.5,3.5,0.07,0.0,49.2,13.26,-0.01,10.9,615.8
9.24,CARRY,2.56,-0.01,-9.58,2.82,-0.01,1,0,320.0,235.5,4.5,0.09,0.0,54.3,13.26,-0.01,10.7,614.8
9.29,CARRY,2.56,-0.02,-9.58,2.84,-0.01,1,0,320.0,235.5,4.5,0.09,0.0,49.4,13.26,-0.01,11.4,614.7
9.34,CARRY,2.57,-0.02,-9.58,2.85,-0.01,1,0,320.0,235.0,5.0,0.1,0.0,55.1,13.26,-0.01,11.5,614.1
9.4,CARRY,2.57,-0.02,-9.58,2.86,-0.01,1,0,320.5,233.5,6.5,0.13,0.01,49.3,13.26,-0.01,10.7,612.5
9.45,CARRY,2.57,-0.02,-9.58,2.88,-0.01,1,0,321.0,232.0,8.1,0.16,0.02,55.1,13.26,-0.01,9.7,610.8
9.51,CARRY,2.57,-0.02,-9.58,2.89,-0.01,1,0,321.0,231.5,8.6,0.17,0.02,47.8,13.26,-0.01,10.0,610.3
9.56,CARRY,2.58,-0.02,-9.58,2.9,-0.01,1,0,321.5,231.0,9.1,0.18,0.03,55.3,13.26,-0.01,9.8,609.4
9.61,CARRY,2.58,-0.02,-9.58,2.92,-0.01,1,0,321.5,230.0,10.1,0.2,0.03,48.6,13.26,-0.01,9.7,608.4
9.66,CARRY,2.58,-0.02,-9.58,2.93,-0.01,1,0,321.5,229.5,10.6,0.21,0.03,55.1,13.26,-0.01,9.5,607.5
9.72,CARRY,2.58,-0.02,-9.58,2.94,-0.01,1,0,321.5,228.0,12.1,0.24,0.03,48.7,13.26,-0.01,8.8,606.0
9.77,CARRY,2.59,-0.02,-9.58,2.96,-0.01,1,0,321.5,230.0,10.1,0.2,0.03,55.0,13.26,-0.01,11.0,607.5
9.82,CARRY,2.59,-0.02,-9.58,2.97,-0.01,1,0,321.5,227.0,13.1,0.26,0.03,48.0,13.26,-0.01,8.9,604.5
9.87,CARRY,2.6,-0.02,-9.58,2.98,-0.01,1,0,322.0,227.0,13.2,0.26,0.04,54.6,13.26,-0.01,8.9,603.8
9.93,CARRY,2.6,-0.02,-9.58,3.0,-0.01,1,0,321.5,228.0,12.1,0.24,0.03,48.0,13.26,-0.01,10.7,604.8
9.98,CARRY,2.62,-0.02,-9.58,3.01,-0.01,1,0,322.0,226.5,13.6,0.27,0.04,55.1,13.26,-0.01,9.1,602.5
10.04,CARRY,2.62,-0.02,-9.58,3.02,-0.01,1,0,321.5,227.5,12.6,0.25,0.03,49.0,13.26,-0.01,11.0,603.6
10.09,CARRY,2.63,-0.02,-9.58,3.04,-0.01,1,0,322.0,225.5,14.6,0.29,0.04,54.9,13.26,-0.01,8.8,600.6
10.14,CARRY,2.63,-0.02,-9.58,3.05,-0.01,1,0,321.5,227.0,13.1,0.26,0.03,48.3,13.26,-0.01,11.2,602.2
10.19,CARRY,2.65,-0.02,-9.58,3.06,-0.01,1,0,322.0,225.5,14.6,0.29,0.04,55.3,13.26,-0.01,9.3,599.6
10.25,CARRY,2.67,-0.02,-9.58,3.08,-0.01,1,0,322.0,225.5,14.6,0.29,0.04,48.7,13.26,-0.01,9.0,598.5
