seq,tid,n_frames,n_labeled,mean_iou,iou_at_25,iou_at_50,id_consistency,pred_absent_frac,n_gaps,n_recovered,wall_s,fps
uav0000326_01035_v,16,300,300,0.5158781789216803,0.9833333333333333,0.5933333333333334,1.0,0.0,0,0,22.13,13.56
uav0000329_04715_v,11,196,196,0.8220757073213312,0.9183673469387755,0.9183673469387755,1.0,0.0,0,0,13.87,14.13
uav0000329_04715_v,14,196,196,0.850725959251779,1.0,1.0,1.0,0.0,0,0,13.67,14.34
uav0000339_00001_v,4,275,275,0.8434728139897152,1.0,0.9927272727272727,1.0,0.0,0,0,19.28,14.27
uav0000339_00001_v,49,275,272,0.4526697715875803,0.9963235294117647,0.3602941176470588,1.0,0.0,1,0,19.06,14.42
uav0000342_04692_v,2,277,277,0.9200398558540854,0.9963898916967509,0.9927797833935018,1.0,0.0,0,0,19.5,14.21
uav0000342_04692_v,0,277,210,0.9478280849302494,1.0,1.0,1.0,0.0,1,1,19.23,14.4
uav0000352_05980_v,9,196,196,0.9395385748405766,1.0,1.0,1.0,0.0,0,0,14.55,13.47
uav0000352_05980_v,47,196,191,0.11094187410324943,0.18848167539267016,0.1256544502617801,0.2546583850931677,0.07329842931937172,1,0,14.27,13.73
uav0000355_00001_v,46,300,300,0.451405860960946,0.86,0.45,0.9817518248175182,0.0,0,0,21.96,13.66
uav0000355_00001_v,58,300,264,0.6947599589410663,1.0,0.9734848484848485,1.0,0.0,1,1,21.71,13.82
uav0000357_00920_v,99,300,300,0.9317642719843887,1.0,1.0,1.0,0.0,0,0,22.15,13.54
uav0000357_00920_v,156,300,261,0.8357136015943397,1.0,0.9885057471264368,1.0,0.0,1,0,22.02,13.62
uav0000360_00001_v,89,300,300,0.7853229468738425,1.0,0.9966666666666667,1.0,0.0,0,0,21.9,13.7
uav0000360_00001_v,102,300,295,0.7132543809923776,1.0,1.0,0.9796610169491525,0.0,1,1,21.63,13.87
uav0000361_02323_v,4,219,219,0.6881882413485323,1.0,0.9178082191780822,0.867579908675799,0.0,0,0,15.98,13.7
uav0000361_02323_v,48,219,192,0.57438767848949,0.9427083333333334,0.8229166666666666,0.9947643979057592,0.0,1,0,15.78,13.88
uav0000363_00001_v,23,300,300,0.6215586945038543,0.9966666666666667,0.8833333333333333,0.99,0.0,0,0,22.0,13.63
uav0000363_00001_v,40,300,300,0.7327207642573206,1.0,1.0,1.0,0.0,0,0,21.74,13.8
uav0000366_00001_v,0,296,296,0.7403832506545459,0.9966216216216216,0.918918918918919,0.9222972972972973,0.0,0,0,21.94,13.49
uav0000366_00001_v,39,296,224,0.5266789753238265,0.8392857142857143,0.6785714285714286,0.9672897196261683,0.004464285714285714,1,0,21.74,13.61
uav0000370_00001_v,0,265,265,0.3891562734241977,0.6037735849056604,0.5509433962264151,1.0,0.3886792452830189,0,0,19.48,13.6
uav0000370_00001_v,4,265,265,0.6187629683488409,0.9660377358490566,0.8150943396226416,1.0,0.018867924528301886,0,0,19.25,13.77
