epoch,global_step,loss,lr,elapsed_s
1,1,3.187053,1.00e-04,1.8
1,51,1.485500,1.00e-04,67.4
1,101,1.428338,9.99e-05,133.4
1,151,1.077810,9.99e-05,200.4
1,201,1.549322,9.97e-05,274.6
1,251,1.182317,9.96e-05,359.6
1,301,1.298951,9.94e-05,434.7
1,351,1.194365,9.92e-05,514.6
1,401,1.192508,9.90e-05,597.9
1,451,1.171844,9.87e-05,673.8
1,501,1.295560,9.84e-05,748.6
1,551,1.322645,9.81e-05,825.2
1,601,1.384697,9.77e-05,900.4
1,651,1.152226,9.73e-05,977.5
1,701,1.240372,9.69e-05,1055.3
1,751,1.162439,9.64e-05,1131.4
1,801,0.945323,9.59e-05,1206.0
1,851,0.997308,9.54e-05,1281.3
1,901,1.226391,9.49e-05,1355.6
1,951,1.295589,9.43e-05,1433.0
1,1001,1.255181,9.36e-05,1506.3
1,1051,0.990978,9.30e-05,1579.2
1,1101,0.845795,9.24e-05,1667.1
1,1151,1.060614,9.17e-05,1758.0
1,1201,1.256201,9.09e-05,1857.8
1,1251,1.314323,9.02e-05,2090.2
1,1301,1.007946,8.94e-05,2169.2
1,1351,0.912885,8.87e-05,2249.6
1,1401,1.406379,8.78e-05,2327.0
1,1451,1.033377,8.69e-05,2400.7
1,1501,0.918898,8.61e-05,2476.5
1,1551,0.931668,8.52e-05,2550.9
1,1601,0.987562,8.42e-05,2625.7
1,1651,0.892306,8.33e-05,2700.4
1,1701,1.086533,8.24e-05,2773.5
1,1751,1.098673,8.14e-05,2846.9
1,1801,1.265824,8.03e-05,2917.7
1,1851,1.131459,7.93e-05,2990.0
1,1901,1.022377,7.83e-05,3062.0
1,1951,0.850038,7.73e-05,3133.8
1,2001,1.118069,7.61e-05,3206.9
1,2051,0.746339,7.49e-05,3282.8
2,2052,0.897471,7.49e-05,3432.5
2,2102,1.048547,7.38e-05,3504.0
2,2152,1.250431,7.27e-05,3575.2
2,2202,0.763588,7.16e-05,3646.1
2,2252,1.018988,7.03e-05,3717.9
2,2302,1.118596,6.92e-05,3791.4
2,2352,0.771442,6.81e-05,3864.6
2,2402,0.799869,6.69e-05,3936.7
2,2452,0.730696,6.56e-05,4010.2
2,2502,1.106391,6.44e-05,4082.8
2,2552,1.082938,6.32e-05,4156.5
2,2602,0.791903,6.20e-05,4230.5
2,2652,0.943109,6.06e-05,4306.7
2,2702,1.025772,5.94e-05,4381.5
2,2752,0.749886,5.82e-05,4456.1
2,2802,0.842330,5.70e-05,4528.3
2,2852,0.632141,5.56e-05,4600.1
2,2902,1.082405,5.44e-05,4672.5
2,2952,1.005749,5.32e-05,4747.5
2,3002,0.905013,5.19e-05,4825.9
2,3052,0.918375,5.05e-05,4904.1
2,3102,0.809586,4.93e-05,4980.7
2,3152,0.889457,4.81e-05,5056.2
2,3202,0.795623,4.68e-05,5128.5
2,3252,0.573895,4.54e-05,5201.2
2,3302,0.905615,4.42e-05,5272.6
2,3352,1.047592,4.30e-05,5343.3
2,3402,1.193884,4.18e-05,5414.3
2,3452,0.908642,4.04e-05,5484.9
2,3502,1.079838,3.92e-05,5555.5
2,3552,1.071461,3.80e-05,5625.7
2,3602,0.817803,3.68e-05,5696.1
2,3652,0.798811,3.54e-05,5766.1
2,3702,0.693531,3.42e-05,5836.3
2,3752,0.700715,3.31e-05,5906.5
2,3802,0.976643,3.19e-05,5976.6
2,3852,0.680618,3.06e-05,6046.8
2,3902,0.750429,2.95e-05,6117.9
2,3952,0.585857,2.84e-05,6190.5
2,4002,0.739898,2.73e-05,6267.5
2,4052,0.937017,2.60e-05,6341.8
2,4102,0.814897,2.48e-05,6415.8
3,4103,0.622848,2.48e-05,6567.4
3,4153,1.083079,2.37e-05,6640.8
3,4203,0.450203,2.27e-05,6715.0
3,4253,1.103597,2.17e-05,6789.0
3,4303,0.823968,2.05e-05,6862.1
3,4353,0.644387,1.95e-05,6935.4
3,4403,0.659378,1.86e-05,7008.4
3,4453,1.064278,1.76e-05,7081.6
3,4503,0.894077,1.65e-05,7151.9
3,4553,0.683302,1.56e-05,7222.0
3,4603,0.962365,1.48e-05,7292.2
3,4653,0.509205,1.39e-05,7362.9
3,4703,0.665184,1.29e-05,7434.9
3,4753,0.734908,1.21e-05,7505.9
3,4803,0.621323,1.13e-05,7576.7
3,4853,0.784092,1.06e-05,7648.5
3,4903,0.364512,9.69e-06,7719.8
3,4953,0.585554,8.98e-06,7791.1
3,5003,0.775798,8.29e-06,7862.6
3,5053,0.655952,7.63e-06,7935.9
3,5103,0.774328,6.89e-06,8008.9
3,5153,0.817921,6.28e-06,8080.8
3,5203,0.587508,5.70e-06,8156.8
3,5253,0.466086,5.14e-06,8233.1
3,5303,0.414943,4.53e-06,8311.2
3,5353,0.583680,4.03e-06,8389.4
3,5403,0.696272,3.57e-06,8467.5
3,5453,0.748608,3.12e-06,8545.2
3,5503,0.810930,2.65e-06,8622.4
3,5553,0.697145,2.27e-06,8699.7
3,5603,0.720895,1.92e-06,8772.5
3,5653,0.852807,1.60e-06,8843.8
3,5703,0.684858,1.26e-06,8914.2
3,5753,0.539551,9.98e-07,8984.8
3,5803,0.852967,7.69e-07,9057.7
3,5853,0.928202,5.70e-07,9128.4
3,5903,0.867377,3.75e-07,9199.2
3,5953,0.633529,2.40e-07,9270.5
3,6003,0.888166,1.35e-07,9341.7
3,6053,0.538492,6.01e-08,9413.3
3,6103,0.333656,1.04e-08,9484.8
3,6153,0.436191,1.67e-09,9556.5
